Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
Q8BN21;Q8BN21-2;Q8BN21-3,Q8BN21;Q8BN21-2,Serine/threonine-protein kinase VRK2,Vrk2,sp|Q8BN21|VRK2_MOUSE Serine/threonine-protein kinase VRK2 OS=Mus musculus OX=10090 GN=Vrk2 PE=1 SV=2;sp|Q8BN21-2|VRK2_MOUSE Isoform 2 of Serine/threonine-protein kinase VRK2 OS=Mus musculus OX=10090 GN=Vrk2,,8,0.192430928,-0.4491811,-0.904425543,-0.183297641,1.319429456,0.238609486,-0.480406051,-1.026399376,-0.031706266,1.417173547,-0.022265944,-0.508639304,-0.900537951,-0.095121999,1.103194521,0.64551969,0.152623815,-0.369118233,0.317374062,0.902178172,-0.244100842,-0.717311101,-0.978026244,-0.153189646,1.151715217,0.089564437,-0.839460416,-1.02886657,0.209944132,0.503847207
Q8BNV1,Q8BNV1,tRNA (uracil-5-)-methyltransferase homolog A,Trmt2a,sp|Q8BNV1|TRM2A_MOUSE tRNA (uracil-5-)-methyltransferase homolog A OS=Mus musculus OX=10090 GN=Trmt2a PE=1 SV=1,,4,0.474844539,0.53791728,-0.269089629,-1.37848351,-2.51349776,0.541620367,0.53458257,-0.235851123,-1.175341114,-2.333570857,0.469418205,0.361917006,-0.16956321,-1.306069476,-2.246086092,0.781912322,0.622397716,-0.497113534,-1.697098297,-2.458269467,0.341268155,0.16563971,-0.133931823,-1.00480321,-2.070550532,0.421341501,0.390422792,-0.376792495,-1.140805034,-2.063190302
Q8BP47,Q8BP47,"Asparagine--tRNA ligase, cytoplasmic",Nars,"sp|Q8BP47|SYNC_MOUSE Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars PE=1 SV=2",,4,-0.807019484,0.113992136,0.728930568,0.225118616,-0.462969188,-0.866482387,0.351479748,0.907913097,0.500752625,-0.376718301,-0.509493892,0.419766612,0.946097844,0.470024805,-0.413068198,-1.489788804,-0.808622457,0.072366724,0.06125368,-0.628723676,0.019231672,1.20072677,1.277103021,0.423845236,-0.097371583,-0.68097883,0.447128886,0.758876251,0.209673933,-0.363783434
Q8BP48,Q8BP48,Methionine aminopeptidase 1,Metap1,sp|Q8BP48|MAP11_MOUSE Methionine aminopeptidase 1 OS=Mus musculus OX=10090 GN=Metap1 PE=1 SV=1,,5,0.510355704,0.831994232,-0.507505793,-1.623150901,-2.286820078,0.461540206,0.934970589,-0.129764684,-1.29035715,-2.323979334,0.400933017,0.830782914,-0.229409149,-1.294847678,-2.243062284,0.354453093,0.824822468,-0.264784906,-1.622993825,-2.561826847,0.260469044,0.88076841,0.330198587,-0.679431887,-1.645952607,0.669368199,1.103922834,0.495307167,-1.07577796,-2.204073082
Q8BPU7;Q8BPU7-3;Q8BPU7-2;Q8BPU7-4,Q8BPU7;Q8BPU7-3,Engulfment and cell motility protein 1,Elmo1,sp|Q8BPU7|ELMO1_MOUSE Engulfment and cell motility protein 1 OS=Mus musculus OX=10090 GN=Elmo1 PE=1 SV=2;sp|Q8BPU7-3|ELMO1_MOUSE Isoform 3 of Engulfment and cell motility protein 1 OS=Mus musculus OX=10090 GN=Elmo1,,25,0.124126429,0.013841167,-0.042779435,-0.562476232,-1.324638594,0.131327019,0.12209473,0.169350351,-0.258456822,-1.26606893,0.127270468,-0.123849318,0.03088947,-0.149391718,-1.016106497,0.100088282,0.079354538,0.038897965,-0.939492318,-1.917816896,0.316232315,0.156417608,0.008140118,-0.487124918,-1.390505118,0.294016315,0.275102941,0.292715403,-0.714724104,-1.734291606
Q8BQM4,Q8BQM4,HEAT repeat-containing protein 3,Heatr3,sp|Q8BQM4|HEAT3_MOUSE HEAT repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Heatr3 PE=1 SV=1,,3,-0.360025145,0.31232826,-0.310604974,-0.777502716,-1.803105828,-0.180504066,0.147639173,-0.1767075,-0.946695641,-1.691311986,-0.181151903,0.293837434,0.026033453,-1.028130701,-1.739267964,-0.083091184,0.363035245,-0.162100599,-1.168998382,-1.727655983,-0.486080561,-0.195001593,-0.25663233,-1.059547099,-1.509410293,-0.453900494,-0.459371669,-0.426133134,-0.915433612,-1.544089296
Q8BR63,Q8BR63,Protein FAM177A1,Fam177a1,sp|Q8BR63|F177A_MOUSE Protein FAM177A1 OS=Mus musculus OX=10090 GN=Fam177a1 PE=1 SV=1,,3,0.025469974,-0.422039907,-0.749415934,-0.143540185,0.059912552,0.124408906,-0.383770804,-0.607680155,-0.149646829,0.572611088,-0.000362259,-0.583620198,-0.681227725,-0.161549184,0.401890782,0.527229922,0.048134526,-0.199007472,0.287182772,1.463874434,-0.376354755,-0.703888683,-0.792783768,-0.308114353,0.213648288,-0.136538091,-0.711610559,-0.630201838,-0.125443988,1.034823051
Q8BRF7;Q8BRF7-3;Q8BRF7-2,Q8BRF7;Q8BRF7-3,Sec1 family domain-containing protein 1,Scfd1,sp|Q8BRF7|SCFD1_MOUSE Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1 PE=1 SV=1;sp|Q8BRF7-3|SCFD1_MOUSE Isoform 3 of Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1,,7,-0.097513012,-0.296182236,-0.736989389,-0.273244329,0.355273134,0.213262821,-0.368250306,-0.795149293,-0.23389753,0.601461272,0.099479328,-0.41761714,-0.759710282,-0.356015361,0.269768345,0.425783207,0.100651819,-0.265874026,0.083384121,0.970697048,-0.110601877,-0.718107581,-0.930536446,-0.262109016,0.440431185,-0.144475808,-0.866623354,-0.92184425,0.040920752,1.093327097
Q8BRT1;Q8BRT1-6,Q8BRT1,CLIP-associating protein 2,Clasp2,sp|Q8BRT1|CLAP2_MOUSE CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1,,10,0.622444527,0.309745729,-0.195127757,-1.01269101,-1.920897894,0.308017397,0.202697173,-0.156461219,-0.877308963,-1.776466845,0.516431337,0.068660508,-0.291456321,-0.866885159,-1.716664733,0.496888912,0.575207672,0.102546889,-1.099836503,-2.191831473,0.442038873,0.275169077,0.165814089,-0.564190985,-1.522949609,0.317428806,0.260324392,0.134583751,-0.756657858,-1.973465101
Q8BT07;Q8BT07-2,Q8BT07;Q8BT07-2,Centrosomal protein of 55 kDa,Cep55,sp|Q8BT07|CEP55_MOUSE Centrosomal protein of 55 kDa OS=Mus musculus OX=10090 GN=Cep55 PE=1 SV=2;sp|Q8BT07-2|CEP55_MOUSE Isoform 2 of Centrosomal protein of 55 kDa OS=Mus musculus OX=10090 GN=Cep55,,8,-0.125193498,0.174730907,0.144974448,-0.147842434,-0.769603959,0.073622568,0.381388091,0.252308252,-0.087477429,-1.011737229,0.014774825,0.418305655,0.381486908,0.162500626,-0.698461748,-0.461157909,-0.515852579,-0.023848591,-0.351353469,-0.718769564,0.162414573,0.526320492,0.310313515,0.084420617,-0.557628049,-0.294092172,-0.204928357,0.199044334,-0.017885834,-0.916033767
Q8BTI8;Q8BTI8-3;Q8BTI8-2,Q8BTI8;Q8BTI8-3;Q8BTI8-2,Serine/arginine repetitive matrix protein 2,Srrm2,sp|Q8BTI8|SRRM2_MOUSE Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2 PE=1 SV=3;sp|Q8BTI8-3|SRRM2_MOUSE Isoform 3 of Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2;sp|Q8BTI8-2|SRRM2_MOUSE Isoform,,2,0.310980079,0.584501262,-0.190375369,-1.519796961,-2.506036187,-0.194598683,0.355485753,-0.967230828,-2.432475995,-3.350555813,0.119289346,0.447844169,-0.499625246,-1.851674889,-2.748776918,0.125658527,1.021496797,-0.764937546,-1.6402503,-2.424111156,-0.144880688,0.021246135,-1.267079338,-2.086123928,-2.794960482,-0.254897262,0.038921931,-1.099737607,-2.284800333,-2.859215454
Q8BTV2;Q8BTV2-2;Q8BTV2-3,Q8BTV2;Q8BTV2-2,Cleavage and polyadenylation specificity factor subunit 7,Cpsf7,sp|Q8BTV2|CPSF7_MOUSE Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus OX=10090 GN=Cpsf7 PE=1 SV=2;sp|Q8BTV2-2|CPSF7_MOUSE Isoform 2 of Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus OX=10090 GN=Cpsf7,,6,0.59982748,0.492576216,-0.542843059,-1.508154886,-2.234422777,0.565153246,0.307215163,-0.621515763,-1.616379071,-2.351213091,0.167602285,0.122047276,-0.626627911,-1.629200905,-2.164777527,1.414690037,0.970093223,-0.346392558,-1.406346386,-1.970927134,0.045413167,-0.102948844,-1.057137712,-1.526974768,-2.001305502,0.737251591,0.277785362,-0.604980733,-1.537570215,-1.990959879
Q8BU31,Q8BU31,Ras-related protein Rap-2c,Rap2c,sp|Q8BU31|RAP2C_MOUSE Ras-related protein Rap-2c OS=Mus musculus OX=10090 GN=Rap2c PE=1 SV=1,,3,0.27024932,-0.44590421,-0.145350136,0.38698913,1.48645806,0.537949905,-0.280445519,-0.151632047,0.489158949,1.94405352,0.519635266,-0.356735797,-0.216286903,0.371239456,1.342228956,-0.274847559,-0.936005265,-0.534366399,0.105392971,2.333346224,0.360753419,-0.138087938,-0.203845521,0.71452546,1.418391825,0.154250847,-0.552961903,-0.284622831,0.147455573,2.135913943
Q8BUK6,Q8BUK6,Protein Hook homolog 3,Hook3,sp|Q8BUK6|HOOK3_MOUSE Protein Hook homolog 3 OS=Mus musculus OX=10090 GN=Hook3 PE=1 SV=2,,6,-0.271361095,0.300906742,-0.20182393,-1.071478347,-1.679496218,-0.344883933,0.369155658,-0.089306656,-1.136886784,-2.113440587,-0.006049552,0.377413072,0.060120651,-0.956110756,-1.753379379,-0.865927382,0.11285369,-0.265229345,-0.985094017,-1.836301975,-0.214325289,-0.147765108,-0.56421814,-1.2241587,-1.620081805,-0.650868205,-0.118613554,-0.677410568,-1.437789088,-2.160714745
Q8BVK9,Q8BVK9,Sp110 nuclear body protein,Sp110,sp|Q8BVK9|SP110_MOUSE Sp110 nuclear body protein OS=Mus musculus OX=10090 GN=Sp110 PE=1 SV=1,,3,-0.471379695,0.161119864,0.917788707,0.634533132,0.000309447,-0.87309132,-0.007903698,0.686258384,0.669262988,-0.081559849,-1.258188896,-0.305242431,0.402526185,0.35809324,-0.01874252,0.530513502,0.944288294,1.637328205,0.877636507,0.173730787,-1.232326451,-0.280503009,0.646936277,0.716937463,0.125157697,0.045020588,0.72740368,0.750583192,1.26997528,-0.098962259
Q8BVU0,Q8BVU0,Leucine-rich repeat and calponin homology domain-containing protein 3,Lrch3,sp|Q8BVU0|LRCH3_MOUSE Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Mus musculus OX=10090 GN=Lrch3 PE=1 SV=3,,3,-0.061924493,-0.244648171,0.222180808,0.225920114,-0.296112507,-0.203890067,-0.175775907,0.293973886,0.439741375,-0.136122047,0.05461323,-0.267034546,0.396945644,0.360929187,-0.130618378,-0.787784002,-0.646041668,0.271629575,0.070364624,-0.377013784,0.108160246,-0.047227082,0.10139409,0.166850004,-0.095456743,-0.206277461,-0.386716111,0.18157793,0.007297559,-0.115113185
Q8BVY0,Q8BVY0,Ribosomal L1 domain-containing protein 1,Rsl1d1,sp|Q8BVY0|RL1D1_MOUSE Ribosomal L1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rsl1d1 PE=1 SV=1,,5,-0.375479812,0.465831792,0.608978035,-0.576638481,-1.67300122,-0.695290824,0.188065524,-0.077469516,-0.901490587,-2.081163287,-0.91142538,-0.026663942,0.059960148,-0.68423887,-1.710003369,0.382465094,1.426237892,0.857485425,-0.383197295,-1.301179915,-1.009560784,-0.037381382,0.23076384,-0.586683553,-1.453087342,0.019054141,1.030691097,0.868301076,-0.292164245,-1.239572538
Q8BWQ6;Q8BWQ6-3;Q8BWQ6-2,Q8BWQ6;Q8BWQ6-3;Q8BWQ6-2,UPF0505 protein C16orf62 homolog,,sp|Q8BWQ6|VP35L_MOUSE VPS35 endosomal protein sorting factor-like OS=Mus musculus OX=10090 GN=Vps35l PE=1 SV=2;sp|Q8BWQ6-3|VP35L_MOUSE Isoform 3 of VPS35 endosomal protein sorting factor-like OS=Mus musculus OX=10090 GN=Vps35l;sp|Q8BWQ6-2|VP35L_MOUSE Isofo,,7,0.898663454,-0.439491165,-1.026419997,-0.355281303,0.374816936,0.712812002,-0.573306012,-1.147626308,-0.646440609,0.263288166,0.551289198,-0.628941593,-0.891818476,-0.288515599,0.238321086,0.719792814,-0.115083822,-0.280602031,0.305200386,0.635942662,0.287383022,-0.485333093,-0.861322279,-0.42666224,0.205683078,0.511086183,-0.712142718,-1.096258206,-0.612905513,0.234152309
Q8BWT1,Q8BWT1,"3-ketoacyl-CoA thiolase, mitochondrial",Acaa2,"sp|Q8BWT1|THIM_MOUSE 3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3",,4,-1.129341013,0.434169795,3.101013131,4.059627571,3.622216762,-1.510889293,-0.107610927,3.307787587,3.052319893,2.433180637,-1.454853874,0.368110196,4.067668158,3.747298216,3.75713805,-0.700714127,0.011791254,2.47027975,3.118488095,2.670776215,-1.052346391,0.735574487,3.470503259,3.171471616,2.689484601,-1.083982161,-0.214267148,2.210480607,2.232876632,1.976788779
Q8BWW4,Q8BWW4,La-related protein 4,Larp4,sp|Q8BWW4|LARP4_MOUSE La-related protein 4 OS=Mus musculus OX=10090 GN=Larp4 PE=1 SV=2,,12,0.956156726,0.550898428,-0.882809246,-1.915188304,-2.478580881,0.769993663,0.645840701,-0.716128323,-1.688059699,-2.50534942,0.894644256,0.49780755,-0.774374693,-1.753304439,-2.508799303,0.636303749,0.881409131,-0.740508269,-1.867072773,-2.640474027,0.551673225,0.101778417,-0.454868233,-1.081483825,-1.793718003,0.468432401,0.045203086,-0.461604647,-1.177462909,-1.879057892
Q8BWY3,Q8BWY3,Eukaryotic peptide chain release factor subunit 1,Etf1,sp|Q8BWY3|ERF1_MOUSE Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus OX=10090 GN=Etf1 PE=1 SV=4,,12,0.551164715,0.28867893,-0.407709686,-1.197089799,-1.772649682,0.216710733,0.282039513,-0.242514668,-0.860410929,-1.721354885,0.566207262,0.487859486,-0.203032525,-0.802975607,-1.57829769,-0.040175975,0.254175714,-0.337041801,-1.183168422,-1.957544177,0.185659814,0.033555253,-0.330603657,-0.642512069,-1.505191564,0.037564867,-0.05469356,-0.271682238,-0.537116693,-1.380671732
Q8BWZ3;Q8BWZ3-2,Q8BWZ3;Q8BWZ3-2,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",Naa25,"sp|Q8BWZ3|NAA25_MOUSE N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Mus musculus OX=10090 GN=Naa25 PE=1 SV=1;sp|Q8BWZ3-2|NAA25_MOUSE Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Mus musculus OX=10090 GN=Naa25",,7,0.513859215,0.630945184,-0.501429999,-1.521724051,-2.264194392,0.423586708,0.652910883,-0.149674804,-1.109252486,-2.173783747,0.497912121,0.529052721,-0.201126961,-1.14756814,-2.075351378,0.355440902,0.595607622,-0.353770521,-1.566587448,-2.514955227,0.402799657,0.632119538,0.206135033,-0.709936259,-1.782803675,0.578211111,0.747447878,0.348175681,-0.949746687,-2.111409216
Q8BX10-2,Q8BX10-2,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Pgam5,"sp|Q8BX10-2|PGAM5_MOUSE Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Mus musculus OX=10090 GN=Pgam5",,4,-1.149309103,0.151580701,3.080168661,3.087493159,2.566795567,-1.18042008,-0.153934151,2.281160649,2.409056473,2.191202189,-1.425628758,0.105348186,3.336461965,3.080944444,2.448033996,-0.275439967,0.307416858,2.921322849,2.144741161,1.341122582,-1.263039898,-0.008272554,1.751693756,1.722444544,1.139281852,-1.051082824,-0.585047595,1.667503183,1.458221239,0.536044757
Q8BX17,Q8BX17,Gem-associated protein 5,Gemin5,sp|Q8BX17|GEMI5_MOUSE Gem-associated protein 5 OS=Mus musculus OX=10090 GN=Gemin5 PE=1 SV=2,,4,0.699275236,1.031332069,0.412885495,-1.055808435,-2.652586693,0.460678831,0.665227833,0.166951303,-1.246975429,-2.731470943,0.928532685,0.723177638,0.440503899,-0.979345853,-2.560174647,0.017984879,1.097888745,-0.032958295,-1.6888598,-2.613897692,0.808590165,0.730969588,0.052964312,-1.151359241,-2.449938345,0.361442362,0.31507354,-0.028981935,-1.428605766,-2.55192714
Q8BXV2,Q8BXV2,BRI3-binding protein,Bri3bp,sp|Q8BXV2|BRI3B_MOUSE BRI3-binding protein OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1,,3,0.319012923,-0.479317447,-0.758776396,-0.155232791,1.413941006,0.32905472,-0.442723855,-0.905272441,-0.067755027,1.464332115,0.147141254,-0.515743331,-1.01358347,-0.131761398,1.123000247,0.732774676,0.175688873,-0.335524218,0.42709412,2.021206515,0.05997527,-0.776133086,-0.992848584,-0.105911603,1.246263431,0.146762689,-0.811224053,-1.024604543,0.248473066,2.120084037
Q8BY35;Q91ZT5-4;Q91ZT5-3,Q8BY35,"FYVE, RhoGEF and PH domain-containing protein 2",Fgd2,"sp|Q8BY35|FGD2_MOUSE FYVE, RhoGEF and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Fgd2 PE=1 SV=1",,2,-0.378334616,-0.102357434,0.888108271,0.969919749,0.720197845,-0.299083773,-0.08049649,0.700620979,1.016032597,0.942104014,-0.011029184,0.278754303,0.886795195,1.046434356,0.771779379,-0.779357021,-0.638424916,0.555324056,1.297151339,1.151921708,-0.390864406,0,0.413344667,0.363755657,0.242591625,-0.691999368,-0.401517283,0.452669849,0.711971357,0.899899121
Q8BYC6,Q8BYC6,Serine/threonine-protein kinase TAO3,Taok3,sp|Q8BYC6|TAOK3_MOUSE Serine/threonine-protein kinase TAO3 OS=Mus musculus OX=10090 GN=Taok3 PE=1 SV=2,,24,0.176603205,-0.390447275,-0.397683312,-0.088980585,0.641241807,0.445738587,0.023924492,-0.131305083,0.208259233,1.211929971,0.427659584,-0.276467427,-0.427799193,-0.036510868,0.665040168,0.097507629,-0.569974054,-0.463065444,0.006454886,1.685688722,0.16486626,0.154874844,0.155047305,0.470965946,0.710159298,0.293192702,0.027248941,0.009719898,0.140618419,1.627506715
Q8BZN6-4;Q8BZN6;Q8BZN6-2;Q8BZN6-3,Q8BZN6-4;Q8BZN6;Q8BZN6-2;Q8BZN6-3,Dedicator of cytokinesis protein 10,Dock10,sp|Q8BZN6-4|DOC10_MOUSE Isoform 4 of Dedicator of cytokinesis protein 10 OS=Mus musculus OX=10090 GN=Dock10;sp|Q8BZN6|DOC10_MOUSE Dedicator of cytokinesis protein 10 OS=Mus musculus OX=10090 GN=Dock10 PE=1 SV=3;sp|Q8BZN6-2|DOC10_MOUSE Isoform 2 of Dedicato,,57,0.352941626,-0.399389648,-0.309233402,-0.012076638,0.558553967,0.474506172,-0.212093272,-0.269194892,0.057828276,0.949401118,0.622894286,-0.320427238,-0.350200697,0.087257173,0.696477632,-0.033388334,-0.78982879,-0.61712636,-0.15360776,1.131636232,0.418500367,-0.016292581,-0.362684887,0.290881982,0.618639066,0.120352111,-0.394280707,-0.402661909,-0.251441608,1.079816067
Q8C052,Q8C052,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,Map1s,sp|Q8C052|MAP1S_MOUSE Microtubule-associated protein 1S OS=Mus musculus OX=10090 GN=Map1s PE=1 SV=2,,9,-0.256516623,-0.005310737,0.286552575,-0.14559468,-0.893771712,-0.382144646,0.041403832,0.288015477,-0.106701046,-0.876631794,-0.417413964,-0.180038429,0.105073472,-0.09899678,-0.880855276,-0.440351523,-0.055831767,0.306575166,-0.144859768,-0.974326624,-0.300530213,-0.029482755,0.193448478,-0.237836884,-0.955929237,-0.114512905,0.212656957,0.402224501,0.042527973,-0.713734545
Q8C0C7,Q8C0C7,Phenylalanine--tRNA ligase alpha subunit,Farsa,sp|Q8C0C7|SYFA_MOUSE Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus OX=10090 GN=Farsa PE=1 SV=1,,14,1.308907241,1.069789341,-0.49618493,-1.908136708,-2.879049817,1.197902892,1.370145999,-0.262447933,-1.672723388,-2.99590625,1.428781204,1.297683032,-0.146451219,-1.469890564,-2.728698722,0.676578804,1.230127188,-0.374790086,-1.986483984,-3.167183824,1.267729556,1.063495093,-0.039620596,-1.557946807,-2.790970603,0.994234337,1.039072517,0.081338826,-1.711770663,-3.026935857
Q8C0T5;Q8C0T5-2,Q8C0T5;Q8C0T5-2,Signal-induced proliferation-associated 1-like protein 1,Sipa1l1,sp|Q8C0T5|SI1L1_MOUSE Signal-induced proliferation-associated 1-like protein 1 OS=Mus musculus OX=10090 GN=Sipa1l1 PE=1 SV=2;sp|Q8C0T5-2|SI1L1_MOUSE Isoform 2 of Signal-induced proliferation-associated 1-like protein 1 OS=Mus musculus OX=10090 GN=Sipa1l1,,3,0.106333865,-0.236149561,0.067596759,-0.592117863,-1.410553568,0.106760622,-0.343642747,-0.021177054,-0.727929833,-1.540353303,0.302650873,-0.390776931,0.151758781,-0.386834518,-1.259460421,-0.111812904,0.077987313,0.26747206,-0.74324515,-1.631800918,0.276881615,-0.108597447,0,-0.491251213,-1.329399477,-0.438929483,-0.481903685,0.034082095,-0.654631433,-1.347571255
Q8C129,Q8C129,Leucyl-cystinyl aminopeptidase,Lnpep,sp|Q8C129|LCAP_MOUSE Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1,,18,0.864493681,-0.270009497,-0.921596486,-0.927107194,-0.278863166,0.994371456,-0.168087871,-0.914510104,-0.943902612,-0.191490969,0.693802474,-0.385919152,-0.828079654,-0.667081325,-0.019006388,0.906516807,-0.036111291,-0.682847297,-0.743858258,0.414223436,0.721671084,-0.234635277,-1.135626803,-1.106270639,-0.569691704,0.788900524,-0.490485505,-1.333066461,-1.244695899,-0.030067177
Q8C147;Q8C147-2,Q8C147,Dedicator of cytokinesis protein 8,Dock8,sp|Q8C147|DOCK8_MOUSE Dedicator of cytokinesis protein 8 OS=Mus musculus OX=10090 GN=Dock8 PE=1 SV=4,,30,-0.113655846,-0.272188636,0.288570228,0.390329531,-0.101821745,-0.032876656,-0.291553468,0.30499424,0.547929102,0.140832572,0.07561756,-0.235109811,0.241167691,0.472649236,-0.074007435,-0.5062703,-0.531357209,0.390596547,0.299384805,-0.055825699,0,-0.220695733,-0.02300107,0.374297224,0.15188795,-0.2727346,-0.419303554,0.209472466,0.347262712,0.397514792
Q8C156,Q8C156,Condensin complex subunit 2,Ncaph,sp|Q8C156|CND2_MOUSE Condensin complex subunit 2 OS=Mus musculus OX=10090 GN=Ncaph PE=1 SV=1,,11,-0.127187806,0.233263296,0.276009152,-0.437985591,-1.237046566,-0.383439487,0.040740555,0.073424046,-0.392950063,-1.324507268,-0.304765096,-0.113387021,0.122485174,-0.319549216,-1.150889428,0.064060989,0.469477262,0.189490886,-0.978043974,-1.896450351,-0.353000139,-0.069497537,0.171533702,-0.109730934,-0.946085841,-0.015970894,0.242518731,0.423141955,-0.457897535,-1.422756896
Q8C1B7-3;Q8C1B7-2;Q8C1B7,Q8C1B7-3;Q8C1B7-2;Q8C1B7,Septin-11,43719,sp|Q8C1B7-3|SEP11_MOUSE Isoform 3 of Septin-11 OS=Mus musculus OX=10090 GN=Sept11;sp|Q8C1B7-2|SEP11_MOUSE Isoform 2 of Septin-11 OS=Mus musculus OX=10090 GN=Sept11;sp|Q8C1B7|SEP11_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=4,,13,0.186170851,-0.771601371,-0.031518122,1.036229094,1.390247823,0.1873327,-0.669776953,-0.081195191,1.239649317,1.435520986,-0.103214236,-0.677398157,0.269206569,0.949582391,1.387379266,0.004430696,-0.374192321,-0.066919592,0.336954881,0.728663901,-0.281212691,-0.478329652,0.363373479,1.475681425,1.765053038,0.057264781,-0.735960313,-0.126782959,0.822744957,1.668312171
Q8C255;Q8C255-2;Q8C255-3,Q8C255;Q8C255-2;Q8C255-3,Dipeptidase 2,Dpep2,sp|Q8C255|DPEP2_MOUSE Dipeptidase 2 OS=Mus musculus OX=10090 GN=Dpep2 PE=1 SV=1;sp|Q8C255-2|DPEP2_MOUSE Isoform 2 of Dipeptidase 2 OS=Mus musculus OX=10090 GN=Dpep2;sp|Q8C255-3|DPEP2_MOUSE Isoform 3 of Dipeptidase 2 OS=Mus musculus OX=10090 GN=Dpep2,,3,0.249864692,-0.316223366,-0.262374268,-0.112595883,1.021350136,0.903477477,5.11815E-05,-0.105339386,0.3332705,1.649369511,1.087711398,-0.026746852,-0.198455712,0.225690414,1.077632369,0.380525499,-0.507823517,-0.397605701,0.195156629,1.213328793,0.942147188,0.283792966,0.136620806,0.963088102,1.768849655,0.691415343,-0.024732744,0.056409556,0.137780899,2.056416618
Q8C2Q3;Q8C2Q3-2,Q8C2Q3;Q8C2Q3-2,RNA-binding protein 14,Rbm14,sp|Q8C2Q3|RBM14_MOUSE RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1;sp|Q8C2Q3-2|RBM14_MOUSE Isoform 2 of RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14,,10,-0.065893806,0.228547791,-0.574702139,-1.509799591,-1.798325772,-0.009144516,0.165638275,-0.865500377,-1.507139884,-1.901906532,-0.414401754,-0.159930473,-0.930807929,-1.569432498,-2.127371694,0.779798348,1.331655653,0.16601357,-0.746876503,-1.063435047,-0.595705559,-0.422111147,-1.430637113,-2.016818386,-2.14622927,0.375776908,0.476558908,-0.546896448,-1.281757993,-1.461319173
Q8C3J5,Q8C3J5,Dedicator of cytokinesis protein 2,Dock2,sp|Q8C3J5|DOCK2_MOUSE Dedicator of cytokinesis protein 2 OS=Mus musculus OX=10090 GN=Dock2 PE=1 SV=3,,34,0.167734409,0.024046076,-0.051944703,-0.650936997,-1.515030097,0.132138738,0.132061736,0.19806848,-0.369606203,-1.364693374,0.080421592,-0.168869358,0.010984681,-0.205892434,-1.045397968,0.186718879,0.220121728,0.094116921,-1.027449047,-2.043215995,0.340942967,0.21358329,0.023472617,-0.510308458,-1.449518998,0.400715856,0.309341629,0.254481367,-0.774218765,-1.837108661
