UniProt Accession for Protein Group,UniProt Protein Description,Peptides,PSMs,Protein Coverage (%),Normalized TMT 10-plex reporter ion distribution,,,,,,,,,
Q91W10-2,Isoform 2 of Zinc transporter ZIP8 GN=Slc39a8 - [S39A8_MOUSE],1,1,2.1,0.022,0.153,0.245,0.166,0.176,0.104,0.041,0.034,0.023,0.035
Q91W96,Anaphase-promoting complex subunit 4 GN=Anapc4 PE=2 SV=1 - [APC4_MOUSE],1,1,4.7,0.307,0.142,0.091,0.051,0.031,0.048,0.034,0.071,0.180,0.045
Q91WA6,Sharpin GN=Sharpin PE=1 SV=1 - [SHRPN_MOUSE],1,1,2.9,0.258,0.240,0.133,0.074,0.083,0.086,0.062,0.024,0.015,0.025
Q91WD7,Kinesin-like protein KIF18A GN=Kif18a PE=2 SV=1 - [KI18A_MOUSE],1,1,0.8,0.059,0.013,0.018,0.018,0.034,0.053,0.133,0.213,0.236,0.223
Q91WK0-2,Isoform 2 of Leucine-rich repeat flightless-interacting protein 2 GN=Lrrfip2 - [LRRF2_MOUSE],1,1,5.8,0.113,0.041,0.041,0.022,0.098,0.094,0.129,0.199,0.113,0.150
Q91WQ5,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L GN=Taf5l PE=2 SV=1 - [TAF5L_MOUSE],1,1,5.8,0.222,0.033,0.045,0.000,0.140,0.060,0.041,0.247,0.045,0.167
Q91WR3,Activating signal cointegrator 1 complex subunit 2 GN=Ascc2 PE=2 SV=1 - [ASCC2_MOUSE],1,1,1.3,0.290,0.000,0.051,0.000,0.066,0.113,0.110,0.074,0.068,0.227
Q91X52,L-xylulose reductase GN=Dcxr PE=2 SV=2 - [DCXR_MOUSE],1,1,4.9,0.559,0.196,0.097,0.064,0.048,0.000,0.000,0.000,0.000,0.036
Q91XF4,E3 ubiquitin-protein ligase RNF167 GN=Rnf167 PE=2 SV=1 - [RN167_MOUSE],1,1,2.0,0.011,0.100,0.165,0.115,0.185,0.109,0.050,0.122,0.049,0.095
Q91XI1,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like GN=Dus3l PE=2 SV=1 - [DUS3L_MOUSE],1,1,4.9,0.639,0.000,0.038,0.000,0.011,0.015,0.018,0.032,0.204,0.044
Q91XQ0,"Dynein heavy chain 8, axonemal GN=Dnahc8 PE=2 SV=2 - [DYH8_MOUSE]",1,1,0.1,0.009,0.043,0.131,0.133,0.403,0.131,0.048,0.047,0.013,0.042
Q91XQ6,Lysosomal-associated transmembrane protein 4B GN=Laptm4b PE=2 SV=1 - [LAP4B_MOUSE],1,1,14.1,0.000,0.082,0.129,0.246,0.208,0.284,0.051,0.000,0.000,0.000
Q91XU0,ATPase WRNIP1 GN=Wrnip1 PE=1 SV=2 - [WRIP1_MOUSE],1,1,1.8,0.575,0.030,0.065,0.000,0.000,0.000,0.015,0.104,0.091,0.120
Q91YE7-2,Isoform 2 of RNA-binding protein 5 GN=Rbm5 - [RBM5_MOUSE],1,1,1.5,0.179,0.036,0.033,0.031,0.051,0.046,0.048,0.134,0.220,0.220
Q91YI1-2,Isoform 2 of Autophagy-related protein 13 GN=Atg13 - [ATG13_MOUSE],1,1,2.7,0.295,0.224,0.174,0.053,0.041,0.039,0.085,0.000,0.045,0.043
Q91YI6-2,Isoform 2 of Poly(A) RNA polymerase GLD2 GN=Papd4 - [GLD2_MOUSE],1,1,2.9,0.188,0.035,0.046,0.000,0.049,0.055,0.054,0.065,0.437,0.072
Q91YT2,E3 ubiquitin-protein ligase RNF185 GN=Rnf185 PE=2 SV=1 - [RN185_MOUSE],1,1,3.6,0.003,0.045,0.055,0.057,0.204,0.212,0.077,0.194,0.010,0.145
Q91YX5,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 GN=Lpgat1 PE=2 SV=1 - [LGAT1_MOUSE],1,1,2.2,0.003,0.095,0.121,0.087,0.150,0.223,0.119,0.095,0.024,0.083
Q91YY4,ATP synthase mitochondrial F1 complex assembly factor 2 GN=Atpaf2 PE=2 SV=1 - [ATPF2_MOUSE],1,1,20.1,0.000,0.000,0.000,0.000,0.013,0.094,0.466,0.224,0.014,0.190
Q91Z92,"Beta-1,3-galactosyltransferase 6 GN=B3galt6 PE=2 SV=1 - [B3GT6_MOUSE]",1,1,3.4,0.000,0.079,0.066,0.055,0.146,0.166,0.084,0.181,0.043,0.181
Q91ZJ5-2,Isoform 2 of UTP--glucose-1-phosphate uridylyltransferase GN=Ugp2 - [UGPA_MOUSE],1,1,3.0,0.403,0.131,0.091,0.030,0.062,0.072,0.018,0.078,0.000,0.115
Q91ZU6-4;Q91ZU6-5,Isoform 4 of Dystonin GN=Dst - [DYST_MOUSE]|Isoform 5 of Dystonin GN=Dst - [DYST_MOUSE],1,1,11.5,0.000,0.210,0.151,0.039,0.072,0.178,0.166,0.060,0.067,0.058
Q91ZU6-4;Q9QXZ0;Q9QXZ0-3,Isoform 4 of Dystonin GN=Dst - [DYST_MOUSE]|Microtubule-actin cross-linking factor 1 GN=Macf1 PE=1 SV=2 - [MACF1_MOUSE]|Isoform 3 of Microtubule-actin cross-linking factor 1 GN=Macf1 - [MACF1_MOUSE],1,1,11.5,0.000,0.487,0.074,0.000,0.112,0.056,0.000,0.144,0.000,0.127
Q91ZV3,"Discoidin, CUB and LCCL domain-containing protein 2 GN=Dcbld2 PE=2 SV=1 - [DCBD2_MOUSE]",1,1,2.0,0.000,0.229,0.152,0.095,0.194,0.207,0.078,0.024,0.000,0.021
Q91ZW2,GDP-fucose protein O-fucosyltransferase 1 GN=Pofut1 PE=1 SV=1 - [OFUT1_MOUSE],1,1,1.8,0.082,0.054,0.087,0.053,0.144,0.171,0.109,0.133,0.069,0.099
Q920Q8-4,Isoform 4 of Influenza virus NS1A-binding protein homolog GN=Ivns1abp - [NS1BP_MOUSE],1,1,1.7,0.533,0.177,0.132,0.049,0.041,0.036,0.011,0.004,0.010,0.006
Q920S3,GATA zinc finger domain-containing protein 1 GN=Gatad1 PE=2 SV=2 - [GATD1_MOUSE],1,1,6.0,0.108,0.000,0.023,0.000,0.019,0.039,0.092,0.223,0.244,0.252
Q921I1,Serotransferrin GN=Tf PE=1 SV=1 - [TRFE_MOUSE],1,1,2.4,0.002,0.024,0.154,0.120,0.478,0.159,0.030,0.018,0.000,0.015
Q921K9,B-cell CLL/lymphoma 7 protein family member B GN=Bcl7b PE=1 SV=1 - [BCL7B_MOUSE],1,1,20.3,0.073,0.000,0.006,0.002,0.000,0.017,0.051,0.335,0.246,0.270
Q921L5,Conserved oligomeric Golgi complex subunit 2 GN=Cog2 PE=2 SV=2 - [COG2_MOUSE],1,1,4.0,0.284,0.146,0.181,0.075,0.194,0.074,0.000,0.046,0.000,0.000
Q921M4-2,Isoform 2 of Golgin subfamily A member 2 GN=Golga2 - [GOGA2_MOUSE],1,1,0.8,0.185,0.000,0.000,0.000,0.024,0.039,0.047,0.245,0.178,0.282
Q921N7,"Transmembrane protein 70, mitochondrial GN=Tmem70 PE=2 SV=2 - [TMM70_MOUSE]",1,1,3.6,0.046,0.036,0.023,0.021,0.082,0.049,0.194,0.267,0.088,0.192
Q921U8-2,Isoform L2 of Smoothelin GN=Smtn - [SMTN_MOUSE],1,1,3.4,0.111,0.077,0.000,0.000,0.000,0.071,0.126,0.109,0.329,0.176
Q921V5,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase GN=Mgat2 PE=2 SV=1 - [MGAT2_MOUSE]",1,1,1.6,0.000,0.026,0.079,0.039,0.187,0.154,0.078,0.207,0.021,0.209
Q922B1,O-acetyl-ADP-ribose deacetylase MACROD1 GN=Macrod1 PE=2 SV=2 - [MACD1_MOUSE],1,1,11.5,0.000,0.029,0.023,0.000,0.032,0.111,0.372,0.209,0.012,0.213
Q922B9,Sperm-specific antigen 2 homolog GN=Ssfa2 PE=1 SV=3 - [SSFA2_MOUSE],1,1,0.5,0.012,0.012,0.048,0.045,0.138,0.285,0.179,0.130,0.051,0.099
Q922G2-2,Isoform 2 of Protein FAM76A GN=Fam76a - [FA76A_MOUSE],1,1,5.0,0.172,0.178,0.163,0.077,0.090,0.036,0.023,0.033,0.115,0.112
Q922M3,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 GN=Kctd10 PE=1 SV=1 - [BACD3_MOUSE],1,1,1.6,0.117,0.000,0.000,0.000,0.000,0.040,0.049,0.195,0.366,0.235
Q922M5,Cell division cycle-associated 7-like protein GN=Cdca7l PE=2 SV=1 - [CDA7L_MOUSE],1,1,4.6,0.037,0.000,0.000,0.000,0.000,0.035,0.034,0.356,0.072,0.465
Q922M7,Ashwin PE=1 SV=1 - [ASHWN_MOUSE],1,1,6.9,0.207,0.033,0.042,0.000,0.000,0.025,0.034,0.047,0.513,0.098
Q922Q2,Serine/threonine-protein kinase RIO1 GN=Riok1 PE=2 SV=2 - [RIOK1_MOUSE],1,1,1.6,0.524,0.115,0.106,0.040,0.043,0.045,0.034,0.015,0.036,0.043
Q922Q6,Alpha/beta hydrolase domain-containing protein 14A GN=Abhd14a PE=2 SV=2 - [ABHEA_MOUSE],1,1,4.5,0.000,0.069,0.144,0.090,0.203,0.185,0.078,0.117,0.011,0.103
Q922R1,UPF0183 protein C16orf70 homolog PE=2 SV=2 - [CP070_MOUSE],1,1,14.5,0.147,0.219,0.165,0.054,0.065,0.044,0.063,0.105,0.041,0.096
Q923A2,Protein Spindly GN=Spdl1 PE=1 SV=2 - [SPDLY_MOUSE],1,1,1.3,0.250,0.000,0.063,0.000,0.000,0.036,0.165,0.211,0.078,0.196
Q923B1,Lariat debranching enzyme GN=Dbr1 PE=1 SV=2 - [DBR1_MOUSE],1,1,1.6,0.504,0.078,0.098,0.032,0.030,0.026,0.044,0.052,0.051,0.085
Q923D4,Splicing factor 3B subunit 5 GN=Sf3b5 PE=2 SV=1 - [SF3B5_MOUSE],1,1,10.5,0.253,0.036,0.019,0.000,0.019,0.012,0.034,0.075,0.372,0.179
Q923G2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 GN=Polr2h PE=2 SV=3 - [RPAB3_MOUSE]",1,1,35.3,0.296,0.009,0.025,0.011,0.027,0.015,0.019,0.241,0.144,0.214
Q923X4-2,"Isoform 2 of Glutaredoxin-2, mitochondrial GN=Glrx2 - [GLRX2_MOUSE]",1,1,18.7,0.000,0.156,0.091,0.027,0.046,0.144,0.218,0.121,0.023,0.175
Q924D0,"Reticulon-4-interacting protein 1, mitochondrial GN=Rtn4ip1 PE=1 SV=2 - [RT4I1_MOUSE]",1,1,19.7,0.000,0.000,0.000,0.017,0.016,0.063,0.155,0.443,0.000,0.306
Q924H2,Mediator of RNA polymerase II transcription subunit 15 GN=Med15 PE=2 SV=2 - [MED15_MOUSE],1,1,1.4,0.169,0.025,0.045,0.018,0.021,0.023,0.040,0.147,0.248,0.263
Q924N4-2,Isoform 2 of Solute carrier family 12 member 6 GN=Slc12a6 - [S12A6_MOUSE],1,1,2.0,0.000,0.177,0.086,0.084,0.176,0.350,0.126,0.000,0.000,0.000
Q924S8,"Sprouty-related, EVH1 domain-containing protein 1 GN=Spred1 PE=1 SV=1 - [SPRE1_MOUSE]",1,1,2.9,0.004,0.232,0.180,0.136,0.174,0.148,0.063,0.038,0.006,0.020
Q924T7-2,Isoform 2 of E3 ubiquitin-protein ligase RNF31 GN=Rnf31 - [RNF31_MOUSE],1,1,1.4,0.372,0.219,0.130,0.093,0.063,0.045,0.028,0.022,0.000,0.029
Q924W7,Suppression of tumorigenicity 5 protein GN=St5 PE=2 SV=1 - [ST5_MOUSE],1,1,0.8,0.082,0.257,0.139,0.081,0.096,0.082,0.077,0.073,0.038,0.075
Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform GN=Ppp2r2d PE=2 SV=1 - [2ABD_MOUSE],1,1,3.8,0.363,0.142,0.150,0.033,0.040,0.030,0.000,0.141,0.000,0.101
Q925Q3-2,"Isoform 2 of Sodium/potassium/calcium exchanger 6, mitochondrial GN=Slc24a6 - [NCKX6_MOUSE]",1,1,5.6,0.000,0.053,0.151,0.144,0.425,0.133,0.051,0.025,0.000,0.018
Q99J21,Mucolipin-1 GN=Mcoln1 PE=1 SV=1 - [MCLN1_MOUSE],1,1,3.1,0.032,0.211,0.285,0.219,0.194,0.059,0.000,0.000,0.000,0.000
Q99J45,Nuclear receptor-binding protein GN=Nrbp1 PE=1 SV=1 - [NRBP_MOUSE],1,1,5.0,0.431,0.244,0.135,0.040,0.032,0.026,0.028,0.024,0.000,0.040
Q99J83,Autophagy protein 5 GN=Atg5 PE=1 SV=1 - [ATG5_MOUSE],1,1,5.5,0.468,0.214,0.090,0.043,0.056,0.000,0.000,0.073,0.000,0.055
Q99J93,Interferon-induced transmembrane protein 2 GN=Ifitm2 PE=1 SV=1 - [IFM2_MOUSE],1,1,12.5,0.016,0.086,0.085,0.127,0.306,0.139,0.123,0.060,0.000,0.058
Q99JF5,Diphosphomevalonate decarboxylase GN=Mvd PE=1 SV=2 - [MVD1_MOUSE],1,1,3.5,0.782,0.065,0.083,0.025,0.010,0.008,0.006,0.009,0.005,0.007
Q99JH8;Q8R1L4;Q9CQM2,ER lumen protein retaining receptor 1 GN=Kdelr1 PE=2 SV=1 - [ERD21_MOUSE]|ER lumen protein retaining receptor 3 GN=Kdelr3 PE=2 SV=1 - [ERD23_MOUSE]|ER lumen protein retaining receptor 2 GN=Kdelr2 PE=2 SV=1 - [ERD22_MOUSE],1,1,20.8,0.000,0.098,0.145,0.082,0.208,0.102,0.068,0.165,0.015,0.117
Q99JT2,Serine/threonine-protein kinase MST4 GN=Mst4 PE=2 SV=1 - [MST4_MOUSE],1,1,2.2,0.071,0.332,0.267,0.113,0.089,0.087,0.011,0.016,0.000,0.015
Q99JX3-2,Isoform 2 of Golgi reassembly-stacking protein 2 GN=Gorasp2 - [GORS2_MOUSE],1,1,8.6,0.261,0.126,0.084,0.157,0.130,0.129,0.026,0.030,0.027,0.031
Q99JY4,TraB domain-containing protein GN=Trabd PE=2 SV=1 - [TRABD_MOUSE],1,1,2.7,0.000,0.029,0.033,0.021,0.017,0.152,0.390,0.128,0.057,0.175
Q99K01-2,Isoform 2 of Pyridoxal-dependent decarboxylase domain-containing protein 1 GN=Pdxdc1 - [PDXD1_MOUSE],1,1,4.3,0.619,0.070,0.086,0.000,0.058,0.000,0.065,0.102,0.000,0.000
Q99KB8,"Hydroxyacylglutathione hydrolase, mitochondrial GN=Hagh PE=2 SV=2 - [GLO2_MOUSE]",1,1,2.6,0.200,0.039,0.055,0.019,0.061,0.051,0.129,0.231,0.022,0.193
Q99KG3-2,Isoform 2 of RNA-binding protein 10 GN=Rbm10 - [RBM10_MOUSE],1,1,1.8,0.252,0.019,0.071,0.016,0.017,0.033,0.031,0.065,0.344,0.152
Q99KG7,Hermansky-Pudlak syndrome 4 protein homolog GN=Hps4 PE=1 SV=2 - [HPS4_MOUSE],1,1,0.9,0.146,0.013,0.036,0.016,0.136,0.079,0.091,0.217,0.100,0.164
Q99KH8;Q99JT2;Q9Z2W1,Serine/threonine-protein kinase 24 GN=Stk24 PE=1 SV=1 - [STK24_MOUSE]|Serine/threonine-protein kinase MST4 GN=Mst4 PE=2 SV=1 - [MST4_MOUSE]|Serine/threonine-protein kinase 25 GN=Stk25 PE=1 SV=2 - [STK25_MOUSE],1,1,35.3,0.000,0.446,0.142,0.116,0.067,0.042,0.046,0.104,0.000,0.039
Q99KU0,Vacuole membrane protein 1 GN=Vmp1 PE=2 SV=2 - [VMP1_MOUSE],1,1,1.7,0.005,0.079,0.081,0.068,0.208,0.138,0.073,0.185,0.000,0.163
Q99LC9,Peroxisome assembly factor 2 GN=Pex6 PE=2 SV=1 - [PEX6_MOUSE],1,1,3.2,0.262,0.064,0.059,0.036,0.072,0.079,0.073,0.158,0.038,0.158
Q99LG1,Transmembrane protein 51 GN=Tmem51 PE=1 SV=1 - [TMM51_MOUSE],1,1,12.9,0.005,0.185,0.136,0.111,0.118,0.154,0.151,0.070,0.015,0.056
Q99LN9,Deoxyhypusine hydroxylase GN=Dohh PE=2 SV=2 - [DOHH_MOUSE],1,1,9.6,0.529,0.155,0.190,0.029,0.042,0.029,0.026,0.000,0.000,0.000
Q99LQ4,Coiled-coil domain-containing protein 23 GN=Ccdc23 PE=2 SV=1 - [CCD23_MOUSE],1,1,10.6,0.153,0.034,0.027,0.025,0.038,0.045,0.096,0.230,0.123,0.228
Q99M07,Cytochrome c oxidase assembly factor 5 GN=Coa5 PE=2 SV=1 - [COA5_MOUSE],1,1,13.5,0.016,0.018,0.000,0.000,0.053,0.061,0.190,0.329,0.053,0.279
Q99ML1,Bcl-2-binding component 3 GN=Bbc3 PE=1 SV=1 - [BBC3_MOUSE],1,1,9.3,0.000,0.000,0.000,0.027,0.119,0.052,0.126,0.405,0.000,0.271
Q99MU1,Transmembrane protein adipocyte-associated 1 GN=Tpra1 PE=2 SV=1 - [TPRA1_MOUSE],1,1,2.2,0.007,0.159,0.205,0.182,0.260,0.110,0.036,0.029,0.000,0.013
Q99N50-2,Isoform 2 of Synaptotagmin-like protein 2 GN=Sytl2 - [SYTL2_MOUSE],1,1,0.7,0.337,0.030,0.035,0.009,0.031,0.041,0.083,0.072,0.276,0.089
Q99P65,Equilibrative nucleoside transporter 3 GN=Slc29a3 PE=1 SV=1 - [S29A3_MOUSE],1,1,1.9,0.107,0.148,0.176,0.114,0.261,0.082,0.010,0.043,0.000,0.058
Q99P72-1,Isoform 3 of Reticulon-4 GN=Rtn4 - [RTN4_MOUSE],1,1,4.0,0.000,0.000,0.072,0.076,0.504,0.155,0.104,0.000,0.000,0.089
Q99PG4,Regulator of G-protein signaling 18 GN=Rgs18 PE=2 SV=1 - [RGS18_MOUSE],1,1,3.4,0.011,0.000,0.000,0.000,0.011,0.051,0.175,0.325,0.161,0.265
Q99PP2,Zinc finger protein 318 (Fragment) GN=Znf318 PE=1 SV=2 - [ZN318_MOUSE],1,1,0.6,0.044,0.037,0.030,0.066,0.133,0.260,0.237,0.079,0.052,0.059
Q99PP7-2,Isoform Beta of E3 ubiquitin-protein ligase TRIM33 GN=Trim33 - [TRI33_MOUSE],1,1,1.0,0.494,0.008,0.066,0.000,0.008,0.033,0.025,0.027,0.261,0.077
Q9CPP0,Nucleoplasmin-3 GN=Npm3 PE=2 SV=3 - [NPM3_MOUSE],1,1,16.6,0.229,0.087,0.137,0.090,0.137,0.098,0.045,0.047,0.079,0.050
Q9CPS6,Histidine triad nucleotide-binding protein 3 GN=Hint3 PE=2 SV=1 - [HINT3_MOUSE],1,1,4.8,0.048,0.153,0.094,0.022,0.112,0.110,0.082,0.204,0.000,0.176
Q9CPU2,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial GN=Ndufb2 PE=3 SV=1 - [NDUB2_MOUSE]",1,1,8.6,0.000,0.027,0.045,0.033,0.045,0.054,0.073,0.362,0.103,0.258
Q9CPU9,Probable low affinity copper uptake protein 2 GN=Slc31a2 PE=1 SV=1 - [COPT2_MOUSE],1,1,17.5,0.000,0.080,0.208,0.122,0.378,0.130,0.039,0.018,0.008,0.017
Q9CPV1,Spindle and kinetochore-associated protein 1 GN=Ska1 PE=2 SV=2 - [SKA1_MOUSE],1,1,3.5,0.182,0.103,0.089,0.036,0.032,0.060,0.083,0.142,0.113,0.162
Q9CPX6,Ubiquitin-like-conjugating enzyme ATG3 GN=Atg3 PE=1 SV=1 - [ATG3_MOUSE],1,1,7.3,0.485,0.168,0.124,0.055,0.079,0.042,0.006,0.017,0.008,0.017
Q9CPY7,Cytosol aminopeptidase GN=Lap3 PE=1 SV=3 - [AMPL_MOUSE],1,1,15.8,0.013,0.032,0.030,0.018,0.049,0.072,0.154,0.312,0.000,0.321
Q9CPY7-2,Isoform 2 of Cytosol aminopeptidase GN=Lap3 - [AMPL_MOUSE],1,1,2.3,0.102,0.309,0.285,0.057,0.083,0.049,0.023,0.048,0.006,0.038
Q9CQ19,Myosin regulatory light polypeptide 9 GN=Myl9 PE=1 SV=3 - [MYL9_MOUSE],1,1,5.8,0.015,0.017,0.013,0.000,0.021,0.042,0.010,0.000,0.456,0.427
Q9CQ21,Malignant T-cell-amplified sequence 2 GN=Mcts2 PE=2 SV=1 - [MCTS2_MOUSE],1,1,25.4,0.135,0.116,0.088,0.044,0.053,0.100,0.093,0.118,0.132,0.120
Q9CQ39,Mediator of RNA polymerase II transcription subunit 21 GN=Med21 PE=1 SV=1 - [MED21_MOUSE],1,1,9.7,0.318,0.072,0.082,0.022,0.017,0.025,0.042,0.076,0.229,0.117
Q9CQ79,Thioredoxin domain-containing protein 9 GN=Txndc9 PE=1 SV=1 - [TXND9_MOUSE],1,1,8.8,0.377,0.191,0.117,0.069,0.079,0.033,0.017,0.035,0.021,0.061
Q9CQ85,Mitochondrial import inner membrane translocase subunit Tim22 GN=Timm22 PE=2 SV=1 - [TIM22_MOUSE],1,1,18.6,0.000,0.006,0.021,0.009,0.046,0.066,0.163,0.331,0.062,0.297
Q9CQB2,Protein FAM195A GN=Fam195a PE=1 SV=1 - [F195A_MOUSE],1,1,3.8,0.054,0.270,0.186,0.075,0.070,0.159,0.127,0.018,0.026,0.015
Q9CQC8,Maspardin GN=Spg21 PE=1 SV=1 - [SPG21_MOUSE],1,1,5.8,0.074,0.181,0.216,0.095,0.187,0.220,0.028,0.000,0.000,0.000
Q9CQE0,E3 ubiquitin-protein ligase RNF138 GN=Rnf138 PE=2 SV=1 - [RN138_MOUSE],1,1,3.7,0.182,0.069,0.056,0.033,0.055,0.064,0.066,0.216,0.100,0.159
Q9CQF4,Uncharacterized protein C6orf203 homolog PE=1 SV=1 - [CF203_MOUSE],1,1,3.8,0.008,0.022,0.021,0.020,0.049,0.128,0.302,0.194,0.045,0.210
Q9CQJ7-2,Isoform 2 of Securin GN=Pttg1 - [PTTG1_MOUSE],1,1,9.0,0.088,0.084,0.067,0.000,0.000,0.026,0.158,0.227,0.072,0.278
Q9CQK1,Zinc finger HIT domain-containing protein 3 GN=Znhit3 PE=1 SV=1 - [ZNHI3_MOUSE],1,1,6.0,0.520,0.049,0.081,0.019,0.050,0.016,0.016,0.056,0.090,0.103
Q9CQK7,RWD domain-containing protein 1 GN=Rwdd1 PE=1 SV=1 - [RWDD1_MOUSE],1,1,10.3,0.267,0.095,0.031,0.026,0.029,0.054,0.062,0.170,0.112,0.153
Q9CQN3,Mitochondrial import receptor subunit TOM6 homolog GN=Tomm6 PE=3 SV=1 - [TOM6_MOUSE],1,1,18.9,0.000,0.008,0.013,0.009,0.053,0.047,0.132,0.328,0.088,0.322
Q9CQR7,Gamma-secretase subunit PEN-2 GN=Psenen PE=2 SV=1 - [PEN2_MOUSE],1,1,5.9,0.000,0.102,0.000,0.119,0.350,0.269,0.101,0.059,0.000,0.000
Q9CQS2,H/ACA ribonucleoprotein complex subunit 3 GN=Nop10 PE=3 SV=1 - [NOP10_MOUSE],1,1,45.3,0.198,0.151,0.089,0.044,0.091,0.059,0.018,0.045,0.241,0.063
Q9CQT5,Proteasome maturation protein GN=Pomp PE=2 SV=1 - [POMP_MOUSE],1,1,7.1,0.383,0.235,0.185,0.056,0.061,0.054,0.009,0.006,0.005,0.006
Q9CQT9,Uncharacterized protein C20orf24 homolog PE=2 SV=1 - [CT024_MOUSE],1,1,4.7,0.000,0.044,0.048,0.039,0.137,0.188,0.114,0.225,0.031,0.174
Q9CQW0,ER membrane protein complex subunit 6 GN=Emc6 PE=2 SV=1 - [EMC6_MOUSE],1,1,10.9,0.000,0.094,0.104,0.000,0.186,0.228,0.072,0.198,0.000,0.117
Q9CQX4,PCNA-associated factor GN=Paf PE=2 SV=1 - [PAF15_MOUSE],1,1,30.0,0.041,0.000,0.000,0.000,0.027,0.049,0.198,0.286,0.158,0.242
Q9CQZ1,Heat shock factor-binding protein 1 GN=Hsbp1 PE=2 SV=1 - [HSBP1_MOUSE],1,1,39.5,0.345,0.000,0.114,0.065,0.114,0.089,0.000,0.101,0.000,0.172
Q9CR08,Ribonuclease P protein subunit p29 GN=Pop4 PE=2 SV=1 - [RPP29_MOUSE],1,1,4.5,0.261,0.081,0.060,0.000,0.048,0.000,0.059,0.089,0.205,0.196
Q9CR11,YEATS domain-containing protein 4 GN=Yeats4 PE=2 SV=1 - [YETS4_MOUSE],1,1,3.1,0.058,0.028,0.032,0.013,0.038,0.035,0.087,0.293,0.169,0.247
Q9CR13,UPF0562 protein C7orf55 homolog PE=3 SV=1 - [CG055_MOUSE],1,1,13.3,0.000,0.012,0.012,0.008,0.046,0.065,0.187,0.354,0.007,0.309
Q9CR23,Transmembrane protein 9 GN=Tmem9 PE=2 SV=1 - [TMEM9_MOUSE],1,1,33.3,0.030,0.049,0.139,0.122,0.404,0.135,0.038,0.051,0.000,0.031
Q9CR23;Q9JJR8,Transmembrane protein 9 GN=Tmem9 PE=2 SV=1 - [TMEM9_MOUSE]|Transmembrane protein 9B GN=Tmem9b PE=1 SV=1 - [TMM9B_MOUSE],1,1,33.3,0.000,0.019,0.116,0.104,0.435,0.136,0.052,0.073,0.020,0.046
Q9CR29,Coiled-coil domain-containing protein 43 GN=Ccdc43 PE=1 SV=1 - [CCD43_MOUSE],1,1,3.2,0.255,0.139,0.122,0.043,0.040,0.048,0.073,0.085,0.108,0.087
Q9CR46,Spindle and kinetochore-associated protein 2 GN=Ska2 PE=2 SV=1 - [SKA2_MOUSE],1,1,5.8,0.196,0.079,0.061,0.039,0.042,0.038,0.061,0.207,0.085,0.191
Q9CR60,Vesicle transport protein GOT1B GN=Golt1b PE=2 SV=1 - [GOT1B_MOUSE],1,1,6.5,0.071,0.099,0.119,0.068,0.180,0.103,0.048,0.167,0.000,0.146
Q9CR70,L antigen family member 3 GN=Lage3 PE=2 SV=1 - [LAGE3_MOUSE],1,1,25.0,0.707,0.102,0.121,0.000,0.035,0.000,0.000,0.019,0.000,0.015
Q9CR80,Protein FAM32A GN=Fam32a PE=2 SV=1 - [FA32A_MOUSE],1,1,8.0,0.171,0.056,0.046,0.036,0.072,0.090,0.053,0.144,0.110,0.223
Q9CR84,"ATP synthase lipid-binding protein, mitochondrial GN=Atp5g1 PE=2 SV=1 - [AT5G1_MOUSE]",1,1,5.1,0.015,0.050,0.062,0.054,0.102,0.139,0.127,0.165,0.131,0.156
Q9CR86,Calcium-regulated heat stable protein 1 GN=Carhsp1 PE=1 SV=1 - [CHSP1_MOUSE],1,1,5.4,0.631,0.095,0.094,0.041,0.065,0.049,0.009,0.006,0.000,0.011
Q9CR88,"28S ribosomal protein S14, mitochondrial GN=Mrps14 PE=2 SV=1 - [RT14_MOUSE]",1,1,21.9,0.013,0.021,0.028,0.015,0.032,0.080,0.181,0.290,0.091,0.249
Q9CR89-2,Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 2 GN=Ergic2 - [ERGI2_MOUSE],1,1,7.3,0.000,0.061,0.072,0.000,0.172,0.228,0.062,0.202,0.000,0.203
Q9CRB8,Mitochondrial fission process protein 1 GN=Mtfp1 PE=1 SV=1 - [MTFP1_MOUSE],1,1,22.3,0.000,0.000,0.000,0.000,0.038,0.043,0.099,0.436,0.061,0.325
Q9CRW3-2,Isoform 2 of UPF0538 protein C2orf76 homolog - [CB076_MOUSE],1,1,5.8,0.652,0.089,0.063,0.038,0.060,0.044,0.000,0.000,0.000,0.054
Q9CS74,Protein SGT1 homolog GN=Ecd PE=2 SV=2 - [SGT1_MOUSE],1,1,1.7,0.378,0.179,0.101,0.056,0.049,0.042,0.024,0.052,0.026,0.091
Q9CV28,Protein FAM188A GN=Fam188a PE=1 SV=2 - [F188A_MOUSE],1,1,3.8,0.406,0.143,0.205,0.033,0.036,0.000,0.035,0.030,0.112,0.000
