IPI accession no.,Protein name, MascotScore.1 , NbPeptides.1,NbQuantAC.1,NbQuantBD.1,AC114.1,AC115.1,AC116.1,AC117.1,BD114.1,BD115.1,BD116.1,BD117.1, MascotScore.2 , NbPeptides.2,NbQuantAC.2,NbQuantBD.2,AC114.2,AC115.2,AC116.2,AC117.2,BD114.2,BD115.2,BD116.2,BD117.2
IPI00604039.3,Cell division control protein 2 homolog,693.15,14,29,45,0.208,0.174,0.343,0.275,0.206,0.256,0.263,0.275,699.88,15,45,36,0.264,0.302,0.179,0.256,0.137,0.186,0.359,0.317
IPI00604046.1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",89.22,2,15,1,0.100,0.107,0.123,0.670,0.173,0.236,0.234,0.357,172.35,4,11,4,0.202,0.189,0.073,0.535,0.131,0.093,0.386,0.391
IPI00604055.3,26S proteasome-associated pad1 homolog,257.74,6,9,4,0.173,0.134,0.191,0.502,0.218,0.221,0.260,0.302,154.92,3,11,10,0.199,0.281,0.102,0.417,0.171,0.128,0.321,0.380
IPI00604115.1,Minichromosome maintenance complex component 3,589.43,12,19,19,0.150,0.106,0.273,0.470,0.148,0.223,0.279,0.350,655.44,12,28,29,0.209,0.311,0.165,0.315,0.140,0.179,0.323,0.358
IPI00604233.2,Protein,562.81,11,36,52,0.250,0.168,0.194,0.388,0.298,0.239,0.204,0.259,472.66,10,32,15,0.272,0.382,0.109,0.237,0.156,0.173,0.398,0.272
IPI00604237.1,SEC15-like 1,197.91,3,4,3,0.485,0.228,0.162,0.125,0.502,0.144,0.167,0.187,59.19,1,6,3,0.222,0.306,0.182,0.289,0.353,0.106,0.239,0.303
IPI00604247.1,"Isocitrate dehydrogenase 3, beta subunit",78.96,2,4,2,0.138,0.111,0.199,0.552,0.201,0.208,0.279,0.312,81.86,2,11,3,0.182,0.199,0.101,0.518,0.096,0.144,0.373,0.388
IPI00604324.1,"Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",1198.5,21,94,185,0.123,0.178,0.307,0.393,0.143,0.167,0.286,0.404,716.71,15,65,43,0.237,0.271,0.269,0.223,0.118,0.120,0.404,0.358
IPI00604354.1,Similar to Proteasome subunit alpha type 4,319.12,6,16,6,0.121,0.104,0.108,0.667,0.301,0.182,0.222,0.296,142.89,4,18,5,0.193,0.307,0.120,0.380,0.192,0.134,0.316,0.358
IPI00604392.1,Small nuclear ribonucleoprotein D3 polypeptide 18kDa ,188.96,4,10,25,0.071,0.099,0.181,0.649,0.155,0.188,0.246,0.410,91.17,2,17,3,0.190,0.332,0.145,0.331,0.142,0.167,0.331,0.360
IPI00651158.1,Serine/threonine-protein kinase 4,256.55,5,7,7,0.188,0.190,0.365,0.257,0.202,0.313,0.233,0.251,249.95,5,13,13,0.189,0.216,0.381,0.214,0.162,0.216,0.324,0.298
IPI00651165.3,Tubulin beta-5 chain,692.85,12,14,38,0.216,0.150,0.257,0.377,0.247,0.211,0.230,0.313,631.75,11,27,39,0.237,0.298,0.171,0.293,0.134,0.187,0.348,0.331
IPI00651204.2,Cell-cycle related and expression-elevated protein in tumor,445.96,8,7,14,0.129,0.180,0.435,0.255,0.106,0.398,0.258,0.238,320.12,7,8,10,0.123,0.229,0.333,0.315,0.111,0.237,0.351,0.302
IPI00651209.1,Ribosomal protein S14,347.81,6,16,28,0.235,0.180,0.283,0.302,0.212,0.176,0.237,0.375,336.96,6,19,13,0.242,0.429,0.108,0.221,0.158,0.159,0.370,0.313
IPI00651222.1,Hypothetical protein,401.09,6,42,81,0.326,0.273,0.186,0.215,0.472,0.182,0.135,0.211,404.69,8,42,21,0.554,0.228,0.089,0.129,0.303,0.137,0.293,0.268
IPI00651231.3,Acyltransferase like 1,880.82,17,31,68,0.107,0.166,0.293,0.434,0.147,0.184,0.278,0.391,384.83,8,21,14,0.258,0.297,0.224,0.221,0.103,0.128,0.398,0.370
IPI00651246.1,Queuine tRNA-ribosyltransferase domain containing 1,216.61,5,4,3,0.164,0.155,0.391,0.291,0.247,0.248,0.255,0.250,173,4,5,5,0.186,0.224,0.361,0.229,0.160,0.214,0.324,0.302
IPI00651336.1,Heterogeneous nuclear ribonucleoprotein A2/B1 ,677.08,12,51,77,0.080,0.087,0.193,0.640,0.128,0.206,0.272,0.394,609.88,13,67,41,0.143,0.474,0.095,0.288,0.112,0.121,0.412,0.355
IPI00651395.1,Hypothetical protein,226.93,5,18,49,0.194,0.241,0.341,0.225,0.219,0.340,0.219,0.222,184.47,4,27,26,0.309,0.323,0.151,0.217,0.155,0.248,0.317,0.279
IPI00651398.1,Hypothetical protein,240.72,5,11,22,0.150,0.281,0.397,0.172,0.151,0.408,0.237,0.203,373.39,8,29,19,0.177,0.305,0.328,0.190,0.123,0.294,0.317,0.265
IPI00651481.1,Holocytochrome c synthase (cytochrome c heme-lyase),350.1,6,9,2,0.051,0.070,0.089,0.789,0.121,0.220,0.207,0.453,221.02,4,5,1,0.153,0.167,0.088,0.593,0.067,0.090,0.417,0.426
IPI00651567.1,"Splicing factor 3a, subunit 1, 120kDa",182.05,4,6,5,0.112,0.121,0.214,0.553,0.146,0.156,0.274,0.423,162.8,4,6,3,0.144,0.197,0.245,0.414,0.134,0.163,0.370,0.334
IPI00651585.1,Protein GPR89A,178.04,3,7,10,0.093,0.187,0.286,0.434,0.098,0.285,0.246,0.371,99.17,2,6,1,0.184,0.440,0.175,0.201,0.106,0.175,0.399,0.321
IPI00651607.1,24-dehydrocholesterol reductase ,346.44,8,19,36,0.088,0.155,0.283,0.473,0.119,0.148,0.268,0.466,91.61,2,23,3,0.261,0.272,0.230,0.237,0.127,0.122,0.379,0.372
IPI00679498.2,57 kDa protein,466.71,8,30,56,0.357,0.292,0.167,0.184,0.466,0.164,0.147,0.224,360.15,7,43,15,0.561,0.250,0.093,0.096,0.401,0.121,0.261,0.216
IPI00679512.1,Similar to MGC81430 protein,647.43,10,71,44,0.030,0.053,0.088,0.828,0.130,0.155,0.224,0.492,540.66,10,74,28,0.118,0.144,0.071,0.668,0.075,0.118,0.414,0.393
IPI00679695.2,30 kDa protein,179.48,4,2,14,0.127,0.162,0.302,0.411,0.115,0.199,0.280,0.407,183.72,4,13,3,0.218,0.226,0.311,0.245,0.163,0.131,0.392,0.313
IPI00679747.2,Hypothetical protein,285.83,5,13,25,0.422,0.248,0.166,0.164,0.460,0.155,0.164,0.220,189.44,4,13,9,0.484,0.200,0.079,0.237,0.344,0.122,0.268,0.267
IPI00679790.1,87 kDa protein,892.15,19,35,19,0.157,0.137,0.199,0.507,0.214,0.214,0.238,0.334,416.52,9,22,8,0.256,0.347,0.106,0.291,0.160,0.122,0.370,0.349
IPI00679931.2,Similar to Thioredoxin domain containing 4,659.56,12,46,89,0.137,0.330,0.340,0.192,0.142,0.298,0.240,0.320,643.89,12,89,45,0.223,0.515,0.145,0.117,0.181,0.182,0.332,0.306
IPI00679960.2,69 kDa protein,1981.95,37,165,311,0.521,0.220,0.134,0.125,0.558,0.143,0.137,0.162,1800.78,35,213,127,0.594,0.213,0.079,0.114,0.401,0.127,0.248,0.224
IPI00680380.2,46 kDa protein,971.09,20,18,3,0.488,0.275,0.132,0.104,0.609,0.102,0.153,0.137,925.01,20,15,17,0.469,0.308,0.106,0.118,0.428,0.102,0.255,0.215
IPI00680563.2,73 kDa protein,504.29,9,17,41,0.141,0.391,0.319,0.149,0.153,0.249,0.321,0.277,331.52,7,7,15,0.162,0.322,0.277,0.239,0.128,0.159,0.341,0.373
IPI00680586.2,"Similar to 2,4-dienoyl-CoA reductase",228.12,4,15,5,0.085,0.094,0.106,0.715,0.127,0.178,0.247,0.448,282.53,6,25,6,0.147,0.212,0.080,0.562,0.124,0.145,0.298,0.433
IPI00680677.2,46 kDa protein,721.08,14,38,94,0.110,0.181,0.513,0.196,0.097,0.397,0.262,0.244,825.22,18,53,67,0.145,0.314,0.294,0.247,0.105,0.238,0.346,0.310
IPI00680714.2,Protein phosphatase 1B,136.57,3,4,8,0.195,0.185,0.406,0.215,0.196,0.291,0.255,0.259,96.2,2,4,6,0.223,0.293,0.306,0.178,0.134,0.239,0.324,0.302
IPI00680792.2,Similar to SEL1L,357.16,6,14,30,0.065,0.141,0.291,0.503,0.180,0.146,0.233,0.442,218.65,4,6,6,0.250,0.248,0.239,0.264,0.185,0.115,0.369,0.331
IPI00680941.2,69 kDa protein,1453.78,27,55,70,0.106,0.155,0.208,0.531,0.157,0.183,0.241,0.419,1140.49,22,84,13,0.147,0.268,0.123,0.463,0.143,0.165,0.344,0.348
IPI00680994.2,69 kDa protein,1042.7,19,38,37,0.135,0.127,0.244,0.494,0.191,0.188,0.273,0.348,955.41,18,60,23,0.195,0.415,0.115,0.275,0.147,0.129,0.421,0.303
IPI00680996.1,"Aldehyde dehydrogenase 3 family, member A2",349.45,7,12,23,0.061,0.136,0.252,0.551,0.269,0.172,0.223,0.336,206.63,4,9,5,0.290,0.277,0.218,0.215,0.106,0.131,0.458,0.305
IPI00681387.2,Similar to Bcap29-prov protein,422.7,7,24,28,0.066,0.152,0.318,0.464,0.155,0.167,0.277,0.400,386.38,7,11,21,0.207,0.290,0.270,0.233,0.097,0.118,0.415,0.370
IPI00681484.2,46 kDa protein,813.65,14,64,95,0.465,0.259,0.161,0.116,0.476,0.143,0.170,0.210,751.58,14,72,23,0.443,0.253,0.147,0.157,0.389,0.123,0.238,0.250
IPI00681652.2,BH3-interacting domain death agonist,397.4,6,14,23,0.067,0.141,0.189,0.603,0.187,0.277,0.225,0.311,317.4,5,22,6,0.148,0.238,0.288,0.326,0.147,0.274,0.328,0.252
IPI00681768.2,13 kDa protein,279.99,6,17,17,0.051,0.088,0.135,0.725,0.111,0.144,0.237,0.508,306.22,6,42,14,0.129,0.180,0.103,0.588,0.090,0.111,0.339,0.460
IPI00682113.1,58 kDa protein,1729.9,29,314,570,0.165,0.133,0.309,0.393,0.207,0.195,0.298,0.301,1594.29,26,35,22,0.223,0.344,0.145,0.288,0.124,0.102,0.440,0.334
IPI00682580.2,53 kDa protein,948.7,17,44,68,0.150,0.122,0.471,0.257,0.151,0.293,0.279,0.277,1062.09,18,101,114,0.204,0.272,0.266,0.257,0.114,0.191,0.377,0.319
IPI00682655.2,Similar to adenylosuccinate synthetase:ISOTYPE=muscle,59.85,1,1,1,0.179,0.264,0.176,0.381,0.136,0.308,0.277,0.279,116.97,3,5,2,0.183,0.159,0.335,0.323,0.104,0.215,0.355,0.326
IPI00682714.2,"Similar to L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain",93.19,2,11,2,0.109,0.130,0.188,0.573,0.241,0.161,0.200,0.399,129.83,3,12,5,0.173,0.227,0.108,0.493,0.085,0.105,0.351,0.459
IPI00682826.1,Hypothetical protein,322.98,6,13,19,0.315,0.244,0.192,0.250,0.365,0.174,0.181,0.280,197.31,5,7,2,0.452,0.260,0.114,0.174,0.120,0.120,0.367,0.394
IPI00682850.2,Similar to dolichol-phosphate-mannose synthase,105.46,2,4,14,0.107,0.212,0.354,0.327,0.130,0.130,0.221,0.519,161.79,3,8,6,0.274,0.269,0.192,0.265,0.121,0.131,0.396,0.353
IPI00683011.1,38 kDa protein,375.31,7,18,11,0.161,0.148,0.202,0.490,0.229,0.273,0.243,0.255,292.46,6,21,7,0.207,0.249,0.194,0.351,0.196,0.168,0.332,0.304
IPI00683221.2,Hypothetical protein,557.72,11,45,83,0.240,0.343,0.229,0.188,0.372,0.273,0.169,0.185,496.22,9,42,9,0.466,0.324,0.122,0.088,0.317,0.194,0.284,0.205
IPI00683271.1,Ovotransferrin precursor,1558.23,28,96,114,0.217,0.447,0.218,0.118,0.308,0.325,0.202,0.165,1286.88,24,152,58,0.338,0.375,0.146,0.142,0.290,0.220,0.278,0.213
IPI00683436.1,Fructose-bisphosphate aldolase C (Fragment),503.32,7,60,82,0.123,0.095,0.466,0.316,0.124,0.262,0.326,0.288,413.02,7,55,42,0.207,0.334,0.177,0.281,0.115,0.174,0.386,0.325
IPI00683666.2,"Similar to Clathrin, heavy polypeptide",2344.67,41,114,178,0.325,0.168,0.231,0.276,0.327,0.176,0.246,0.250,1859.34,36,39,17,0.401,0.250,0.151,0.198,0.212,0.146,0.320,0.323
IPI00683928.2,17 kDa protein,295.63,5,22,41,0.235,0.222,0.322,0.221,0.261,0.277,0.223,0.239,426.85,8,44,49,0.312,0.278,0.209,0.200,0.178,0.226,0.314,0.282
IPI00684160.2,53 kDa protein,186.96,4,3,1,0.178,0.122,0.132,0.568,0.211,0.169,0.274,0.346,402.3,9,2,2,0.234,0.172,0.209,0.385,0.143,0.142,0.338,0.378
IPI00684373.2,Hypothetical protein,819.58,15,80,122,0.175,0.239,0.232,0.355,0.237,0.237,0.218,0.309,759.38,14,155,50,0.289,0.331,0.211,0.170,0.179,0.207,0.333,0.281
IPI00684598.2,Similar to LOC496236 protein,682.98,13,54,66,0.084,0.161,0.285,0.470,0.145,0.156,0.270,0.429,478.98,10,28,40,0.249,0.294,0.219,0.239,0.129,0.120,0.406,0.345
IPI00735126.2,"Dynamin-like 120 kDa protein, mitochondrial precursor",420.91,8,17,6,0.064,0.105,0.125,0.706,0.079,0.071,0.133,0.718,205.5,5,13,3,0.195,0.221,0.109,0.474,0.094,0.112,0.405,0.388
IPI00735127.1,Hypothetical protein,312.1,6,15,23,0.150,0.454,0.221,0.175,0.259,0.403,0.177,0.162,238.35,5,10,3,0.271,0.461,0.205,0.063,0.175,0.300,0.333,0.193
IPI00735136.1,Integrin beta-1 precursor,967.13,17,52,106,0.298,0.255,0.192,0.256,0.361,0.167,0.184,0.288,934.05,17,85,24,0.442,0.233,0.197,0.127,0.221,0.138,0.342,0.298
IPI00735151.1,Vesicle-associated membrane protein 3,324.83,4,48,66,0.219,0.395,0.255,0.131,0.361,0.234,0.206,0.199,304.16,4,71,31,0.401,0.275,0.220,0.105,0.314,0.216,0.299,0.172
IPI00760367.1,Isoform SCP2 of Nonspecific lipid-transfer protein (Fragment),375.6,8,13,22,0.144,0.248,0.286,0.323,0.180,0.245,0.233,0.342,259.92,6,12,10,0.197,0.264,0.214,0.325,0.196,0.171,0.281,0.352
IPI00786798.1,Lanosterol 14alpha-demethylase,914.9,15,72,153,0.080,0.155,0.318,0.447,0.103,0.162,0.284,0.451,847.27,15,79,52,0.236,0.263,0.264,0.238,0.108,0.115,0.404,0.373
IPI00810971.1,Prostaglandin E synthase 3 (Fragment),293.6,5,19,28,0.144,0.291,0.417,0.148,0.214,0.323,0.230,0.233,252.36,4,26,29,0.233,0.331,0.246,0.190,0.197,0.236,0.313,0.255
IPI00811126.1,Similar to neutral amino acid transporter,715.64,12,35,118,0.351,0.313,0.195,0.142,0.481,0.178,0.175,0.165,685.27,12,64,18,0.624,0.236,0.090,0.050,0.399,0.132,0.265,0.204
IPI00811582.1,Similar to secretory carrier membrane protein,289.8,4,8,43,0.200,0.400,0.235,0.164,0.264,0.412,0.202,0.122,237.78,3,30,1,0.320,0.359,0.270,0.052,0.175,0.208,0.356,0.261
IPI00811752.2,Similar to phosphopantothenoylcysteine synthetase,193.43,3,10,21,0.107,0.155,0.409,0.329,0.109,0.374,0.253,0.265,90.69,2,5,6,0.163,0.196,0.389,0.251,0.162,0.228,0.319,0.291
IPI00811964.1,Similar to RAS related protein 2a,349.17,7,20,34,0.417,0.244,0.153,0.186,0.478,0.166,0.155,0.201,222.06,4,24,3,0.574,0.239,0.082,0.104,0.204,0.156,0.315,0.325
IPI00812017.1,Similar to GekBS039P isoform 1,184.53,4,10,2,0.068,0.108,0.116,0.708,0.080,0.182,0.206,0.533,220.28,5,4,6,0.144,0.186,0.089,0.582,0.093,0.084,0.384,0.439
IPI00812023.1,50 kDa protein,649.26,11,19,35,0.266,0.182,0.342,0.210,0.268,0.286,0.226,0.220,249.38,5,16,12,0.210,0.266,0.231,0.294,0.170,0.222,0.318,0.290
IPI00812590.1,"Similar to NAD(P)H dehydrogenase, quinone 1",105.51,2,5,1,0.146,0.184,0.373,0.296,0.121,0.388,0.255,0.236,179.54,4,5,4,0.207,0.220,0.383,0.190,0.170,0.217,0.290,0.323
IPI00812721.1,"Similar to hepatoma-derived growth factor (high-mobility group protein 1-like), partial",92.23,2,4,11,0.128,0.277,0.400,0.196,0.165,0.366,0.245,0.224,276.09,6,20,8,0.159,0.349,0.317,0.175,0.122,0.309,0.312,0.257
IPI00813009.1,Similar to pol,202.94,4,33,55,0.095,0.160,0.219,0.526,0.130,0.122,0.181,0.567,189.68,4,13,15,0.228,0.277,0.139,0.356,0.113,0.102,0.291,0.494
IPI00813092.2,56 kDa protein,213.37,4,14,29,0.060,0.121,0.263,0.557,0.160,0.153,0.251,0.436,86.81,2,8,4,0.230,0.238,0.232,0.300,0.142,0.098,0.385,0.375
IPI00813201.2,Similar to Mib,388.36,8,10,27,0.234,0.309,0.214,0.244,0.352,0.254,0.186,0.207,123.19,3,8,1,0.451,0.332,0.116,0.101,0.179,0.135,0.429,0.257
IPI00813281.1,Similar to aldolase C,144.11,3,20,36,0.135,0.121,0.404,0.340,0.129,0.269,0.302,0.300,130.3,3,26,26,0.272,0.328,0.180,0.220,0.150,0.122,0.423,0.305
IPI00813323.1,"Hypothetical protein, partial",138.33,2,5,6,0.078,0.090,0.113,0.720,0.103,0.144,0.224,0.528,155.47,2,19,7,0.098,0.151,0.077,0.674,0.087,0.096,0.270,0.547
IPI00813389.1,Similar to LOC446923 protein isoform 1,488.43,8,27,8,0.084,0.101,0.138,0.677,0.136,0.154,0.228,0.483,368.55,7,44,25,0.137,0.193,0.079,0.591,0.087,0.104,0.351,0.459
IPI00813517.1,Similar to cardiac calumenin,83.81,2,4,5,0.142,0.222,0.336,0.300,0.114,0.215,0.280,0.390,114.82,2,6,5,0.242,0.316,0.211,0.233,0.154,0.148,0.341,0.357
IPI00813541.2,"Hypothetical protein, partial",506.1,10,2,8,0.437,0.187,0.253,0.124,0.419,0.187,0.200,0.194,384.86,8,4,7,0.433,0.269,0.102,0.196,0.298,0.135,0.310,0.257
IPI00813608.2,"Hypothetical protein, partial",347.66,5,141,293,0.155,0.273,0.358,0.215,0.188,0.356,0.227,0.228,332.6,5,188,249,0.267,0.339,0.181,0.213,0.134,0.267,0.336,0.264
IPI00813637.1,Similar to receptor expression enhancing protein 5,386.26,7,19,64,0.123,0.185,0.346,0.346,0.130,0.174,0.292,0.405,361.73,6,33,35,0.233,0.245,0.348,0.174,0.103,0.132,0.416,0.349
IPI00813817.1,"Similar to Pyridoxal (pyridoxine, vitamin B6) kinase, partial",58.21,1,4,4,0.171,0.179,0.452,0.199,0.207,0.374,0.217,0.202,77.16,2,2,3,0.154,0.239,0.423,0.185,0.125,0.245,0.318,0.313
IPI00814126.1,"Similar to hJTB, partial",158.47,3,14,7,0.119,0.452,0.262,0.167,0.207,0.493,0.181,0.118,107.35,2,9,6,0.242,0.427,0.226,0.105,0.176,0.308,0.330,0.187
IPI00818191.1,Nudix (nucleoside diphosphate linked moiety x)-type motif 1,159.45,3,7,7,0.130,0.274,0.405,0.191,0.137,0.396,0.242,0.224,156.15,3,8,10,0.264,0.319,0.216,0.201,0.114,0.295,0.328,0.262
IPI00818221.1,22 kDa protein,365.03,7,16,17,0.260,0.338,0.290,0.112,0.304,0.279,0.220,0.197,337.58,7,20,12,0.328,0.300,0.194,0.179,0.249,0.210,0.295,0.247
IPI00818248.1,Similar to cask-interacting protein 2,294.34,5,9,9,0.340,0.213,0.172,0.274,0.535,0.134,0.169,0.162,321.14,7,9,6,0.439,0.223,0.125,0.213,0.246,0.175,0.288,0.291
IPI00818327.1,81 kDa protein,301.9,5,12,6,0.421,0.202,0.237,0.140,0.429,0.165,0.191,0.215,200.86,4,8,6,0.416,0.278,0.151,0.156,0.251,0.173,0.298,0.278
IPI00818342.1,Aggrecan promoter binding protein,340.64,6,13,15,0.133,0.127,0.378,0.361,0.138,0.209,0.222,0.431,260.94,5,12,7,0.170,0.195,0.282,0.353,0.154,0.162,0.296,0.388
IPI00818815.1,41 kDa protein,95.87,2,7,4,0.186,0.232,0.234,0.348,0.224,0.232,0.251,0.293,60.09,1,3,2,0.268,0.385,0.123,0.225,0.166,0.183,0.327,0.326
IPI00818865.1,Serine/threonine-protein kinase PRP4K,187.54,4,2,2,0.259,0.155,0.267,0.320,0.193,0.178,0.223,0.407,118.52,3,3,1,0.191,0.435,0.128,0.247,0.086,0.130,0.399,0.385
IPI00818930.1,140 kDa protein,1469.25,26,15,3,0.355,0.232,0.180,0.234,0.345,0.174,0.244,0.237,1214.55,23,9,10,0.457,0.253,0.122,0.168,0.390,0.140,0.268,0.202
IPI00818933.1,Heat shock protein 70kDa,2167.85,34,143,261,0.185,0.159,0.334,0.322,0.197,0.280,0.239,0.284,2106.08,33,224,262,0.249,0.314,0.170,0.267,0.139,0.186,0.360,0.315
IPI00818936.1,ZOV3 gene product,454.2,7,24,78,0.357,0.349,0.223,0.071,0.600,0.134,0.130,0.136,433.47,8,34,35,0.580,0.229,0.088,0.103,0.465,0.117,0.221,0.197
IPI00819097.1,Similar to Txndc13-prov protein,378.12,6,25,47,0.073,0.123,0.278,0.526,0.098,0.146,0.300,0.456,296.79,5,14,11,0.183,0.224,0.343,0.251,0.091,0.147,0.426,0.335
IPI00819130.1,111 kDa protein,1010.78,18,2,5,0.180,0.166,0.356,0.300,0.136,0.154,0.278,0.432,871.81,16,5,6,0.214,0.197,0.274,0.315,0.115,0.113,0.334,0.438
IPI00819201.1,99 kDa protein,311.74,6,12,11,0.144,0.129,0.255,0.472,0.160,0.203,0.296,0.342,110.74,3,9,10,0.383,0.325,0.129,0.164,0.205,0.136,0.369,0.290
IPI00819216.1,Sodium/potassium-transporting ATPase alpha-1 chain precursor,1743,28,121,195,0.374,0.278,0.174,0.174,0.518,0.165,0.144,0.173,1787.46,31,121,58,0.587,0.234,0.077,0.101,0.412,0.115,0.263,0.209
IPI00819403.1,54 kDa protein,400.4,9,9,13,0.226,0.203,0.329,0.241,0.283,0.263,0.211,0.242,283.94,6,2,1,0.210,0.260,0.298,0.234,0.160,0.205,0.348,0.287
IPI00819496.1,98 kDa protein,1505.08,29,2,8,0.204,0.196,0.336,0.264,0.156,0.189,0.191,0.465,1234.04,26,3,5,0.185,0.211,0.286,0.318,0.122,0.171,0.320,0.387
IPI00819631.1,Hypothetical protein,759.5,14,24,45,0.140,0.118,0.379,0.363,0.151,0.275,0.270,0.304,663.74,13,24,16,0.240,0.329,0.173,0.257,0.152,0.160,0.361,0.327
IPI00819659.1,38 kDa protein,140.84,3,4,7,0.171,0.249,0.400,0.181,0.177,0.348,0.237,0.238,161.43,3,7,10,0.206,0.260,0.333,0.202,0.137,0.218,0.316,0.329
IPI00819696.1,Leucine-rich PPR-motif containing,1178.58,23,59,13,0.098,0.110,0.147,0.645,0.131,0.205,0.256,0.408,1444.58,30,147,72,0.165,0.272,0.110,0.452,0.112,0.132,0.330,0.426
IPI00819710.1,Hypothetical protein (Fragment),1081.42,16,40,218,0.108,0.130,0.487,0.275,0.137,0.363,0.262,0.238,1049.46,16,31,133,0.247,0.292,0.200,0.261,0.113,0.216,0.336,0.336
IPI00819812.1,46 kDa protein,91.86,2,4,1,0.184,0.178,0.273,0.366,0.090,0.382,0.247,0.281,82.8,2,3,3,0.227,0.193,0.340,0.239,0.154,0.240,0.323,0.283
IPI00819888.1,Thioredoxin domain containing 17,169.03,3,6,14,0.164,0.289,0.359,0.189,0.180,0.400,0.223,0.198,146.39,3,13,16,0.174,0.305,0.282,0.239,0.154,0.233,0.324,0.289
IPI00820029.1,168 kDa protein,1507.95,28,74,118,0.460,0.224,0.172,0.144,0.456,0.173,0.172,0.199,1314.11,28,72,38,0.491,0.256,0.108,0.145,0.365,0.130,0.281,0.224
IPI00820134.1,Protein,1228.72,25,51,85,0.368,0.234,0.216,0.182,0.345,0.180,0.233,0.243,1168.82,24,84,58,0.454,0.255,0.144,0.147,0.301,0.126,0.288,0.285
IPI00820146.1,67 kDa protein,1046.83,18,1,4,0.158,0.236,0.479,0.127,0.147,0.358,0.270,0.225,1226.35,20,3,7,0.219,0.279,0.345,0.157,0.115,0.225,0.342,0.317
IPI00820163.1,142 kDa protein,756.82,16,38,40,0.208,0.139,0.378,0.275,0.168,0.273,0.276,0.283,565.9,12,30,35,0.260,0.313,0.157,0.271,0.172,0.140,0.332,0.357
IPI00820198.1,Similar to MCM4 minichromosome maintenance deficient 4,371.21,7,17,22,0.116,0.164,0.248,0.472,0.170,0.173,0.249,0.408,602.05,12,26,18,0.197,0.372,0.137,0.294,0.096,0.120,0.349,0.435
IPI00820261.1,68 kDa protein,386.63,9,13,13,0.175,0.153,0.393,0.278,0.168,0.321,0.262,0.249,336.83,7,12,17,0.182,0.197,0.373,0.248,0.134,0.235,0.343,0.289
IPI00820471.1,"Solute carrier family 12 (potassium/chloride transporters), member 7",981.52,19,31,50,0.264,0.321,0.218,0.197,0.366,0.242,0.186,0.206,724.94,14,37,8,0.471,0.303,0.128,0.099,0.325,0.155,0.289,0.231
IPI00820593.1,84 kDa protein,1716.97,30,55,123,0.149,0.128,0.465,0.258,0.153,0.334,0.260,0.253,2179.29,39,131,152,0.254,0.312,0.203,0.231,0.112,0.206,0.365,0.317
IPI00820881.1,63 kDa protein,1052.48,19,69,90,0.141,0.131,0.448,0.280,0.152,0.302,0.280,0.267,1257.37,22,102,112,0.202,0.241,0.294,0.263,0.130,0.190,0.362,0.318
IPI00820905.1,56 kDa protein,416.68,8,18,19,0.144,0.149,0.357,0.351,0.146,0.248,0.286,0.320,211.17,4,10,6,0.162,0.223,0.295,0.321,0.186,0.159,0.353,0.302
IPI00820972.1,TPA_inf: HN1-like protein,158.45,3,7,10,0.242,0.234,0.364,0.160,0.238,0.307,0.221,0.235,187.35,4,10,9,0.307,0.326,0.195,0.172,0.160,0.259,0.301,0.280
IPI00821006.1,Hypothetical protein,65.55,1,4,2,0.067,0.161,0.347,0.425,0.140,0.153,0.279,0.429,143.54,3,3,1,0.211,0.264,0.282,0.245,0.103,0.148,0.411,0.338
IPI00821143.1,38 kDa protein,256.81,5,2,3,0.192,0.320,0.352,0.136,0.131,0.160,0.325,0.384,187.13,4,21,14,0.220,0.276,0.326,0.179,0.100,0.137,0.415,0.349
IPI00821206.1,49 kDa protein,689.62,13,46,30,0.159,0.132,0.185,0.524,0.238,0.188,0.239,0.335,530.04,10,46,20,0.228,0.304,0.140,0.329,0.153,0.149,0.353,0.345
IPI00821222.1,122 kDa protein,462.29,9,19,40,0.321,0.277,0.200,0.201,0.460,0.208,0.163,0.169,523.48,11,27,11,0.509,0.276,0.098,0.117,0.401,0.124,0.266,0.208
IPI00821383.1,41 kDa protein,380.5,7,59,118,0.088,0.158,0.325,0.430,0.119,0.166,0.288,0.427,346.87,7,66,43,0.229,0.263,0.268,0.239,0.106,0.132,0.431,0.331
IPI00821506.1,Uncharacterized protein C10orf119 homolog,135.77,3,3,3,0.197,0.155,0.327,0.321,0.159,0.219,0.300,0.322,291.14,6,1,10,0.100,0.133,0.376,0.391,0.121,0.147,0.388,0.345
IPI00821587.1,Ubiquitin (Fragment),112.7,2,31,38,0.189,0.244,0.277,0.290,0.209,0.226,0.202,0.363,184.86,3,45,28,0.279,0.262,0.253,0.206,0.173,0.193,0.334,0.300
IPI00821640.1,60 kDa protein,301.84,5,6,6,0.200,0.203,0.355,0.242,0.219,0.270,0.218,0.292,71.91,2,1,2,0.197,0.243,0.324,0.236,0.148,0.222,0.333,0.297
IPI00821764.1,"Catenin, beta like 1",237.86,6,14,21,0.108,0.119,0.486,0.286,0.095,0.362,0.282,0.260,167.95,4,7,12,0.160,0.174,0.414,0.252,0.119,0.195,0.366,0.320
