Lead gene name,Lead ID,Lead protein name,Majority protein IDs,Organellar markers,Profiled in how many Control Maps,Log2 Ratio H/L Con1_03K,Log2 Ratio H/L Con1_06K,Log2 Ratio H/L Con1_12K,Log2 Ratio H/L Con1_24K,Log2 Ratio H/L Con1_80K,Log2 Ratio H/L Con2_03K,Log2 Ratio H/L Con2_06K,Log2 Ratio H/L Con2_12K,Log2 Ratio H/L Con2_24K,Log2 Ratio H/L Con2_80K,Log2 Ratio H/L Con3_03K,Log2 Ratio H/L Con3_06K,Log2 Ratio H/L Con3_12K,Log2 Ratio H/L Con3_24K,Log2 Ratio H/L Con3_80K
VCL,P18206,Vinculin,P18206;P18206-2,,3,-1.388279925,-0.817282281,-0.577960807,-0.163801153,0.659193895,-1.341390902,-0.984473885,-0.503834248,-0.18129666,0.455544225,-0.892017597,-0.433486809,-0.161508033,-0.181787507,0.944783499
VCP,P55072,Transitional endoplasmic reticulum ATPase,P55072,,3,0.135797512,-0.501667425,-0.712929659,0.116497841,1.194906532,-0.06698642,-0.77675046,-0.755819243,0.353323291,1.035553533,-0.281351234,-0.871363455,-1.050741493,-0.16875509,0.948227044
VDAC1,P21796,Voltage-dependent anion-selective channel protein 1,P21796,Mitochondrion,3,-1.041476516,-0.584933647,2.599817651,4.201006466,5.225390625,-0.930710287,-0.672059755,2.439011358,4.202809492,4.984407065,-0.80593817,-0.367545642,2.837438715,4.507731224,5.256331365
VDAC2,P45880,Voltage-dependent anion-selective channel protein 2,P45880;P45880-2;P45880-1,Mitochondrion,3,-0.984759364,-0.637423509,2.564378169,4.21971064,5.094742782,-0.913895629,-0.665157169,2.436375082,4.286585483,4.960048283,-0.777294342,-0.3693336,2.934403271,4.507160349,5.327723287
VDAC3,Q9Y277,Voltage-dependent anion-selective channel protein 3,Q9Y277,Mitochondrion,3,-0.944887661,-0.579210416,2.668504942,4.119937123,5.020324398,-0.971006588,-0.594617512,2.537842721,4.280139743,5.200614206,-0.790384438,-0.318703671,3.105510469,4.591021103,5.257651841
VIM,P08670,Vimentin,P08670,,3,-0.844717064,-0.15294917,0.103933991,-0.280772743,-0.481948358,-0.777640555,-0.279196218,-0.063997222,-0.546772174,-0.595271232,-0.593289194,0.003170443,0.146264195,-0.409584811,-0.284704033
VKORC1,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,Q9BQB6;Q9BQB6-3;Q9BQB6-2,,2,,,,,,0.476848252,-0.607418794,-0.451247743,1.417487999,3.541886492,0.654985383,-0.469649538,-0.489807723,1.326882449,3.450749376
VKORC1L1,Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,Q8N0U8;Q8N0U8-2,,1,,,,,,0.44794941,-0.652084941,-0.603007584,1.442863897,3.381006437,,,,,
VLDLR,P98155-2,Very low-density lipoprotein receptor,P98155-2;P98155,,3,0.987757429,0.501617481,-0.628496895,-0.942944898,-0.530614106,0.844947998,0.241474126,-0.545908354,-0.574948962,-0.379188406,0.988630159,0.358396262,-0.646021857,-0.87630732,-0.334589036
VMP1,Q96GC9,Vacuole membrane protein 1,Q96GC9;Q96GC9-2,,1,,,,,,0.627420069,-0.688682901,-0.61729955,1.139469495,3.135895991,,,,,
VPS11,Q9H270,Vacuolar protein sorting-associated protein 11 homolog,Q9H270,Endosome,3,1.342270274,0.338681125,-0.77331885,-0.616370349,0.10259095,1.609802232,-0.136933772,-0.960075534,-0.603599351,0.030265443,-0.112443536,0.141563582,-0.98435971,-0.728669949,-0.089666437
VPS13A,Q96RL7,Vacuolar protein sorting-associated protein 13A,Q96RL7;Q96RL7-2;Q96RL7-4;Q96RL7-3,,3,-0.989649812,-0.617410209,1.559393917,2.106649827,2.802586156,-0.962575605,-0.657490766,1.546857428,2.554220457,2.569029239,-0.742844516,-0.447583579,2.168000125,1.294253136,0.876330305
VPS13C,Q709C8,Vacuolar protein sorting-associated protein 13C,Q709C8;Q709C8-3;Q709C8-4;Q709C8-2,,3,-0.087028295,0.870029285,0.855670834,0.187134291,0.312781328,-0.029970978,0.576086724,-0.372934858,0.252415659,-0.052371243,-0.016599563,0.171975377,-0.076402009,-0.048904626,-0.070602863
VPS16,Q9H269,Vacuolar protein sorting-associated protein 16 homolog,Q9H269;Q9H269-2,Endosome,3,1.229341813,-0.092370934,-0.991312332,-0.619115431,-0.06532499,1.458224496,-0.219286759,-0.988418489,-0.375122389,-0.22401396,1.814878504,0.09895848,-1.001241252,-0.546940785,-0.154618343
VPS18,Q9P253,Vacuolar protein sorting-associated protein 18 homolog,Q9P253,Endosome,3,1.549570606,0.134878054,-1.117443026,-0.460468929,-0.06787834,1.432531879,-0.136981363,-1.090034933,-0.382419401,0.054917919,1.577247536,-0.222969615,-1.132989188,-0.678672191,-0.200116944
VPS26A,O75436,Vacuolar protein sorting-associated protein 26A,O75436;O75436-2,Endosome,3,1.786679994,0.064469017,-1.307965668,-0.716173028,0.429856951,1.668981397,-0.076067393,-1.268990588,-0.357141346,0.473734968,1.802854947,0.001009533,-1.186984346,-0.589354974,0.446679711
VPS26B,Q4G0F5,Vacuolar protein sorting-associated protein 26B,Q4G0F5,Endosome,3,2.455360102,-0.00128457,-1.51742015,-0.670153084,0.548831154,2.322072357,-0.123355365,-1.429070819,-0.361842732,0.599317794,2.487151877,-0.10654459,-1.266628304,-0.528822947,0.854873369
VPS28,Q9UK41,Vacuolar protein sorting-associated protein 28 homolog,Q9UK41;Q9UK41-2,,3,0.443288375,0.255682003,-0.167960667,-0.360082546,-0.216987643,0.437121184,0.273217473,-0.547995047,-0.431695439,-0.641783805,0.235359447,0.194339249,-0.303952755,-0.779125267,-0.607660593
VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,Q9UBQ0;Q9UBQ0-2,Endosome,3,1.633849659,0.022474347,-1.317822262,-0.762901347,0.487897901,1.932703738,-0.159202442,-1.266975456,-0.3631782,0.517326092,1.773025765,-0.08653801,-1.211999262,-0.651948921,0.522457558
VPS33A,Q96AX1,Vacuolar protein sorting-associated protein 33A,Q96AX1,Endosome,3,1.132905812,0.008200014,-0.820106829,-0.41636539,-0.054197554,1.40599236,-0.253016569,-1.041060839,-0.212300085,-0.300199648,0.990010902,-0.301763738,-0.941669649,-0.570078792,-0.024854095
VPS35,Q96QK1,Vacuolar protein sorting-associated protein 35,Q96QK1,Endosome,3,1.860843644,0.043344505,-1.394069557,-0.78739331,0.386369519,1.873891924,-0.12285258,-1.283281214,-0.327782874,0.544782105,1.917660888,-0.091018051,-1.223879163,-0.692688061,0.516822023
VPS36,Q86VN1,Vacuolar protein-sorting-associated protein 36,Q86VN1;Q86VN1-2,,3,0.538637485,1.346020784,0.170950553,-0.215194527,-0.881029036,0.218719182,0.310456462,0.043904394,-0.632136936,-0.655807792,-0.206145724,0.973721471,0.158078456,-0.502157741,-0.778580695
VPS37B,Q9H9H4,Vacuolar protein sorting-associated protein 37B,Q9H9H4,,1,,,,,,0.914334899,0.801489796,0.130799111,-0.52327615,-0.508937076,,,,,
VPS39,Q96JC1-2,Vam6/Vps39-like protein,Q96JC1-2;Q96JC1,,3,1.265736926,0.401848875,-0.671577106,-0.733963106,0.165944088,1.69683959,0.126179949,-0.763219637,-0.4965902,0.024035935,1.494210777,0.090040415,-0.819342892,-0.62644644,0.033088169
VPS41,P49754,Vacuolar protein sorting-associated protein 41 homolog,P49754;P49754-2;P49754-3,Endosome,2,,,,,,0.954717448,-0.265656722,-1.032123133,-0.065793018,0.538836108,1.567009935,-0.279528896,-0.969141326,-0.334534459,0.658462861
VPS45,Q9NRW7,Vacuolar protein sorting-associated protein 45,Q9NRW7;Q9NRW7-2,Endosome,3,0.89569039,0.224534263,-0.71465697,-0.579900319,-0.119243958,0.893672852,0.140255134,-0.661318875,-0.380202009,-0.169501272,0.823830866,0.202135581,-0.695161907,-0.603862437,-0.040660121
VPS4A,Q9UN37,Vacuolar protein sorting-associated protein 4A,Q9UN37,,1,,,,,,-0.562665714,-0.85754735,-1.345894465,-0.449493299,0.44625623,,,,,
VPS51,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog,Q9UID3;Q9UID3-2,,3,0.44456106,1.245252252,0.088141597,-0.501626572,-1.017329443,1.017565643,0.835034744,0.008200014,-0.755283396,-1.177065952,-0.959822959,0.872474197,-0.085573247,-0.802033988,-1.097301227
VPS52,Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog,Q8N1B4;Q8N1B4-2,,3,1.065572312,0.650856448,0.219958398,-0.526327366,-0.755989781,0.682753061,0.724126354,-0.226459335,-0.64167126,-1.039517945,0.186754085,0.261350279,-0.202223322,-0.785377799,-1.197335269
VPS53,Q5VIR6-4,Vacuolar protein sorting-associated protein 53 homolog,Q5VIR6-4;Q5VIR6;Q5VIR6-2;Q5VIR6-3,,3,1.11363383,1.304160547,0.170437869,-0.620223799,-0.899668179,1.021479727,0.998845382,-0.156530635,-0.742820373,-0.852120245,0.782995589,0.789854426,-0.251504418,-0.854596438,-1.167377289
VRK2,Q86Y07,Serine/threonine-protein kinase VRK2,Q86Y07;Q86Y07-5;Q86Y07-2;Q86Y07-3;Q86Y07-4,,3,0.517326092,-0.588877512,-0.580892633,0.981779604,1.729400499,0.489440176,-0.551585314,-0.527699401,1.10614728,2.315537249,0.369159346,-0.801983681,-0.808159449,1.029346866,2.271575078
VTI1A,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A,Q96AJ9;Q96AJ9-1,Endosome,1,0.362441834,-0.100886256,-0.357270707,-0.273360574,-0.141732484,,,,,,,,,,
VTI1B,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,Q9UEU0;Q9UEU0-2,Endosome,3,1.141628974,-0.274127993,-0.92697501,-0.134350355,0.692784257,1.229403344,-0.380239564,-0.97355402,0.406754337,0.831147604,1.454860221,-0.235212254,-0.878135814,0.104605043,0.894061059
VWA8,A3KMH1,von Willebrand factor A domain-containing protein 8,A3KMH1;A3KMH1-3;A3KMH1-2,,3,-1.020135618,-0.583743938,1.973831658,2.978964374,4.385085854,-0.945359869,-0.624732537,2.197896836,3.716771456,-0.259650929,-0.782794105,-0.357769778,2.252021989,2.699929136,3.623047448
WAC,Q9BTA9,WW domain-containing adapter protein with coiled-coil,Q9BTA9;Q9BTA9-2;Q9BTA9-3,,3,0.327457434,0.676177124,-1.249616455,-2.254014081,-2.224047661,0.354564999,1.199311135,-1.003813751,-1.982391601,-2.199586687,0.467175123,1.10440376,-0.950034733,-1.92939085,-2.177816446
WARS,P23381,"Tryptophan--tRNA ligase, cytoplasmic",P23381;P23381-2,,3,-0.269773078,0.125386605,-0.503629691,-0.875142533,-0.888941971,-0.295251953,-0.154907435,-0.534850915,-0.909011112,-0.896441935,-0.398075332,-0.057196515,-0.549028973,-1.273517513,-1.088592192
WARS2,Q9UGM6,"Tryptophan--tRNA ligase, mitochondrial",Q9UGM6,Mitochondrion,3,-1.071724438,-0.4077463,2.980719967,2.865681314,2.881214319,-0.933215038,-0.546161126,2.839294505,3.190109117,2.633547458,-0.885126621,-0.295004128,2.95486631,3.636334602,3.307078739
WASF2,Q9Y6W5,Wiskott-Aldrich syndrome protein family member 2,Q9Y6W5;Q9Y6W5-2,,3,0.373509016,0.810648748,0.229710962,-0.287307383,-0.487580936,0.482538548,0.524464926,-0.211264182,-0.270207978,-0.660474907,0.366028399,0.254594043,-0.205014447,-0.613520111,-0.602635115
WASL,O00401,Neural Wiskott-Aldrich syndrome protein,O00401,,3,1.191752134,1.334453862,0.195347598,-0.665385962,-0.931342946,1.086783766,0.951065525,-0.231481115,-0.645638116,-1.038836037,0.716771456,0.728486533,-0.153735367,-1.10547323,-1.232192678
WBP11,Q9Y2W2,WW domain-binding protein 11,Q9Y2W2,,3,1.155360663,1.541267018,-0.422617097,-1.616746383,-1.78348926,0.893206865,1.148478616,-0.642661952,-1.563966122,-1.810409453,1.033792989,1.258820397,-0.594987917,-1.666576266,-1.979544025
WBSCR16,Q96I51,Williams-Beuren syndrome chromosomal region 16 protein,Q96I51;Q96I51-3;Q96I51-2,,2,,,,,,-1.052146857,-0.618517267,2.964102854,4.913703242,5.000540909,-1.059675361,-0.522902975,3.186722396,2.620117165,3.168337163
WDFY1,Q8IWB7,WD repeat and FYVE domain-containing protein 1,Q8IWB7,Endosome,3,0.713607843,0.057415612,-1.20031584,-0.605946892,0.583711623,2.214715443,-0.113488871,-1.279143697,-0.309591845,0.536649754,1.780772023,-0.183981994,-1.168511853,-0.568237992,0.386369519
WDR1,O75083,WD repeat-containing protein 1,O75083;O75083-3,,3,-1.133970365,-0.510046099,-0.116207165,0.376623787,1.047259175,-0.991713918,-0.631399253,-0.158139565,0.585347168,1.153805336,-0.9216361,-0.531885928,0.07819992,0.370610693,1.129942384
WDR11,Q9BZH6,WD repeat-containing protein 11,Q9BZH6,,3,1.078473209,1.193771743,0.072723231,-0.712220404,-1.042664824,1.269152867,0.760859637,0.160920188,-0.46315135,-0.995390747,1.196355243,0.919988339,0.122738972,-0.585994397,-0.681191497
WDR12,Q9GZL7,Ribosome biogenesis protein WDR12,Q9GZL7,,2,,,,,,-0.94300037,0.918462565,-0.249719371,-0.742820373,-1.465619605,-1.389110992,1.471135424,0.18497846,-1.25349804,-1.815123071
WDR18,Q9BV38,WD repeat-containing protein 18,Q9BV38,,3,0.317651385,1.706331623,-0.636458833,-1.919806256,-2.88438074,0.37784561,1.52326084,-0.330918794,-1.375122389,-2.574497727,0.225768496,1.816517791,0.226015216,-1.370750639,-2.401482338
WDR3,Q9UNX4,WD repeat-containing protein 3,Q9UNX4,,3,-0.243728175,0.941181449,0.003314389,-0.77598443,-1.682788564,-0.801908223,1.46430232,-0.252896226,-1.140412041,-1.485680764,-1.352399973,1.687643025,-0.335080321,-1.315091517,-1.772505349
WDR36,Q8NI36,WD repeat-containing protein 36,Q8NI36,,2,-0.66879927,2.124361224,0.016924144,-1.142735555,-1.395245456,-0.820387041,1.750606505,0.062121712,-1.050233507,-1.497078793,,,,,
WDR43,Q15061,WD repeat-containing protein 43,Q15061,,2,-0.776725743,1.829321896,0.439037963,-0.581648112,-1.338834162,-0.869148184,1.23572706,0.337311477,-0.650589427,-1.365797079,,,,,
WDR45B,Q5MNZ6,WD repeat domain phosphoinositide-interacting protein 3,Q5MNZ6,,2,,,,,,1.777240847,-0.70246813,-1.455297014,1.204391163,2.804858963,1.432799099,-0.787094538,-1.534370257,0.688672738,2.668096426
WDR5,P61964,WD repeat-containing protein 5,P61964,,1,,,,,,-1.025500056,0.425136999,-0.109872428,-0.80513128,-1.212567535,,,,,
WDR61,Q9GZS3,WD repeat-containing protein 61,Q9GZS3,,3,1.921017325,1.680324357,0.365916454,-0.880285269,-1.349088422,1.83802395,1.503806661,0.26447638,-0.643923818,-1.468970444,1.617580599,1.381670993,0.077653186,-1.003669107,-1.541324027
WDR75,Q8IWA0,WD repeat-containing protein 75,Q8IWA0,,3,-0.050666778,1.574004598,0.19496955,-0.826872567,-1.362046682,-0.346426301,1.577295882,0.009203827,-0.677910332,-1.2885932,-0.835548373,1.609613144,0.010206943,-0.767388357,-1.548480267
WDR77,Q9BQA1,Methylosome protein 50,Q9BQA1;Q9BQA1-2,,3,0.056860943,0.247806018,-0.328779104,-0.425946946,-0.966094272,-0.154875311,0.042083959,-0.358897945,-0.351203258,-0.885499707,0.035060797,0.276198865,0.084608575,-0.395852747,-0.853944396
WDR82,Q6UXN9,WD repeat-containing protein 82,Q6UXN9,,3,0.308127844,1.253142153,-0.354667246,-1.398740874,-1.871865001,0.183200647,0.760774494,-0.622176595,-1.248107862,-1.591788143,0.176833371,0.969749128,-0.391569219,-1.4572764,-1.708207867
WDR92,Q96MX6,WD repeat-containing protein 92,Q96MX6;Q96MX6-2,,3,1.422663592,1.623679608,-0.145014959,-0.8617622,-0.736364596,1.659376595,1.287472295,-0.34980528,-0.929253478,-0.7689363,1.166265537,1.312084262,-0.755819243,-1.602744654,-1.364570629
WFS1,O76024,Wolframin,O76024,,2,0.370722275,-0.832308094,-0.748989933,0.786094468,2.185612862,0.539630325,-0.685871965,-0.627716487,1.007267275,-0.358712939,,,,,
WIBG,Q9BRP8-2,Partner of Y14 and mago,Q9BRP8-2,,3,2.556895319,2.27967929,0.554343266,-0.579512208,-1.257252146,2.471369575,1.569539699,-0.005898236,-0.80725033,-1.535080851,1.982509934,1.501209824,-0.097856941,-1.000288568,-1.810864937
WIPF1,O43516,WAS/WASL-interacting protein family member 1,O43516;O43516-4;O43516-3;O43516-2,,1,1.518484782,1.194213156,0.13395801,-0.674682671,-0.917896955,,,,,,,,,,
WIPF2,Q8TF74,WAS/WASL-interacting protein family member 2,Q8TF74;Q8TF74-2,,3,1.234010733,1.542505701,0.160533009,-0.594966126,-0.856867844,0.895457741,0.791355669,-0.315791676,-0.579425975,-1.055261471,0.55011263,0.618426617,-0.242481712,-0.934924066,-1.198692321
WLS,Q5T9L3-2,Protein wntless homolog,Q5T9L3-2,,3,0.355918372,-0.538324769,-0.621754745,0.568032105,2.023113383,0.329066174,-0.603160982,-0.536649578,0.928578776,1.775219145,0.352758525,-0.490516968,-0.612086076,0.745882689,2.350638681
WNK1,Q9H4A3-5,Serine/threonine-protein kinase WNK1,Q9H4A3-5;Q9H4A3;Q9H4A3-2;Q9H4A3-6;Q9H4A3-7;Q9H4A3-4,,3,-0.136711702,0.718262977,-0.07305934,-0.555757006,-0.88811401,-0.29074466,0.029276182,-0.252449326,-0.663716612,-1.154891373,-0.418214925,0.223793216,-0.633165851,-1.34916193,-1.664105192
WNT5A,P41221,Protein Wnt-5a,P41221;P41221-2,,1,-0.390131593,-0.639871744,-0.609134246,0.709731759,2.303137784,,,,,,,,,,
WWP2,O00308,NEDD4-like E3 ubiquitin-protein ligase WWP2,O00308;O00308-2,,3,0.911729925,0.240008965,-0.186655915,-0.045118805,0.020768865,0.685984987,-0.014878509,-0.39950187,-0.150064773,-0.245762391,0.659376595,-0.436353731,-0.53866004,-0.639691915,-0.08805537
XAB2,Q9HCS7,Pre-mRNA-splicing factor SYF1,Q9HCS7,,3,0.125254339,0.668663778,-0.685895173,-1.265656722,-1.518329065,0.099497201,0.508530069,-0.169906968,-0.617498743,-1.313907407,-0.037265909,0.522658421,-0.536712363,-1.019170379,-1.547299148
XPNPEP3,Q9NQH7,Probable Xaa-Pro aminopeptidase 3,Q9NQH7;Q9NQH7-4;Q9NQH7-2,,1,,,,,,-0.92355036,-0.621000163,3.335854801,1.898169648,4.255727317,,,,,
XPO1,O14980,Exportin-1,O14980,,3,-1.083018978,-0.924727522,-0.974914491,-0.475073774,0.093154488,-1.204964558,-1.156144758,-0.892178244,-0.259858205,0.092342769,-0.790683892,-0.503220666,-0.405394126,-0.270138386,0.660654852
XPO5,Q9HAV4,Exportin-5,Q9HAV4,,2,-0.682742247,-0.014179006,-0.261776924,-0.450498394,-1.800877358,-0.714609619,-0.247097301,-1.073271825,-1.140666491,-1.740576848,,,,,
XPOT,O43592,Exportin-T,O43592,,1,,,,,,-0.865831642,-0.558197845,-1.261292682,-1.88811401,-0.510868147,,,,,
XPR1,Q9UBH6,Xenotropic and polytropic retrovirus receptor 1,Q9UBH6;Q9UBH6-2,Plasma membrane,1,,,,,,,,,,,0.010923027,-0.550105887,-0.316007178,0.733354341,1.498761466
XRCC5,P13010,X-ray repair cross-complementing protein 5,P13010,,3,1.729531018,1.695102986,-0.166713173,-1.249513546,-1.459774299,1.57468283,1.353097411,-0.335790251,-1.17700071,-1.384772056,1.386866115,1.360083296,-0.407593196,-1.41734766,-1.563198526
XRCC6,P12956,X-ray repair cross-complementing protein 6,P12956;P12956-2,,3,1.676538227,1.737686761,-0.168884833,-1.214441079,-1.45648432,1.519139283,1.387638259,-0.368979557,-1.19482313,-1.426160163,1.360420466,1.412944073,-0.408071699,-1.436041408,-1.565716059
XRN1,Q8IZH2-2,5-3 exoribonuclease 1,Q8IZH2-2;Q8IZH2,,3,1.980610305,1.644825355,0.094641454,-0.917815185,-1.249856604,1.729182941,1.253323719,0.072723231,-0.70188133,-1.166567432,1.605920963,1.698262937,0.152897287,-0.840861698,-1.241406863
XRN2,Q9H0D6,5-3 exoribonuclease 2,Q9H0D6;Q9H0D6-2,,2,,,,,,0.2450088,1.294311961,-0.453814255,-1.035638337,-1.910610327,0.016924144,1.202323681,-0.247885135,-1.23575577,-1.841766396
XXYLT1,Q8NBI6,Xyloside xylosyltransferase 1,Q8NBI6,,2,,,,,,0.47529245,-0.670612293,-0.573531269,1.236462004,2.110296419,0.431569476,-0.446934456,-0.558707759,0.999711432,2.229372579
YARS,P54577,"Tyrosine--tRNA ligase, cytoplasmic",P54577,,3,0.335597588,0.730139952,-0.074547391,-0.58225278,-0.614248706,0.363114995,0.353887836,-0.34362262,-0.765915668,-0.855039995,0.177343788,0.23511432,-0.345674453,-1.042337942,-0.998990467
YARS2,Q9Y2Z4,"Tyrosine--tRNA ligase, mitochondrial",Q9Y2Z4,Mitochondrion,3,-1.098629122,-0.576475612,3.047608184,3.877449792,3.690193578,-0.97670206,-0.660634539,2.794395071,4.057796824,4.116115191,-0.878745828,-0.334116105,3.348657345,4.290719283,3.657754319
YBX1,P67809,Nuclease-sensitive element-binding protein 1,P67809,,3,2.166008383,1.436268465,-0.062956986,-0.927386515,-1.007695626,2.077824062,1.14254414,-0.150961523,-0.891508997,-1.059825731,2.081850889,1.210139457,-0.108456381,-0.932994666,-1.019726044
YBX3,P16989,Y-box-binding protein 3,P16989;P16989-3,,3,2.146036047,1.435681927,-0.001039115,-0.810181765,-0.921663429,1.869871406,0.950169766,-0.242908462,-0.83040846,-1.03029507,1.92664469,1.061084921,-0.160927257,-0.988475737,-1.030855037
YES1,P07947,Tyrosine-protein kinase Yes,P07947,,3,-0.57385335,-0.393595676,-0.255632205,0.463308566,2.519214783,-0.47786388,-0.524998152,-0.312616758,0.866393698,2.389153767,-0.263057489,-0.39571988,-0.319315577,0.525668007,2.423631952
YIF1A,O95070,Protein YIF1A,O95070,,3,0.68230361,0.427177055,-0.163235609,-0.671737971,-0.233973124,0.748547105,0.186754085,-0.27767388,-0.514408303,-0.181149439,0.860764203,0.3658045,-0.224586986,-0.529343403,-0.193700692
YIF1B,Q5BJH7-2,Protein YIF1B,Q5BJH7-2,,2,0.446679711,-0.071906398,-0.556414565,-0.415749404,-0.014310137,0.534360472,-0.080408207,-0.472429163,-0.056596224,0.230817842,,,,,
YIPF3,Q9GZM5,Protein YIPF3,Q9GZM5,,3,-0.914629735,-0.072027717,1.057831475,1.712639798,1.579131864,-0.767093699,-0.612174283,0.500394166,1.213565031,1.354621415,-0.776874052,-0.387279502,0.51944126,1.105275783,1.523662314
YIPF4,Q9BSR8,Protein YIPF4,Q9BSR8,,1,-0.756672137,-0.071587984,1.284810223,1.095856924,1.500598124,,,,,,,,,,
YIPF5,Q969M3,Protein YIPF5,Q969M3;Q969M3-3,Ergic/cisGolgi,3,0.641268561,0.318924164,-0.269825259,-0.446030105,-0.16236349,0.794020696,0.094641454,-0.102960985,-0.209561572,-0.061420617,0.847435749,0.336283388,-0.211264182,-0.245967682,0.171463056
YIPF6,Q96EC8,Protein YIPF6,Q96EC8,,3,0.319502329,0.281905924,-0.462634347,-0.266992816,-0.424106835,0.413810687,-0.092140239,-0.196310053,-0.162928692,-0.243540283,0.383718115,0.320311371,-0.102294888,-0.071572823,-0.151826775
YME1L1,Q96TA2,ATP-dependent zinc metalloprotease YME1L1,Q96TA2;Q96TA2-3;Q96TA2-2,,3,-1.160362838,-0.622776279,2.630428771,0.31823006,3.56839699,-1.062203659,-0.682834882,2.377679059,3.946917968,3.334997245,-0.977014402,-0.498015727,3.023219861,3.997111721,3.879803772
YTHDC2,Q9H6S0,Probable ATP-dependent RNA helicase YTHDC2,Q9H6S0,,3,2.511721033,1.590578068,0.213751646,-0.749208165,-1.16980959,1.90014226,1.338795203,-0.061044306,-0.856423725,-1.31329779,1.996027123,1.382169209,-0.010730175,-1.060908858,-1.410428246
YTHDF1,Q9BYJ9,YTH domain-containing family protein 1,Q9BYJ9,Large Protein Complex,3,1.962067736,1.351006344,-0.014587008,-0.949756043,-0.979430239,1.734221866,1.157690514,-0.306823081,-0.877552565,-0.921308196,2.018740984,1.215989154,-0.2277596,-1.026675272,-1.0195213
YTHDF2,Q9Y5A9,YTH domain-containing family protein 2,Q9Y5A9;Q9Y5A9-2,Large Protein Complex,3,2.137044411,1.392921854,-0.138854519,-0.961367164,-0.795408511,1.985136067,1.123467556,-0.369538611,-0.982021098,-0.955256179,1.90180335,1.114500293,-0.426043859,-1.332571064,-1.095882041
YTHDF3,Q7Z739,YTH domain-containing family protein 3,Q7Z739,Large Protein Complex,3,2.182247345,1.522859255,-0.069784965,-0.944165758,-0.79483273,1.983385843,1.137372364,-0.262140212,-0.903954095,-1.013013922,1.860207991,1.08236197,-0.388204397,-1.113504479,-1.01449957
YWHAB,P31946,14-3-3 protein beta/alpha,P31946;P31946-2,Large Protein Complex,3,-0.627114747,-0.247148668,-0.616171313,-0.543887773,-0.168998368,-0.674521477,-0.564968875,-0.647015542,-0.512122674,-0.176413665,-0.583873677,-0.318505757,-0.368960926,-0.642369177,0.008630305
