"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AT3G04260.1,AT3G04260,0,100,0,2,0,2,0,0," -"," -",Y,C,"SAP domain-containing protein, contains Pfam domain PF02037: SAP domain | chr3:112","28.3* DNA.plastid nucleoid interacting",plastid,"plastid chromosome",C,STR,Nucleoid,0,103.12,4.94,913,"16326926(nucleoids); "," -"
AT3G48500.1,AT3G48500,0,100,0,11,0,9,0,2," -"," -",Y,C,"PDE312 | expressed protein | chr3:17973189-17976430 FORWARD | Aliases: T29H11.270, PDE312","35.2 not assigned.unknown"," -","plastid chromosome",C,STR,Nucleoid,0,78.81,4.96,668,"15028209(Total chloroplast); 16326926(nucleoids); "," -"
AT2G16640.1,AT2G16640,100,0,0,2,2,0,0,0,ENV," -",-,_,"TOC132 | chloroplast outer membrane protein, putative, similar to chloroplast protein imp","29.3.3 protein.targeting.chloroplast",envelope-outer,"chloroplast outer membrane",C,ENV,OM,0,132.27,4.75,1206,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT2G34585.1,AT2G34585,100,0,0,2,2,0,0,0," -"," -",-,S,"expressed protein | chr2:14575126-14575716 REVERSE | Aliases: None","35.2 not assigned.unknown"," -"," -",C,ENV,OM,1,8.57,4.03,81,"15539469(vacuole); "," -"
AT3G25690.1,AT3G25690,100,0,0,2,2,0,0,0," -"," -",-,S,"hydroxyproline-rich glycoprotein family protein, Common family members: At4g18570,","35.1.41 not assigned.no ontology.hydroxyproline rich proteins"," -"," -",C,ENV,OM,0,111.91,5.43,1004," -","14615600(Plastid  -SUBA); "
AT1G26340.1,AT1G26340,100,0,0,3,3,0,0,0," -",ENV,-,_,"cytochrome b5, putative, similar to cytochrome b5 GB:BAA74839 GI:4240120 from (Ara","21.3 redox.heme",envelope," -",C,ENV,OM,1,15.22,4.49,135," -"," -"
AT1G76405.2,AT1G76405,100,0,0,3,3,0,0,0," -",ENV,-,_,"expressed protein | chr1:28666817-28668683 FORWARD | Aliases: None","35.2 not assigned.unknown",envelope-outer,"chloroplast envelope",C,ENV,OM,0,19.45,9.49,167,"12766230(Total chloroplast envelope); "," -"
AT5G51020.1,AT5G51020,100,0,0,4,4,0,0,0," -"," -",-,C,"expressed protein, similar to unknown protein (pir::S76207) | chr5:20762680-207644","35.2 not assigned.unknown"," -"," -",C,ENV,OM,0,30.33,6.46,269," -","15086805(Plastid  -SUBA); "
AT1G20816.1,AT1G20816,100,0,0,5,5,0,0,0," -"," -",-,_,"expressed protein | chr1:7233757-7235117 FORWARD | Aliases: F2D10.33, F2D10_33","35.2 not assigned.unknown"," -"," -",C,ENV,OM,0,19.78,9.51,167," -"," -"
AT2G16070.2,AT2G16070,100,0,0,8,8,0,0,0," -"," -",-,M,"expressed protein | chr2:6990974-6992544 REVERSE | Aliases: F7H1.9, F7H1_9","35.2 not assigned.unknown"," -"," -",C,ENV,OM,0,24.77,9.16,224," -"," -"
AT5G42960.1,AT5G42960,100,0,0,26,26,0,0,0," -",ENV,-,_,"expressed protein | chr5:17252320-17253886 FORWARD | Aliases: MBD2.16, MBD2_16","35.2 not assigned.unknown",envelope-outer," -",C,ENV,OM,0,23.41,9.26,213,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT2G43950.1,AT2G43950,95.6181472028312,0,4.38185279716878,46,42,0,2,2," -",ENV,Y,C,"expressed protein | chr2:18207400-18209746 REVERSE | Aliases: F6E13.8","35.2 not assigned.unknown",envelope-outer,"chloroplast & chloroplast inner membrane",C,ENV,OM,0,38.83,9.16,343,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT1G02280.1,AT1G02280,91.8183225636816,0,8.18167743631836,64,54,0,5,5,ENV," -",-,_,"GTP-binding protein (TOC33), identical to atToc33 protein (GI:11557973) (Arabidops","29.3.3 protein.targeting.chloroplast",envelope-outer-integral,"chloroplast outer membrane",C,ENV,OM,0,32.92,9.1,297,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); "," -"
AT3G52230.1,AT3G52230,93.7761226681843,0,6.22387733181566,69,58,0,4,7," -",ENV,-,_,"expressed protein | chr3:19382265-19383653 FORWARD | Aliases: T25B15.4","35.2 not assigned.unknown",envelope-outer,"chloroplast outer membrane & thylakoid membrane (sensu Viridiplantae)",C,ENV,OM,0,16.12,4.51,145,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT5G05000.1,AT5G05000,98.5628370427822,0,1.43716295721783,67,66,0,1,0,ENV," -",-,_,"translocate of chloroplast 34 (TOC34) / GTP-binding protein (OEP34), contains Pfam","29.3.3 protein.targeting.chloroplast",envelope-outer-integral,"chloroplast outer membrane",C,ENV,OM,0,34.7,9.42,313,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT3G49560.1,AT3G49560,100,0,0,73,71,0,0,2," -",ENV,-,_,"mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family p","29.3.2 protein.targeting.mitochondria",envelope," -",C,ENV,OM,0,27.98,9.49,261,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT5G19620.1,AT5G19620,100,0,0,85,85,0,0,0," -",ENV,Y,C,"outer membrane OMP85 family protein, weak similarity to chloroplastic outer envelo","29.3.3 protein.targeting.chloroplast",envelope-outer,"chloroplast envelope",C,ENV,OM,0,79.93,8.41,732,"12938931(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT3G06510.1,AT3G06510,100,0,0,126,126,0,0,0," -",ENV,-,S,"glycosyl hydrolase family 1 protein, similar to Beta-galactosidase (SP:P22498) (Su","26.3 misc.gluco-, galacto- and mannosidases",envelope," -",C,ENV,OM,2,70.77,8.79,622,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(UNKNOWN-LOPIT-callus); "," -"
AT1G77590.1,AT1G77590,99.3983845835851,0,0.60161541641492,160,159,0,1,0," -",ENV,-,C,"long-chain-fatty-acid--CoA ligase family protein / long-chain acyl-CoA synthetase ","11.1.9 lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase",envelope-outer,chloroplast,C,ENV,OM,0,76.17,6.53,691,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); ","12177483(Plastid  -SUBA); "
AT2G28900.1,AT2G28900,90.4990044017245,0,9.50099559827547,198,165,0,18,15,ENV," -",-,_,"mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family p","34.8 transport.metabolite transporters at the envelope membrane",envelope-outer," -",C,ENV,OM,0,15.48,9.16,148,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 15539469(vacuole); "," -"
AT3G63160.1,AT3G63160,87.5722249672631,0,12.4277750327369,273,217,0,32,24," -",ENV,-,_,"expressed protein | chr3:23344488-23345009 REVERSE | Aliases: F16M2.10","35.2 not assigned.unknown",envelope-outer-integral,"chloroplast outer membrane & thylakoid membrane (sensu Viridiplantae)",C,ENV,OM,1,7.25,9.04,69,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT3G46740.1,AT3G46740,96.2137079314021,0,3.78629206859788,296,269,0,11,16," -",ENV,Y,C,"chloroplast outer envelope protein, putative, similar to chloroplastic outer envel","29.3.3 protein.targeting.chloroplast",envelope-outer,"integral to chloroplast outer membrane",C,ENV,OM,0,89.19,8.93,818,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 15815986(Leaf); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT4G02510.1,AT4G02510,98.7463149518724,0,1.25368504812762,389,379,0,5,5," -",ENV,-,_,"chloroplast outer membrane protein, putative, similar to chloroplast protein impor","29.3.3 protein.targeting.chloroplast",envelope-outer,"chloroplast outer membrane",C,ENV,OM,0,160.82,4.42,1503,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); ","12853455(Cytosol  -SUBA); 12853455(Plastid  -SUBA); "
AT2G33210.1,AT2G33210,27.3330938388925,72.6669061611075,0,36,2,17,0,17," -"," -",-,M,"chaperonin, putative ","29.6 protein.folding",mitochondria,mitochondrion,C/Mito,ENV,OM,0,61.97,6.37,585,"15028209(Total chloroplast); MitoDB(Mitochondrial proteome); 15276431(Mitochondrial proteome); 16242667(mature Pollen); 16358359(cell suspension (Gamborg)); 16055689(Glutathionylated suspension cell); 15815986(seedling); 15815986(Leaf); 11402211,12068122,"," -"
AT4G26670.1,AT4G26670,100,0,0,4,3,0,0,1," -"," -",-,_,"mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family p","29.3.2 protein.targeting.mitochondria"," -"," -",C/Mito,ENV,OM,0,21.81,7.62,210,"12766230(Total chloroplast envelope); "," -"
AT4G29130.1,AT4G29130,100,0,0,4,4,0,0,0," -"," -",-,S,"hexokinase 1 (HXK1), identical to hexokinase 1 (Arabidopsis thaliana) Swiss-Prot:Q","2.2.1.4 major CHO metabolism.degradation.sucrose.hexokinase"," -",mitochondrion,C/Mito,ENV,OM,1,53.7,5.75,496,"MitoDB(Mitochondrial proteome); 15539469(vacuole); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT5G55510.1,AT5G55510,100,0,0,4,4,0,0,0," -"," -",-,_,"similar to mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim","29.3.2 protein.targeting.mitochondria"," -"," -",C/Mito,ENV,OM,0,22.52,9.08,214,"12766230(Total chloroplast envelope); "," -"
AT3G17970.1,AT3G17970,100,0,0,55,55,0,0,0," -"," -",-,S,"chloroplast outer membrane translocon subunit, putative, similar to Toc64 (Pisum s","26.33*  misc. tetratricopeptide repeat (TPR) unknown function"," -"," -",C/Mito,ENV,OM,1,64.02,8.61,589," -","12954611(Mitochondrion  -SUBA); 14741350(Plastid  -SUBA); "
AT5G24650.1,AT5G24650,100,0,0,60,57,0,0,3," -"," -",-,_,"mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family p","29.3.2 protein.targeting.mitochondria"," -"," -",C/Mito,ENV,OM,0,27.77,9.6,259,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14760709(Vacuolar proteome); 15060130(Plasma Membrane proteome); "," -"
AT4G05390.1,AT4G05390,0,100,0,8,0,7,0,1," -"," -",Y,C,"ferredoxin--NADP(+) reductase, putative / adrenodoxin reductase, putative, strong ","1.1.7 PS.lightreaction.ferredoxin reductase",thylakoid-peripheral-stromal-side," -",C,THY,stromal-side,0,42.39,8.77,378," -"," -"
AT2G05620.1,AT2G05620,11.4957517352685,0,88.5042482647315,36,2,0,16,18," -"," -",Y,_,"expressed protein | chr2:2081050-2081837 REVERSE | Aliases: T20G20.3, T20G20_3","1.1.40 PS.lightreaction.cyclic electron flow-chlororespiration",thylakoid-peripheral-stromal-side,"thylakoid (sensu Viridiplantae)",C,THY,stromal-side,0,14.29,10.65,133,"14729914(thylakoid stripped); "," -"
AT3G56940.1,AT3G56940,63.8531657855569,0,36.1468342144431,94,34,0,20,40," -"," -",Y,C,"dicarboxylate diiron protein, putative (Crd1), similar to leucine-containing zippe","19.12 tetrapyrrole synthesis.magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase","envelope-inner-peripheral-stromal-side; thylakoid-peripheral-stromal-side","thylakoid membrane (sensu Viridiplantae) & chloroplast inner membrane",C,ENV,"thy mb",0,47.63,8.55,409,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); "," -"
AT3G25780.1,AT3G25780,100,0,0,3,3,0,0,0," -"," -",Y,C,"allene oxide cyclase, putative / early-responsive to dehydration protein, putative","17.7.1.4 hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase"," -"," -",C,ENV,unknown,0,28.39,9.19,258,"16618929(PlasmaMembrane-LOPIT-callus); "," -"
AT3G02450.1,AT3G02450,87.9136534382746,0,12.0863465617254,10,7,0,1,2," -"," -",Y,C,"cell division protein ftsH, putative, similar to SWISS-PROT:P46469 cell division p","29.5.7 protein.degradation.metalloprotease"," -"," -",C,ENV,unknown,1,69.41,9.67,622," -"," -"
AT3G59840.1,AT3G59840,100,0,0,7,7,0,0,0," -"," -",-,C,"expressed protein | chr3:22116499-22117175 REVERSE | Aliases: F24G16.110","35.2 not assigned.unknown"," -"," -",C,ENV,unknown,0,10.5,4.64,97,"12938931(Total chloroplast envelope); "," -"
AT5G25752.1,AT5G25752,96.2374433945941,3.76255660540588,0,9,8,1,0,0," -"," -",Y,M,"rhomboid family protein, contains Pfam profile PF01694: Rhomboid family | chr5:895","35.1 not assigned.no ontology"," -"," -",C,ENV,unknown,5,31.59,9.87,280," -"," -"
AT3G56160.1,AT3G56160,100,0,0,9,9,0,0,0," -"," -",Y,C,"expressed protein | chr3:20848423-20852520 REVERSE | Aliases: F18O21.120","35.2 not assigned.unknown"," -"," -",C,ENV,unknown,7,46.53,9.91,436,"12938931(Total chloroplast envelope); "," -"
AT2G37400.1,AT2G37400,100,0,0,18,18,0,0,0," -"," -",Y,C,"chloroplast lumen common family protein, very similar to GI:6729507 (At5g02590) an","35.1 not assigned.no ontology"," -"," -",C,ENV,unknown,0,38.15,6.7,333,"12938931(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT3G11560.2,AT3G11560,100,0,0,19,19,0,0,0," -"," -",Y,C,"expressed protein | chr3:3639447-3643582 FORWARD | Aliases: F24K9.23","35.2 not assigned.unknown"," -"," -",C,ENV,unknown,0,69.68,8.32,619,"12938931(Total chloroplast envelope); "," -"
AT4G32400.1,AT4G32400,100,0,0,22,22,0,0,0,ENV," -",Y,_,"mitochondrial substrate carrier family protein | chr4:15638631-15640471 FORWARD | ","2.1.2.5  major CHO metabolism.synthesis.starch.transporter"," -"," -",C,ENV,unknown,0,42.57,9.41,392,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT5G16010.1,AT5G16010,96.5583796606223,0,3.44162033937771,28,27,0,1,0," -"," -",-,_,"3-oxo-5-alpha-steroid 4-dehydrogenase family protein / steroid 5-alpha-reductase f","17.3.1.1.1 hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2"," -"," -",C,ENV,unknown,5,30.12,9.37,268,"12938931(Total chloroplast envelope); "," -"
AT5G65250.1,AT5G65250,96.5583796606223,0,3.44162033937771,28,27,0,1,0," -"," -",Y,C,"expressed protein | chr5:26095759-26097424 REVERSE | Aliases: MQN23.20, MQN23_20","35.2 not assigned.unknown"," -"," -",C,ENV,unknown,2,33.21,9.93,300,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT1G33810.1,AT1G33810,89.5536171546182,0,10.4463828453818,39,33,0,4,2," -",THY,-,_,"expressed protein | chr1:12265050-12266827 FORWARD | Aliases: F14M2.27","35.2 not assigned.unknown",thylakoid,"thylakoid membrane (sensu Viridiplantae)",C,ENV,unknown,0,15.69,8.82,138,"12938931(Total chloroplast envelope); 15322131(Thylakoid-stripped); "," -"
AT5G22830.1,AT5G22830,92.57574746789,0,7.42425253211002,39,36,0,3,0,ENV," -",Y,C,"magnesium transporter CorA-like family protein, weak similarity to SP:Q01926 RNA s","34.14 transport.unspecified cations"," -"," -",C,ENV,unknown,2,51.09,5.23,459,"12938931(Total chloroplast envelope); "," -"
AT2G44640.1,AT2G44640,90.7129420912497,0,9.28705790875033,55,47,0,5,3," -",ENV,-,C,"expressed protein | chr2:18424319-18426472 FORWARD | Aliases: F16B22.13","35.2 not assigned.unknown",envelope,"chloroplast envelope",C,ENV,unknown,0,49.83,8.8,451,"12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT5G64580.1,AT5G64580,100,0,0,52,52,0,0,0," -"," -",Y,C,"AAA-type ATPase family protein, similar to zinc dependent protease (Arabidopsis th","29.5.7 protein.degradation.metalloprotease"," -"," -",C,ENV,unknown,0,96.85,5.66,855,"12938931(Total chloroplast envelope); "," -"
AT4G23940.1,AT4G23940,99.5954448791242,0.40455512087578,0,78,77,1,0,0," -"," -",Y,C,"FtsH protease, putative, contains similarity to zinc dependent protease GI:7650138","29.5.7 protein.degradation.metalloprotease"," -"," -",C,ENV,unknown,3,105.54,7.64,946,"16618929(MITO/PLASTID-LOPIT-callus); "," -"
AT5G43745.1,AT5G43745,98.8113510664164,0,1.18864893358356,81,80,0,1,0," -"," -",Y,C,"phosphotransferase-related, similar to streptomycin-3'-phosphotransferase (Strepto","35.1 not assigned.no ontology"," -"," -",C,ENV,unknown,2,92.21,9.14,817,"12938931(Total chloroplast envelope); "," -"
AT2G26900.1,AT2G26900,71.835371943776,0,28.164628056224,40,27,0,11,2,ENV," -",Y,C,"bile acid:sodium symporter family protein, low similarity to SP:Q12908 Ileal sodiu","34.14 transport.unspecified cations"," -"," -",C,ENV_THY,unknown,9,43.6,8.95,409,"12766230(Total chloroplast envelope); "," -"
AT2G42130.4,AT2G42130,0,31.7077576668613,68.2922423331387,35,0,10,7,18," -"," -",Y,_,"expressed protein, contains weak hit to Pfam PF04755: PAP_fibrillin | chr2:1757329","26.31* misc. fibrillins",thylakoid-peripheral-stromal-side," -",C,PG,unknown,0,27.66,4.84,299,"11826309(thylakoid peripheral&lumen); 16414959(plastoglubular); "," -"
AT1G15730.1,AT1G15730,0,100,0,27,0,27,0,0," -"," -",Y,C,"PRLI-interacting factor L, putative, strong similarity to PRLI-interacting factor ","31.1 cell.organisation"," -"," -",C,STR,unknown,0,50.25,5.25,448," -"," -"
AT1G19740.1,AT1G19740,0,100,0,10,0,10,0,0," -"," -",Y,C,"ATP-dependent protease La (LON) domain-containing protein, weak similarity to SP:P","29.5.5 protein.degradation.serine protease"," -"," -",C,STR,unknown,0,31.37,8.29,278," -"," -"
AT1G19920.1,AT1G19920,0,100,0,42,0,30,0,12," -"," -",Y,C,"sulfate adenylyltransferase 2 / ATP-sulfurylase 2 (ASA1) (MET3-1) (APS2), identica","14.1 S-assimilation.APS"," -"," -",C,STR,unknown,0,53.63,6.14,476,"16055689(Glutathionylated suspension cell); 15815986(Silique); "," -"
AT1G31860.1,AT1G31860,0,100,0,29,0,27,0,2,STR," -",Y,M,"histidine biosynthesis bifunctional protein (HISIE), identical to histidine biosyn","13.1.7.2 amino acid metabolism.synthesis.histidine.phosphoribosyl-ATP diphosphatase"," -"," -",C,STR,unknown,0,31.66,5.89,281," -"," -"
AT1G32220.1,AT1G32220,0,100,0,9,0,8,0,1," -"," -",Y,C,"expressed protein | chr1:11607881-11609713 FORWARD | Aliases: F3C3.2, F3C3_2","35.2 not assigned.unknown","plastid stroma; plastoglobules"," -",C,STR,unknown,0,31.97,5.56,296,"16414959(plastoglubular); 16461379(plastoglubular); "," -"
AT1G35340.1,AT1G35340,0,100,0,5,0,5,0,0," -"," -",Y,C,"ATP-dependent protease La (LON) domain-containing protein, contains Pfam profile P","29.5 protein.degradation"," -"," -",C,STR,unknown,0,32.82,8.54,316," -"," -"
AT1G58080.1,AT1G58080,0,100,0,15,0,15,0,0,STR," -",Y,C,"ATATP-PRT1 (ATP PHOSPHORIBOSYL TRANSFERASE) ","13.1.7.1 amino acid metabolism.synthesis.histidine.ATP phosphoribosyl transferase"," -"," -",c,STR,unknown,0,44.55,6.03,411," -"," -"
AT1G63680.1,AT1G63680,0,100,0,1,0,1,0,0," -"," -",Y,C,"Mur ligase family protein, contains Pfam profile: PF01225 Mur ligase family, catal","35.1 not assigned.no ontology"," -"," -",C,STR,unknown,0,85.02,4.55,767,"16326926(nucleoids); "," -"
AT1G70570.1,AT1G70570,0,100,0,17,0,16,0,1,STR," -",Y,C,"anthranilate phosphoribosyltransferase, putative, similar to anthranilate phosphor","13.1.6.5.2 amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate phosphoribosyltransferase"," -"," -",C,STR,unknown,0,65.22,6.43,595," -"," -"
AT1G71920.1,AT1G71920,0,100,0,21,0,18,0,3,STR," -",Y,C,"histidinol-phosphate aminotransferase, putative ","13.1.7.6 amino acid metabolism.synthesis.histidine.histidinol-phosphate aminotransferase"," -"," -",C,STR,unknown,0,46.36,5.98,415," -"," -"
AT1G74030.1,AT1G74030,0,100,0,12,0,11,0,1," -"," -",Y,C,"enolase, putative, similar to Swiss-Prot:P15007 enolase (EC 4.2.1.11) (2-phosphogl","4.12 glycolysis.enolase"," -"," -",C,STR,unknown,0,51.47,5.78,477,"16358359(cell suspension (Gamborg)); 11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); ","12032082(Cytosol  -SUBA); 12032082(Nucleus  -SUBA); "
AT1G76760.1,AT1G76760,0,100,0,3,0,3,0,0," -"," -",Y,C,"thioredoxin family protein, similar to thioredoxin CH2, M-type, chloroplast precur","21.1 redox.thioredoxin"," -"," -",C,STR,unknown,0,19.25,9.02,172," -"," -"
AT2G31810.1,AT2G31810,0,100,0,7,0,7,0,0," -"," -",Y,C,"acetolactate synthase small subunit, putative ","13.1.4.1 amino acid metabolism.synthesis.branched chain group.common"," -"," -",C,STR,unknown,0,53.87,9.07,491," -"," -"
AT2G36145.1,AT2G36145,0,100,0,9,0,9,0,0," -"," -",Y,C,"expressed protein | chr2:15175620-15176585 FORWARD | Aliases: None","35.2 not assigned.unknown",thylakoid,"thylakoid membrane (sensu Viridiplantae)",C,STR,unknown,0,19.9,9.32,186,"15322131(Thylakoid-stripped); "," -"
AT2G45440.1,AT2G45440,0,100,0,8,0,5,0,3,STR," -",Y,C,"dihydrodipicolinate synthase 2 (DHDPS2), identical to dihydrodipicolinate synthase","13.1.3.5.1 amino acid metabolism.synthesis.aspartate family.lysine.dihydrodipicolinate synthase"," -"," -",C,STR,unknown,0,40.29,7.17,365," -"," -"
AT3G07630.1,AT3G07630,0,100,0,6,0,6,0,0," -"," -",Y,C,"prephenate dehydratase family protein, similar to P-protein: chorismate mutase, pr","13.1.6.3.1 amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase"," -"," -",C,STR,unknown,0,42.11,7.67,381," -"," -"
AT3G10050.1,AT3G10050,0,100,0,2,0,2,0,0," -"," -",Y,C,"threonine ammonia-lyase / threonine dehydratase / threonine deaminase  (OMR1), ide","13.2.5.1 amino acid metabolism.degradation.serine-glycine-cysteine group.serine"," -"," -",C,STR,unknown,0,64.63,7.2,592," -"," -"
AT3G12080.1,AT3G12080,0,100,0,3,0,3,0,0," -"," -",Y,C,"EMB2738 | GTP-binding family protein, contains Pfam domain, PF01926: GTPase of unknown fu","30.5 signalling.G-proteins"," -"," -",C,STR,unknown,0,73.12,6.14,663," -"," -"
AT3G14390.1,AT3G14390,0,100,0,54,0,41,0,13,STR," -",Y,C,"diaminopimelate decarboxylase, putative / DAP carboxylase, putative, similar to di","13.1.3.5.5 amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase"," -"," -",C,STR,unknown,0,53.55,6.51,484," -"," -"
