UniProt Accession for Protein Group,UniProt Protein Description,Peptides,PSMs,Protein Coverage (%),Normalized TMT 10-plex reporter ion distribution,,,,,,,,,
Q9WVS8-5,Isoform 5 of Mitogen-activated protein kinase 7 OS=Mus musculus GN=Mapk7 [MK07_MOUSE],3,3,6.0,0.670,0.000,0.064,0.000,0.027,0.029,0.041,0.070,0.099,0.000
Q9Z0H0-2,Isoform 2 of Cell division cycle 7-related protein kinase OS=Mus musculus GN=Cdc7 [CDC7_MOUSE],3,3,14.7,0.307,0.000,0.023,0.008,0.087,0.061,0.117,0.115,0.269,0.014
Q9Z0L0,Trophoblast glycoprotein OS=Mus musculus GN=Tpbg PE=1 SV=3 [TPBG_MOUSE],3,3,12.9,0.038,0.039,0.017,0.050,0.173,0.262,0.203,0.113,0.095,0.008
Q9Z0N2,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked OS=Mus musculus GN=Eif2s3y PE=2 SV=2 [IF2H_MOUSE]",3,3,7.6,0.437,0.002,0.038,0.000,0.022,0.038,0.046,0.123,0.286,0.008
Q9Z0Z3,S-phase kinase-associated protein 2 OS=Mus musculus GN=Skp2 PE=1 SV=1 [SKP2_MOUSE],3,3,8.3,0.484,0.000,0.017,0.000,0.019,0.034,0.055,0.128,0.263,0.000
Q9Z120,tRNA (guanine-N(7)-)-methyltransferase OS=Mus musculus GN=Mettl1 PE=2 SV=1 [TRMB_MOUSE],3,3,19.8,0.859,0.000,0.056,0.000,0.011,0.008,0.005,0.014,0.034,0.012
Q9Z179,SHC SH2 domain-binding protein 1 OS=Mus musculus GN=Shcbp1 PE=1 SV=1 [SHCBP_MOUSE],3,3,6.7,0.523,0.006,0.038,0.007,0.062,0.087,0.067,0.097,0.102,0.011
Q9Z1P7,KN motif and ankyrin repeat domain-containing protein 3 OS=Mus musculus GN=Kank3 PE=2 SV=1 [KANK3_MOUSE],3,3,7.3,0.113,0.090,0.081,0.056,0.139,0.113,0.084,0.087,0.183,0.054
Q9Z248-4,Isoform 4 of Zinc finger protein AEBP2 OS=Mus musculus GN=Aebp2 [AEBP2_MOUSE],3,3,16.0,0.211,0.000,0.010,0.000,0.027,0.085,0.104,0.178,0.367,0.019
Q9Z255,Ubiquitin-conjugating enzyme E2 A OS=Mus musculus GN=Ube2a PE=2 SV=1 [UBE2A_MOUSE],3,3,30.9,0.669,0.002,0.039,0.000,0.013,0.025,0.033,0.052,0.153,0.013
Q9Z2A5,Arginyl-tRNA--protein transferase 1 OS=Mus musculus GN=Ate1 PE=1 SV=2 [ATE1_MOUSE],3,3,14.7,0.858,0.009,0.052,0.000,0.018,0.025,0.015,0.011,0.013,0.000
Q9Z2M6,Ubiquitin-like protein 3 OS=Mus musculus GN=Ubl3 PE=1 SV=1 [UBL3_MOUSE],3,3,53.8,0.025,0.000,0.000,0.006,0.175,0.389,0.194,0.138,0.072,0.000
Q9Z2X8,Kelch-like ECH-associated protein 1 OS=Mus musculus GN=Keap1 PE=1 SV=1 [KEAP1_MOUSE],3,3,8.0,0.292,0.000,0.020,0.000,0.019,0.063,0.092,0.162,0.352,0.000
P84228,Histone H3.2 OS=Mus musculus GN=Hist1h3b PE=1 SV=2 [H32_MOUSE],2,10,30.1,0.070,0.000,0.000,0.000,0.012,0.069,0.149,0.431,0.247,0.021
P0C0S6,Histone H2A.Z OS=Mus musculus GN=H2afz PE=1 SV=2 [H2AZ_MOUSE],2,9,41.4,0.107,0.000,0.007,0.000,0.005,0.076,0.144,0.431,0.211,0.018
Q9D0J8,Parathymosin OS=Mus musculus GN=Ptms PE=1 SV=3 [PTMS_MOUSE],2,6,22.8,0.853,0.009,0.061,0.007,0.027,0.022,0.013,0.006,0.002,0.000
Q9DCC8,Mitochondrial import receptor subunit TOM20 homolog OS=Mus musculus GN=Tomm20 PE=1 SV=1 [TOM20_MOUSE],2,5,27.6,0.009,0.007,0.006,0.004,0.086,0.145,0.386,0.212,0.137,0.009
P14069,Protein S100-A6 OS=Mus musculus GN=S100a6 PE=1 SV=3 [S10A6_MOUSE],2,4,15.7,0.864,0.003,0.055,0.000,0.006,0.024,0.016,0.015,0.017,0.000
P57776,Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=3 [EF1D_MOUSE],2,4,37.3,0.102,0.001,0.010,0.001,0.076,0.160,0.178,0.274,0.168,0.029
Q6ZWV7,60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=2 SV=1 [RL35_MOUSE],2,4,14.6,0.178,0.000,0.015,0.002,0.012,0.095,0.098,0.076,0.521,0.001
Q9CQ39,Mediator of RNA polymerase II transcription subunit 21 OS=Mus musculus GN=Med21 PE=1 SV=1 [MED21_MOUSE],2,4,43.8,0.229,0.000,0.009,0.000,0.003,0.027,0.049,0.049,0.634,0.000
Q9CQX8,"28S ribosomal protein S36, mitochondrial OS=Mus musculus GN=Mrps36 PE=1 SV=1 [RT36_MOUSE]",2,4,33.3,0.002,0.016,0.020,0.021,0.067,0.144,0.393,0.181,0.108,0.046
Q9WTP2,Protein sprouty homolog 4 OS=Mus musculus GN=Spry4 PE=2 SV=1 [SPY4_MOUSE],2,4,11.0,0.009,0.015,0.015,0.067,0.310,0.297,0.166,0.074,0.041,0.006
A9JSM3,Transmembrane protein 238 OS=Mus musculus GN=Tmem238 PE=2 SV=1 [TM238_MOUSE],2,3,15.9,0.000,0.014,0.000,0.000,0.050,0.381,0.340,0.123,0.092,0.000
P02089,Hemoglobin subunit beta-2 OS=Mus musculus GN=Hbb-b2 PE=1 SV=2 [HBB2_MOUSE],2,3,12.9,0.061,0.000,0.007,0.000,0.024,0.115,0.168,0.277,0.335,0.014
P04104,"Keratin, type II cytoskeletal 1 OS=Mus musculus GN=Krt1 PE=1 SV=4 [K2C1_MOUSE]",2,3,1.9,0.399,0.003,0.040,0.011,0.031,0.188,0.082,0.115,0.108,0.022
P20065-2,Isoform Short of Thymosin beta-4 OS=Mus musculus GN=Tmsb4x [TYB4_MOUSE],2,3,43.2,0.755,0.003,0.054,0.003,0.008,0.132,0.023,0.015,0.007,0.000
P30051,Transcriptional enhancer factor TEF-1 OS=Mus musculus GN=Tead1 PE=1 SV=2 [TEAD1_MOUSE],2,3,5.2,0.295,0.000,0.015,0.000,0.035,0.090,0.134,0.189,0.225,0.017
P46656,"Adrenodoxin, mitochondrial OS=Mus musculus GN=Fdx1 PE=1 SV=1 [ADX_MOUSE]",2,3,19.7,0.013,0.002,0.007,0.017,0.096,0.184,0.382,0.178,0.114,0.007
P50543,Protein S100-A11 OS=Mus musculus GN=S100a11 PE=1 SV=1 [S10AB_MOUSE],2,3,36.7,0.798,0.000,0.037,0.000,0.019,0.061,0.030,0.020,0.035,0.000
P51807,Dynein light chain Tctex-type 1 OS=Mus musculus GN=Dynlt1 PE=1 SV=1 [DYLT1_MOUSE],2,3,38.9,0.058,0.000,0.005,0.000,0.013,0.081,0.120,0.330,0.377,0.017
P56212-2,Isoform ARPP-16 of cAMP-regulated phosphoprotein 19 OS=Mus musculus GN=Arpp19 [ARP19_MOUSE],2,3,14.4,0.429,0.001,0.034,0.000,0.009,0.064,0.076,0.205,0.171,0.010
P56394,Cytochrome c oxidase copper chaperone OS=Mus musculus GN=Cox17 PE=3 SV=2 [COX17_MOUSE],2,3,36.5,0.042,0.000,0.001,0.001,0.019,0.198,0.427,0.211,0.090,0.010
P62307,Small nuclear ribonucleoprotein F OS=Mus musculus GN=Snrpf PE=2 SV=1 [RUXF_MOUSE],2,3,16.3,0.389,0.002,0.026,0.000,0.017,0.023,0.043,0.047,0.451,0.002
P62309,Small nuclear ribonucleoprotein G OS=Mus musculus GN=Snrpg PE=1 SV=1 [RUXG_MOUSE],2,3,17.1,0.484,0.000,0.028,0.000,0.004,0.019,0.033,0.055,0.366,0.011
P62311,U6 snRNA-associated Sm-like protein LSm3 OS=Mus musculus GN=Lsm3 PE=3 SV=2 [LSM3_MOUSE],2,3,19.6,0.466,0.000,0.031,0.000,0.012,0.022,0.036,0.053,0.378,0.002
P63024,Vesicle-associated membrane protein 3 OS=Mus musculus GN=Vamp3 PE=1 SV=1 [VAMP3_MOUSE],2,3,16.5,0.006,0.044,0.062,0.068,0.282,0.246,0.165,0.078,0.048,0.000
P63168,"Dynein light chain 1, cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1 [DYL1_MOUSE]",2,3,30.3,0.264,0.002,0.011,0.002,0.024,0.060,0.090,0.206,0.329,0.011
P63254,Cysteine-rich protein 1 OS=Mus musculus GN=Crip1 PE=1 SV=2 [CRIP1_MOUSE],2,3,13.0,0.275,0.000,0.016,0.000,0.013,0.063,0.104,0.173,0.350,0.006
P63330,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Mus musculus GN=Ppp2ca PE=1 SV=1 [PP2AA_MOUSE],2,3,6.8,0.747,0.000,0.045,0.000,0.021,0.043,0.036,0.038,0.069,0.000
P68134,"Actin, alpha skeletal muscle OS=Mus musculus GN=Acta1 PE=1 SV=1 [ACTS_MOUSE]",2,3,9.3,0.648,0.000,0.034,0.005,0.032,0.090,0.081,0.061,0.042,0.007
Q00420-3,Isoform 3 of GA-binding protein subunit beta-1 OS=Mus musculus GN=Gabpb1 [GABP1_MOUSE],2,3,4.7,0.363,0.000,0.012,0.000,0.013,0.071,0.091,0.257,0.172,0.021
Q60972,Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5 [RBBP4_MOUSE],2,3,5.4,0.342,0.000,0.019,0.000,0.002,0.031,0.077,0.368,0.148,0.013
Q61599,Rho GDP-dissociation inhibitor 2 OS=Mus musculus GN=Arhgdib PE=1 SV=3 [GDIR2_MOUSE],2,3,30.5,0.854,0.015,0.058,0.000,0.025,0.015,0.013,0.018,0.000,0.000
Q69ZP3-2,Isoform 2 of Probable hydrolase PNKD OS=Mus musculus GN=Pnkd [PNKD_MOUSE],2,3,30.3,0.000,0.012,0.021,0.020,0.085,0.165,0.383,0.171,0.121,0.023
Q78T54,Vacuolar ATPase assembly integral membrane protein Vma21 OS=Mus musculus GN=Vma21 PE=1 SV=1 [VMA21_MOUSE],2,3,21.8,0.079,0.000,0.013,0.004,0.053,0.287,0.319,0.140,0.099,0.007
Q8C0L0,Thioredoxin-related transmembrane protein 4 OS=Mus musculus GN=Tmx4 PE=2 SV=2 [TMX4_MOUSE],2,3,7.8,0.021,0.000,0.000,0.000,0.023,0.274,0.367,0.217,0.098,0.000
Q8K273,Membrane magnesium transporter 1 OS=Mus musculus GN=Mmgt1 PE=2 SV=1 [MMGT1_MOUSE],2,3,30.5,0.002,0.000,0.000,0.003,0.029,0.349,0.326,0.185,0.098,0.008
Q9CPY1,"39S ribosomal protein L51, mitochondrial OS=Mus musculus GN=Mrpl51 PE=2 SV=1 [RM51_MOUSE]",2,3,28.1,0.009,0.001,0.001,0.006,0.072,0.186,0.384,0.203,0.130,0.008
Q9CQ88,Tetraspanin-31 OS=Mus musculus GN=Tspan31 PE=1 SV=1 [TSN31_MOUSE],2,3,10.5,0.000,0.005,0.006,0.027,0.347,0.293,0.193,0.088,0.042,0.000
Q9CQY6,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Mus musculus GN=Uqcc2 PE=1 SV=1 [UQCC2_MOUSE],2,3,34.6,0.023,0.000,0.004,0.002,0.071,0.133,0.395,0.191,0.172,0.010
Q9CR20,Immediate early response 3-interacting protein 1 OS=Mus musculus GN=Ier3ip1 PE=2 SV=1 [IR3IP_MOUSE],2,3,34.1,0.011,0.000,0.000,0.006,0.032,0.373,0.300,0.165,0.108,0.005
Q9CWF2,Tubulin beta-2B chain OS=Mus musculus GN=Tubb2b PE=1 SV=1 [TBB2B_MOUSE],2,3,3.6,0.831,0.000,0.046,0.000,0.015,0.036,0.024,0.016,0.018,0.015
Q9CYK1,"Tryptophan--tRNA ligase, mitochondrial OS=Mus musculus GN=Wars2 PE=2 SV=2 [SYWM_MOUSE]",2,3,9.7,0.039,0.000,0.006,0.003,0.077,0.156,0.395,0.199,0.120,0.005
Q9CZY3,Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=1 SV=1 [UB2V1_MOUSE],2,3,19.0,0.794,0.004,0.043,0.002,0.024,0.031,0.026,0.029,0.047,0.000
Q9D1Q4,Dolichol-phosphate mannosyltransferase subunit 3 OS=Mus musculus GN=Dpm3 PE=3 SV=1 [DPM3_MOUSE],2,3,23.9,0.003,0.003,0.001,0.009,0.105,0.312,0.300,0.160,0.103,0.003
Q9DD03,Ras-related protein Rab-13 OS=Mus musculus GN=Rab13 PE=1 SV=1 [RAB13_MOUSE],2,3,3.5,0.061,0.004,0.006,0.005,0.084,0.282,0.243,0.178,0.114,0.023
Q9JHE7,Protein TSSC4 OS=Mus musculus GN=Tssc4 PE=2 SV=1 [TSSC4_MOUSE],2,3,18.0,0.305,0.000,0.021,0.000,0.015,0.043,0.072,0.118,0.336,0.091
Q9JKW0,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Mus musculus GN=Arl6ip1 PE=2 SV=1 [AR6P1_MOUSE],2,3,20.7,0.037,0.000,0.002,0.003,0.030,0.358,0.272,0.195,0.098,0.005
Q9R1Q7,Proteolipid protein 2 OS=Mus musculus GN=Plp2 PE=2 SV=1 [PLP2_MOUSE],2,3,17.8,0.008,0.024,0.026,0.051,0.251,0.326,0.188,0.089,0.036,0.002
Q9Z262,Claudin-6 OS=Mus musculus GN=Cldn6 PE=1 SV=1 [CLD6_MOUSE],2,3,5.0,0.030,0.249,0.177,0.148,0.123,0.075,0.093,0.037,0.019,0.049
A1A5B6,TBC1 domain family member 25 OS=Mus musculus GN=Tbc1d25 PE=1 SV=1 [TBC25_MOUSE],2,2,5.5,0.602,0.000,0.032,0.000,0.032,0.052,0.042,0.065,0.176,0.000
A2ADA5,tRNA pseudouridine synthase-like 1 OS=Mus musculus GN=Pusl1 PE=2 SV=1 [PUSL1_MOUSE],2,2,12.0,0.012,0.000,0.000,0.004,0.067,0.171,0.390,0.219,0.134,0.003
A2AI08,Taperin OS=Mus musculus GN=Tprn PE=1 SV=1 [TPRN_MOUSE],2,2,4.3,0.076,0.097,0.106,0.076,0.125,0.087,0.082,0.075,0.244,0.031
A2AJT4,Arginine/serine-rich protein PNISR OS=Mus musculus GN=Pnisr PE=2 SV=1 [PNISR_MOUSE],2,2,2.7,0.713,0.001,0.045,0.000,0.001,0.023,0.031,0.043,0.140,0.003
A2AL36,Centriolin OS=Mus musculus GN=Cntrl PE=2 SV=2 [CNTRL_MOUSE],2,2,1.3,0.162,0.000,0.000,0.000,0.035,0.093,0.086,0.233,0.391,0.000
A2ARZ3,Fibrous sheath-interacting protein 2 OS=Mus musculus GN=Fsip2 PE=1 SV=3 [FSIP2_MOUSE],2,2,0.2,0.300,0.001,0.020,0.004,0.037,0.104,0.138,0.223,0.161,0.012
A6H619,PHD and RING finger domain-containing protein 1 OS=Mus musculus GN=Phrf1 PE=2 SV=2 [PHRF1_MOUSE],2,2,2.7,0.201,0.000,0.013,0.000,0.015,0.031,0.060,0.136,0.467,0.078
B1AVY7,Kinesin-like protein KIF16B OS=Mus musculus GN=Kif16b PE=1 SV=1 [KI16B_MOUSE],2,2,3.1,0.284,0.000,0.022,0.002,0.029,0.074,0.074,0.110,0.398,0.006
B1AXP6,Mitochondrial import receptor subunit TOM5 homolog OS=Mus musculus GN=Tomm5 PE=3 SV=1 [TOM5_MOUSE],2,2,29.4,0.000,0.000,0.000,0.001,0.016,0.146,0.367,0.298,0.162,0.011
D2EAC2-2,Isoform 2 of Zinc finger BED domain-containing protein 6 OS=Mus musculus GN=Zbed6 [ZBED6_MOUSE],2,2,6.0,0.191,0.000,0.000,0.000,0.000,0.065,0.085,0.305,0.331,0.023
D3Z4S3,Putative peptidyl-tRNA hydrolase PTRHD1 OS=Mus musculus GN=Ptrhd1 PE=3 SV=1 [PTRD1_MOUSE],2,2,15.0,0.487,0.003,0.034,0.002,0.036,0.113,0.125,0.093,0.105,0.003
E9Q414,Apolipoprotein B-100 OS=Mus musculus GN=Apob PE=1 SV=1 [APOB_MOUSE],2,2,0.3,0.052,0.026,0.031,0.042,0.161,0.112,0.215,0.227,0.092,0.043
E9Q8I9,Protein furry homolog OS=Mus musculus GN=Fry PE=1 SV=1 [FRY_MOUSE],2,2,1.2,0.157,0.000,0.003,0.002,0.039,0.128,0.185,0.087,0.393,0.005
O08664,B-cell CLL/lymphoma 7 protein family member C OS=Mus musculus GN=Bcl7c PE=1 SV=1 [BCL7C_MOUSE],2,2,10.1,0.180,0.000,0.012,0.000,0.017,0.052,0.105,0.346,0.274,0.013
O08789,Max-binding protein MNT OS=Mus musculus GN=Mnt PE=2 SV=2 [MNT_MOUSE],2,2,5.1,0.062,0.048,0.020,0.031,0.136,0.085,0.126,0.296,0.172,0.024
O08908,Phosphatidylinositol 3-kinase regulatory subunit beta OS=Mus musculus GN=Pik3r2 PE=1 SV=2 [P85B_MOUSE],2,2,5.8,0.240,0.011,0.000,0.010,0.083,0.094,0.104,0.131,0.327,0.000
O08914,Fatty-acid amide hydrolase 1 OS=Mus musculus GN=Faah PE=2 SV=1 [FAAH1_MOUSE],2,2,13.6,0.059,0.008,0.016,0.008,0.092,0.292,0.263,0.147,0.107,0.007
O09117-2,Isoform 2 of Synaptophysin-like protein 1 OS=Mus musculus GN=Sypl1 [SYPL1_MOUSE],2,2,4.5,0.041,0.001,0.006,0.009,0.187,0.324,0.239,0.110,0.082,0.001
O09126,Semaphorin-4D OS=Mus musculus GN=Sema4d PE=1 SV=2 [SEM4D_MOUSE],2,2,3.3,0.172,0.005,0.020,0.011,0.096,0.207,0.141,0.096,0.247,0.005
O35054,Claudin-4 OS=Mus musculus GN=Cldn4 PE=1 SV=1 [CLD4_MOUSE],2,2,9.5,0.008,0.079,0.063,0.060,0.115,0.316,0.194,0.094,0.044,0.024
O35239,Tyrosine-protein phosphatase non-receptor type 9 OS=Mus musculus GN=Ptpn9 PE=1 SV=2 [PTN9_MOUSE],2,2,3.0,0.112,0.008,0.017,0.000,0.077,0.215,0.187,0.130,0.247,0.007
O35295,Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3 [PURB_MOUSE],2,2,27.8,0.478,0.000,0.036,0.000,0.031,0.054,0.057,0.089,0.250,0.005
O35623,BET1 homolog OS=Mus musculus GN=Bet1 PE=1 SV=1 [BET1_MOUSE],2,2,55.9,0.048,0.000,0.007,0.005,0.076,0.324,0.293,0.154,0.088,0.005
O35680,"28S ribosomal protein S12, mitochondrial OS=Mus musculus GN=Mrps12 PE=2 SV=1 [RT12_MOUSE]",2,2,13.7,0.005,0.000,0.002,0.002,0.074,0.163,0.411,0.206,0.126,0.010
O35710-2,Isoform 2 of Nocturnin OS=Mus musculus GN=Ccrn4l [NOCT_MOUSE],2,2,20.1,0.176,0.003,0.013,0.003,0.056,0.127,0.308,0.155,0.153,0.007
O35943,"Frataxin, mitochondrial OS=Mus musculus GN=Fxn PE=1 SV=1 [FRDA_MOUSE]",2,2,11.1,0.005,0.000,0.000,0.001,0.032,0.176,0.449,0.201,0.129,0.006
O35963,Ras-related protein Rab-33B OS=Mus musculus GN=Rab33b PE=1 SV=1 [RB33B_MOUSE],2,2,11.4,0.064,0.000,0.004,0.008,0.056,0.313,0.277,0.167,0.103,0.008
O35972,"39S ribosomal protein L23, mitochondrial OS=Mus musculus GN=Mrpl23 PE=2 SV=1 [RM23_MOUSE]",2,2,45.9,0.003,0.000,0.002,0.002,0.058,0.148,0.435,0.209,0.137,0.007
O54786-2,Isoform ICAD-S of DNA fragmentation factor subunit alpha OS=Mus musculus GN=Dffa [DFFA_MOUSE],2,2,19.6,0.627,0.010,0.045,0.006,0.021,0.032,0.031,0.093,0.085,0.050
O54791,Transcription factor MafF OS=Mus musculus GN=Maff PE=2 SV=1 [MAFF_MOUSE],2,2,19.9,0.063,0.000,0.000,0.000,0.039,0.064,0.117,0.376,0.200,0.142
O54826,Protein AF-10 OS=Mus musculus GN=Mllt10 PE=1 SV=2 [AF10_MOUSE],2,2,4.6,0.194,0.007,0.009,0.004,0.042,0.143,0.103,0.102,0.364,0.033
O54931-5,Isoform 5 of A-kinase anchor protein 2 OS=Mus musculus GN=Akap2 [AKAP2_MOUSE],2,2,3.3,0.169,0.008,0.029,0.005,0.109,0.164,0.160,0.152,0.176,0.028
O54956,DNA polymerase epsilon subunit 2 OS=Mus musculus GN=Pole2 PE=2 SV=2 [DPOE2_MOUSE],2,2,6.5,0.322,0.000,0.026,0.003,0.022,0.051,0.088,0.195,0.279,0.013
O54990-4,Isoform 4 of Prominin-1 OS=Mus musculus GN=Prom1 [PROM1_MOUSE],2,2,4.4,0.032,0.017,0.022,0.033,0.147,0.317,0.211,0.140,0.072,0.010
O55057,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus GN=Pde6d PE=1 SV=1 [PDE6D_MOUSE]",2,2,20.7,0.566,0.000,0.039,0.000,0.012,0.045,0.057,0.090,0.187,0.003
O55100-2,Isoform 1B of Synaptogyrin-1 OS=Mus musculus GN=Syngr1 [SNG1_MOUSE],2,2,12.6,0.026,0.001,0.005,0.007,0.109,0.403,0.233,0.138,0.075,0.001
O55137,Acyl-coenzyme A thioesterase 1 OS=Mus musculus GN=Acot1 PE=1 SV=1 [ACOT1_MOUSE],2,2,9.8,0.671,0.006,0.051,0.002,0.064,0.057,0.060,0.055,0.035,0.000
O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2 [AT2A2_MOUSE],2,2,1.5,0.002,0.000,0.000,0.004,0.022,0.276,0.386,0.207,0.095,0.007
O70333,Cysteine-rich PDZ-binding protein OS=Mus musculus GN=Cript PE=1 SV=1 [CRIPT_MOUSE],2,2,15.8,0.194,0.002,0.007,0.005,0.032,0.078,0.116,0.111,0.440,0.015
O70338,Ribonuclease H1 OS=Mus musculus GN=Rnaseh1 PE=2 SV=1 [RNH1_MOUSE],2,2,9.5,0.404,0.002,0.040,0.000,0.034,0.076,0.133,0.143,0.154,0.014
O70374-2,Isoform 2 of Protein CBFA2T2 OS=Mus musculus GN=Cbfa2t2 [MTG8R_MOUSE],2,2,3.0,0.173,0.003,0.011,0.007,0.049,0.089,0.117,0.116,0.429,0.005
O70401,Tetraspanin-6 OS=Mus musculus GN=Tspan6 PE=1 SV=1 [TSN6_MOUSE],2,2,8.2,0.017,0.003,0.003,0.004,0.103,0.362,0.273,0.158,0.075,0.003
O70494-3,Isoform 3 of Transcription factor Sp3 OS=Mus musculus GN=Sp3 [SP3_MOUSE],2,2,7.2,0.532,0.000,0.028,0.000,0.003,0.035,0.058,0.191,0.145,0.007
O88207,Collagen alpha-1(V) chain OS=Mus musculus GN=Col5a1 PE=2 SV=2 [CO5A1_MOUSE],2,2,3.4,0.029,0.010,0.011,0.016,0.082,0.255,0.328,0.160,0.092,0.017
O88445,Aurora kinase C OS=Mus musculus GN=Aurkc PE=1 SV=1 [AURKC_MOUSE],2,2,9.2,0.121,0.000,0.000,0.000,0.016,0.052,0.106,0.246,0.450,0.008
O88522,NF-kappa-B essential modulator OS=Mus musculus GN=Ikbkg PE=1 SV=2 [NEMO_MOUSE],2,2,11.2,0.323,0.025,0.031,0.000,0.112,0.067,0.050,0.075,0.254,0.063
O88697,Serine/threonine-protein kinase 16 OS=Mus musculus GN=Stk16 PE=1 SV=3 [STK16_MOUSE],2,2,11.8,0.213,0.002,0.000,0.000,0.070,0.155,0.175,0.138,0.246,0.000
O88783,Coagulation factor V OS=Mus musculus GN=F5 PE=1 SV=1 [FA5_MOUSE],2,2,2.1,0.018,0.000,0.008,0.007,0.147,0.310,0.259,0.138,0.113,0.000
O88824,Protein JTB OS=Mus musculus GN=Jtb PE=1 SV=1 [JTB_MOUSE],2,2,13.7,0.012,0.000,0.011,0.013,0.219,0.299,0.254,0.126,0.065,0.002
O88839-3,Isoform 3 of Disintegrin and metalloproteinase domain-containing protein 15 OS=Mus musculus GN=Adam15 [ADA15_MOUSE],2,2,4.9,0.100,0.062,0.031,0.032,0.147,0.188,0.186,0.123,0.111,0.021
O88878,AN1-type zinc finger protein 5 OS=Mus musculus GN=Zfand5 PE=1 SV=1 [ZFAN5_MOUSE],2,2,12.7,0.336,0.000,0.022,0.004,0.044,0.075,0.078,0.113,0.273,0.055
O88935-3,Isoform 3 of Synapsin-1 OS=Mus musculus GN=Syn1 [SYN1_MOUSE],2,2,4.9,0.206,0.000,0.012,0.000,0.036,0.080,0.109,0.147,0.405,0.005
O89016,ATP-binding cassette sub-family D member 4 OS=Mus musculus GN=Abcd4 PE=2 SV=2 [ABCD4_MOUSE],2,2,9.4,0.007,0.006,0.017,0.004,0.147,0.292,0.280,0.150,0.093,0.004
O89051,Integral membrane protein 2B OS=Mus musculus GN=Itm2b PE=2 SV=1 [ITM2B_MOUSE],2,2,4.5,0.057,0.044,0.039,0.058,0.287,0.213,0.128,0.065,0.101,0.007
P00860,Ornithine decarboxylase OS=Mus musculus GN=Odc1 PE=1 SV=2 [DCOR_MOUSE],2,2,9.1,0.615,0.028,0.067,0.019,0.027,0.030,0.034,0.039,0.074,0.068
P03958,Adenosine deaminase OS=Mus musculus GN=Ada PE=1 SV=3 [ADA_MOUSE],2,2,7.1,0.613,0.031,0.077,0.030,0.065,0.051,0.040,0.036,0.055,0.003
P07724,Serum albumin OS=Mus musculus GN=Alb PE=1 SV=3 [ALBU_MOUSE],2,2,4.4,0.215,0.000,0.026,0.006,0.078,0.132,0.173,0.205,0.140,0.025
P08556,GTPase NRas OS=Mus musculus GN=Nras PE=2 SV=1 [RASN_MOUSE],2,2,12.7,0.309,0.018,0.037,0.016,0.167,0.179,0.143,0.073,0.056,0.003
P09036,Serine protease inhibitor Kazal-type 3 OS=Mus musculus GN=Spink3 PE=1 SV=1 [ISK3_MOUSE],2,2,40.0,0.030,0.025,0.026,0.055,0.202,0.282,0.226,0.094,0.060,0.000
P09926,Surfeit locus protein 2 OS=Mus musculus GN=Surf2 PE=2 SV=1 [SURF2_MOUSE],2,2,11.7,0.613,0.007,0.037,0.000,0.043,0.052,0.043,0.038,0.160,0.007
P0C8B4,Uncharacterized protein C14orf142 homolog OS=Mus musculus PE=3 SV=1 [CN142_MOUSE],2,2,30.6,0.825,0.013,0.070,0.011,0.015,0.022,0.020,0.012,0.012,0.000
P0CB42,Alkylated DNA repair protein alkB homolog 1 OS=Mus musculus GN=Alkbh1 PE=1 SV=1 [ALKB1_MOUSE],2,2,16.5,0.122,0.000,0.000,0.006,0.080,0.150,0.309,0.176,0.143,0.015
P10287,Cadherin-3 OS=Mus musculus GN=Cdh3 PE=2 SV=2 [CADH3_MOUSE],2,2,7.1,0.075,0.030,0.034,0.025,0.148,0.335,0.208,0.102,0.039,0.005
P13405,Retinoblastoma-associated protein OS=Mus musculus GN=Rb1 PE=1 SV=2 [RB_MOUSE],2,2,3.4,0.235,0.004,0.009,0.000,0.015,0.046,0.081,0.265,0.329,0.017
P13808-2,Isoform B1 of Anion exchange protein 2 OS=Mus musculus GN=Slc4a2 [B3A2_MOUSE],2,2,6.3,0.304,0.005,0.032,0.005,0.072,0.165,0.101,0.109,0.148,0.060
P15116,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=2 [CADH2_MOUSE],2,2,6.7,0.027,0.049,0.033,0.058,0.118,0.267,0.184,0.080,0.183,0.000
P15331-2,Isoform 3u of Peripherin OS=Mus musculus GN=Prph [PERI_MOUSE],2,2,3.9,0.289,0.000,0.027,0.011,0.041,0.091,0.083,0.131,0.295,0.033
