Majority protein IDs,Protein names,Gene names,Organellar Markers,Ratio H/L R1_C2_03,Ratio H/L R1_C2_06,Ratio H/L R1_C2_12,Ratio H/L R1_C2_24,Ratio H/L R1_C2_80,Ratio H/L R1_C6_03,Ratio H/L R1_C6_06,Ratio H/L R1_C6_12,Ratio H/L R1_C6_24,Ratio H/L R1_C6_80,Ratio H/L R1_Con_03,Ratio H/L R1_Con_06,Ratio H/L R1_Con_12,Ratio H/L R1_Con_24,Ratio H/L R1_Con_80,Ratio H/L R2_C2_03,Ratio H/L R2_C2_06,Ratio H/L R2_C2_12,Ratio H/L R2_C2_24,Ratio H/L R2_C2_80,Ratio H/L R2_C6_03,Ratio H/L R2_C6_06,Ratio H/L R2_C6_12,Ratio H/L R2_C6_24,Ratio H/L R2_C6_80,Ratio H/L R2_Con_03,Ratio H/L R2_Con_06,Ratio H/L R2_Con_12,Ratio H/L R2_Con_24,Ratio H/L R2_Con_80,Ratio H/L R3_C2_03,Ratio H/L R3_C2_06,Ratio H/L R3_C2_12,Ratio H/L R3_C2_24,Ratio H/L R3_C2_80,Ratio H/L R3_C6_03,Ratio H/L R3_C6_06,Ratio H/L R3_C6_12,Ratio H/L R3_C6_24,Ratio H/L R3_C6_80,Ratio H/L R3_Con_03,Ratio H/L R3_Con_06,Ratio H/L R3_Con_12,Ratio H/L R3_Con_24,Ratio H/L R3_Con_80
Q9NX40;Q9NX40-3;Q9NX40-2;Q9NX40-4,OCIA domain-containing protein 1,OCIAD1,,0.40952,0.75124,6.3628,11.17,16.158,0.35413,0.76664,6.6303,12.321,17.834,0.35643,0.69421,5.9987,9.2124,16.044,0.43332,0.60461,5.7227,6.8856,12.091,0.37713,0.5144,4.7035,3.8121,4.8192,0.42126,0.5726,2.1124,10.286,13.865,0.38648,0.68144,3.8931,8.3877,12.178,0.36728,0.60897,3.6577,9.9188,12.135,0.3465,0.61408,4.2502,10.885,14.337
O15294;O15294-3;O15294-4,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT,,1.6571,1.667,0.73312,0.59688,0.60088,1.2341,1.312,0.5833,0.44103,0.6081,1.3722,2.0288,0.82323,0.57235,0.6478,1.4718,1.0835,0.56936,0.44552,0.42401,1.5895,1.78,0.5844,0.52467,0.54211,1.2924,1.0474,0.48309,0.37862,0.38765,1.7511,1.3319,0.67858,0.50727,0.47847,1.2542,1.3015,0.63781,0.55986,0.41392,1.1322,1.1802,0.75962,0.47797,0.48587
Q9NTK5;Q9NTK5-2,Obg-like ATPase 1,OLA1,,0.67054,0.58022,0.3452,0.35245,0.55993,0.66613,0.59002,0.32949,0.32332,0.54041,0.51041,0.67423,0.3083,0.33199,0.57783,0.75595,0.55567,0.35991,0.30321,0.5101,0.77374,0.54891,0.3048,0.36195,0.45654,0.59875,0.46673,0.24154,0.27585,0.48368,0.60802,0.59448,0.38767,0.31303,0.56244,0.65373,0.57592,0.46652,0.62431,0.52307,0.62545,0.66138,0.53692,0.40896,0.57615
O60313-2;O60313,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,,0.41562,0.79287,7.4112,13.825,17.434,0.37525,0.78524,7.0158,11.996,11.689,0.30084,0.77718,0.95684,8.8468,17.476,0.43802,0.63967,5.5694,9.5796,9.7318,0.38597,0.58884,5.5887,10.509,11.166,0.44999,0.58758,5.0361,9.0411,12.779,0.38411,0.67294,4.054,9.6214,9.1927,0.38143,0.68864,4.5118,9.3109,8.5368,0.34848,0.65056,5.1596,3.1517,10.01
P22059,Oxysterol-binding protein 1,OSBP,,0.59829,0.58572,0.75581,1.1951,2.006,0.51664,0.5645,0.66728,1.3019,2.2081,0.41821,0.8411,0.75942,1.3167,2.824,0.61045,0.60261,0.82501,1.3974,1.9846,0.63835,0.61257,0.75691,1.6954,2.3045,0.60017,0.47346,0.57208,1.2349,2.0595,0.56123,0.55039,0.71035,1.7613,2.7806,0.75196,0.57024,0.8586,2.9839,4.0101,0.42475,0.32874,0.49924,1.5384,2.6622
Q9BXB5;Q9BXB5-2,Oxysterol-binding protein-related protein 10,OSBPL10,,0.80201,0.82399,0.64015,1.2168,1.7536,0.81145,0.74005,0.68017,1.0942,1.7115,0.71023,0.8437,0.93698,1.5164,2.1779,0.91026,0.69955,0.93191,1.216,1.7312,0.83771,0.67203,0.7854,1.184,1.9439,0.89168,0.63032,0.74972,1.2321,1.9846,0.71884,0.66498,0.75882,1.2179,2.0797,0.80817,0.65041,0.79738,1.8428,2.1073,0.61345,0.52506,0.63872,1.4256,2.0324
Q9BZF1;Q9BZF1-3;Q9BZF1-2,Oxysterol-binding protein-related protein 8,OSBPL8,,0.73548,0.59647,1.0569,2.3153,5.4108,0.80317,0.56268,0.97171,2.4276,4.4616,0.69541,0.72264,1.0229,2.5682,5.9627,0.73745,0.55247,0.99345,2.2016,5.8964,0.72561,0.50491,0.86315,2.1615,4.8005,0.81223,0.53811,0.8641,2.2571,5.8719,0.5757,0.51706,0.7232,2.4439,5.6314,0.55454,0.45179,0.68537,2.9756,5.4183,0.55418,0.44831,0.647,2.169,5.8339
Q96SU4;Q96SU4-7;Q96SU4-2;Q96SU4-6;Q96SU4-3;Q96SU4-5;Q96SU4-4,Oxysterol-binding protein-related protein 9,OSBPL9,,0.66648,0.7335,0.85289,1.5679,2.7433,0.60524,0.68187,0.7305,1.5442,2.5631,0.49114,0.73436,0.9638,2.1635,3.6384,0.71392,0.59003,0.99934,1.5627,3.5404,0.80836,0.633,0.97527,1.8146,2.3344,0.76485,0.54981,0.82065,1.8153,2.1767,0.59273,0.53475,0.85148,2.1119,2.6811,0.67284,0.53776,0.83988,2.8374,3.7644,0.47591,0.395,0.54537,2.0687,5.0297
Q8N6M0;Q8N6M0-2,OTU domain-containing protein 6B,OTUD6B,,1.1879,2.2184,1.0437,0.74854,0.40442,2.2322,2.1984,0.85639,0.68522,0.36033,2.5278,2.2831,0.8694,0.65065,0.36396,2.5944,1.7134,0.97051,0.69378,0.2893,2.1623,1.736,0.79954,0.53555,0.29585,2.1245,1.5591,0.74055,0.51647,0.25753,3.0494,2.6903,0.88354,0.79185,0.37641,2.0369,2.2695,1.1248,0.92279,0.41463,2.6602,2.713,1.3627,0.91653,0.43408
O95747,Serine/threonine-protein kinase OSR1,OXSR1,,1.1097,1.2383,0.61059,0.52158,0.5399,0.92045,1.1692,0.60532,0.53645,0.48915,0.76914,1.2685,0.68966,0.54832,0.51394,1.0018,0.85197,0.51007,0.36141,0.36854,0.76064,0.93117,0.52784,0.57633,0.49629,0.71024,0.74861,0.40671,0.38803,0.38252,0.95557,0.89464,0.57526,0.49792,0.46465,0.79988,0.89005,0.65038,0.59217,0.48809,0.76516,0.9917,0.69787,0.52935,0.54537
Q9UQ80;Q9UQ80-2,Proliferation-associated protein 2G4,PA2G4,,3.8487,2.3208,0.75368,0.49359,0.37174,3.1923,2.1754,0.67414,0.47206,0.37206,3.2343,2.5096,0.76221,0.50237,0.39922,3.8828,2.4018,0.70917,0.4291,0.30426,3.0962,2.0605,0.59166,0.42035,0.32778,2.5135,2.2455,0.61809,0.40109,0.29996,3.6725,2.9486,0.90887,0.54119,0.41727,3.1186,2.5841,0.88338,0.64185,0.41467,4.3296,3.4229,1.0295,0.61705,0.4668
P11940;P11940-2;Q9H361,Polyadenylate-binding protein 1;Polyadenylate-binding protein 3,PABPC1;PABPC3,,2.9237,1.8602,0.73614,0.49142,0.45554,2.6084,1.8752,0.73327,0.48608,0.43891,2.5129,1.9989,0.76504,0.50609,0.48764,2.7248,1.8041,0.64496,0.39154,0.35876,2.5024,1.6468,0.5791,0.42519,0.3608,2.8832,1.7178,0.56595,0.37651,0.36914,3.0054,2.2099,0.77837,0.46867,0.47567,2.9049,2.2135,0.84446,0.60857,0.45044,3.091,2.387,0.87628,0.54137,0.50776
Q13310-3;Q13310-2;Q13310,Polyadenylate-binding protein 4,PABPC4,,2.9256,1.912,0.74436,0.48301,0.43519,2.5771,1.8077,0.72667,0.4831,0.41601,2.5456,1.9799,0.74594,0.50228,0.46441,2.9926,1.8725,0.67227,0.42957,0.36374,2.6427,1.7628,0.61705,0.43365,0.38278,2.868,1.7584,0.59499,0.39793,0.37633,3.1208,2.3012,0.85116,0.48746,0.46286,3.0244,2.3125,0.8925,0.61982,0.46192,3.1949,2.7558,0.91398,0.58793,0.52523
Q9UNF0;Q9UNF0-2,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,,1.0387,1.3677,0.83249,0.68383,0.62453,0.95345,1.1433,0.75343,0.63085,0.56477,1.1858,1.3916,0.76128,0.60548,0.58675,1.1145,1.2028,0.7909,0.61469,0.51921,1.0424,1.1969,0.78884,0.67406,0.5875,1.1657,1.1636,0.6839,0.53696,0.50255,0.75956,0.93992,0.70362,0.55549,0.53346,0.75653,0.81283,0.67079,0.77134,0.6093,0.89024,1.04,0.73079,0.65433,0.66064
Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3,PACSIN3,,0.62616,0.93945,0.96857,1.1137,1.2972,0.65641,0.86298,0.90331,1.1085,1.3697,0.7141,1.0415,0.94452,1.0775,1.4481,0.62665,0.8318,0.95602,1.1262,1.4058,0.66276,0.85351,0.92074,1.2963,1.4861,0.70027,0.77625,0.84217,1.0272,1.3064,0.46293,0.63501,0.74233,1.0439,1.5743,0.42674,0.54462,0.67402,1.3265,1.6967,0.49606,0.69492,0.73387,1.0766,1.6116
P43034,Platelet-activating factor acetylhydrolase IB subunit alpha,PAFAH1B1,,1.0441,0.67241,0.32204,0.27289,0.36879,1.089,0.70698,0.33544,0.2851,0.35381,0.88404,0.67715,0.33078,0.27755,0.3942,1.0808,0.78347,0.3633,0.30489,0.43651,1.1666,0.70225,0.32878,0.36481,0.38886,1.0651,0.738,0.34444,0.29484,0.39903,0.8901,0.74904,0.3613,0.31041,0.42119,1.0125,0.82222,0.38022,0.39815,0.45675,0.99348,0.78471,0.4138,0.36272,0.45085
P22234;P22234-2,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,,0.59053,0.62406,0.41034,0.50106,0.80618,0.46606,0.54021,0.46428,0.50252,0.68201,0.39287,0.64685,0.49242,0.53725,0.81403,0.53942,0.45459,0.44654,0.42006,0.61722,0.52143,0.45178,0.41866,0.59563,0.57746,0.50315,0.39579,0.32695,0.40484,0.46306,0.39302,0.41583,0.33644,0.40044,0.55379,0.36937,0.36329,0.37977,0.58963,0.52884,0.42016,0.43893,0.47938,0.53742,0.66562
Q9H074;Q9H074-2;Q9H074-3,Polyadenylate-binding protein-interacting protein 1,PAIP1,,1.2001,1.0564,0.51121,0.50981,0.56529,0.8029,0.87059,0.55789,0.52348,0.54541,0.79757,1.1111,0.6067,0.51589,0.5851,0.9253,0.95387,0.64121,0.50344,0.53615,1.1192,0.77577,0.53888,0.54721,0.47875,0.88893,0.95498,0.44314,0.46433,0.50732,1.0171,0.96671,0.53553,0.46403,0.5097,1.1287,0.85564,0.54681,0.62088,0.47257,0.86446,1.0546,0.63963,0.42921,0.57993
Q13177,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,,0.58275,0.69258,0.58338,0.70229,0.83727,0.43535,0.60076,0.63057,0.63078,0.68201,0.41098,0.76154,0.57228,0.74194,0.95895,0.45502,0.43922,0.59379,0.59996,0.65625,0.45105,0.4302,0.64614,0.7928,0.69687,0.32705,0.41925,0.47683,0.53172,0.56776,0.40739,0.45994,0.48634,0.76903,0.62011,0.38495,0.45324,0.60038,0.90665,0.67893,0.40652,0.54826,0.71048,0.88969,0.92116
O96013;O96013-4;O96013-2;O96013-3,Serine/threonine-protein kinase PAK 4,PAK4,,2.174,1.6924,0.74597,0.498,0.52547,2.2198,1.783,0.64841,0.52594,0.48001,1.9308,1.8229,0.7678,0.52271,0.57988,2.2739,1.7149,0.55883,0.40316,0.3163,2.6454,1.4168,0.60473,0.39619,0.40527,2.2382,1.4272,0.61591,0.42036,0.36073,2.6118,2.0563,0.67009,0.49702,0.47823,2.5175,1.6332,0.70457,0.60043,0.49041,4.0362,2.3534,0.6027,0.56787,0.56964
O95340;O95340-2,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,PAPSS2,,1.3853,0.92254,0.50295,0.45247,0.43807,1.25,0.91314,0.53152,0.4134,0.43277,1.1257,1.0117,0.493,0.41864,0.50129,0.89425,0.6781,0.35803,0.27999,0.29997,0.85209,0.65716,0.42791,0.30454,0.33489,0.98403,0.62154,0.31453,0.23752,0.27126,0.73137,0.75622,0.31229,0.25195,0.25047,0.52218,0.57089,0.26193,0.24028,0.18842,0.74962,0.74335,0.43373,0.28301,0.30473
Q99497,Protein deglycase DJ-1,PARK7,,0.38063,0.51526,0.43482,0.55867,1.2084,0.37418,0.5273,0.49914,0.54594,1.1431,0.33018,0.50626,0.458,0.49907,1.1473,0.49972,0.47963,0.52282,0.54004,1.081,0.47128,0.46742,0.47099,0.65497,0.97274,0.45104,0.41987,0.35397,0.46653,0.9256,0.37672,0.46854,0.4957,0.47652,1.1178,0.35417,0.401,0.53113,0.76191,0.93449,0.35461,0.46086,0.48396,0.62249,1.1116
P09874,Poly [ADP-ribose] polymerase 1,PARP1,,0.97816,1.8669,0.7936,0.57333,0.58122,0.98095,1.4827,0.67452,0.52635,0.5356,1.204,2.4071,0.87655,0.61515,0.62733,1.3262,1.64,0.80167,0.58876,0.62215,1.801,2.4208,1.1597,0.93716,0.97926,1.0727,1.6035,0.62153,0.45433,0.45897,1.3211,1.8601,0.69083,0.45592,0.51687,1.2292,1.6686,0.80328,0.7148,0.67785,1.509,1.9496,1.0491,0.75988,0.83848
Q8IXQ6-2;Q8IXQ6;Q8IXQ6-3,Poly [ADP-ribose] polymerase 9,PARP9,,1.1045,1.5668,0.54354,0.6072,0.62326,2.3629,1.8047,0.59937,0.45818,0.54585,1.7187,1.6618,0.69611,0.43164,0.54887,1.2192,1.8507,0.68264,0.3883,0.59244,3.1879,1.7463,0.45764,0.41105,0.70568,2.2573,1.5426,0.55152,0.406,0.46831,2.8362,2.4605,0.70141,0.4056,0.52936,15.542,2.1793,0.63153,0.53098,0.78015,2.8911,2.1748,0.68641,0.4298,0.64555
Q9NVD7,Alpha-parvin,PARVA,,0.90107,1.212,0.80383,0.73614,0.67502,0.94438,1.1206,0.76961,0.66275,0.66237,0.93236,1.2725,0.81246,0.6735,0.74489,0.9779,1.0784,0.7053,0.59262,0.5263,0.86969,0.93882,0.66967,0.54892,0.51881,0.98129,0.94462,0.62929,0.56786,0.55186,0.94946,1.0604,0.80221,0.6723,0.65668,0.94722,1.0004,0.75948,0.78123,0.59788,0.97578,1.1046,0.83944,0.72047,0.68235
Q86TB9;Q86TB9-4;Q86TB9-2,Protein PAT1 homolog 1,PATL1,,2.7684,1.8345,0.73195,0.46775,0.30358,1.8426,1.6577,0.77379,0.44035,0.2965,1.2909,1.5926,0.83417,0.49016,0.31626,1.8313,1.6583,0.62488,0.35064,0.27879,1.667,1.7625,0.59672,0.45059,0.4743,1.7118,1.2947,0.58263,0.36423,0.29137,1.9253,2.4583,0.81833,0.58441,0.43478,2.3169,2.0611,1.039,0.68334,0.41002,2.555,2.4863,0.89963,0.6603,0.46275
Q96IZ0,PRKC apoptosis WT1 regulator protein,PAWR,,0.52175,0.94614,1.0172,0.94463,1.0514,0.49339,0.81748,0.91947,0.87762,0.91434,0.57357,1.0348,1.1227,1.0282,1.2029,0.55433,0.83417,0.99828,0.89819,0.96846,0.60257,0.75846,0.98725,1.0943,0.98575,0.48891,0.8035,0.80696,1.0415,0.98625,0.40028,0.63718,0.79469,0.81449,0.83493,0.4389,0.57979,0.75656,0.99045,0.82137,0.46556,0.62977,0.93003,0.94478,0.98186
Q15365,Poly(rC)-binding protein 1,PCBP1,,1.1037,1.1619,0.64001,0.52406,0.55161,0.85524,1.0635,0.63899,0.50334,0.52971,0.72958,1.3257,0.73623,0.5248,0.60239,0.9521,0.92152,0.58967,0.4269,0.43185,0.98598,1.0417,0.595,0.53945,0.53684,0.89576,0.88084,0.51991,0.39643,0.42893,0.83842,0.99909,0.52301,0.40521,0.46252,1.0779,1.1066,0.59917,0.56097,0.53059,0.95653,1.1907,0.68046,0.49698,0.54772
Q15366-5;Q15366-8,Poly(rC)-binding protein 2,PCBP2,,1.8782,1.6019,0.66264,0.48408,0.45331,1.6807,1.5549,0.65736,0.4677,0.4615,1.4748,1.7803,0.70926,0.50413,0.50256,1.9442,1.5151,0.59316,0.41374,0.38476,1.7994,1.4685,0.5976,0.44396,0.41017,1.8111,1.3561,0.53937,0.37361,0.39051,1.7889,1.6851,0.66149,0.41957,0.43189,2.0097,1.6697,0.71074,0.56266,0.47327,2.1287,1.8698,0.77275,0.49734,0.51287
Q5JVF3;Q5JVF3-4;Q5JVF3-3;Q5JVF3-2,PCI domain-containing protein 2,PCID2,,1.9683,2.0886,0.91652,0.44783,0.38013,2.1971,2.6272,0.85019,0.51388,0.38016,1.9778,2.5357,1.0721,0.54785,0.39128,2.326,2.0709,0.6811,0.40644,0.30247,2.8785,1.7215,0.69272,0.46307,0.33116,2.1048,2.5307,0.61072,0.37523,0.31477,1.8209,2.0839,0.79044,0.43988,0.29525,1.9968,1.7563,0.90558,0.52419,0.33002,2.2336,2.1521,0.84315,0.46426,0.376
Q16822;Q16822-2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCK2,,0.32524,0.58157,9.3002,17.631,13.052,0.25226,0.51991,7.1199,13.539,16.293,0.22381,0.60074,8.841,6.3647,18.657,0.46121,0.67779,7.571,10.867,16.84,0.33463,0.53028,6.8343,13.665,16.561,0.47963,0.57226,6.7945,10.504,12.741,0.34795,0.5844,6.7003,10.214,10.154,0.36596,0.55141,4.5382,9.862,11.825,0.39301,0.62568,6.7189,11.614,11.939
Q15154;Q15154-2,Pericentriolar material 1 protein,PCM1,,1.7197,1.2954,0.50748,0.39705,0.55464,2.3653,1.3426,0.48259,0.42029,0.54081,2.7907,1.7438,0.57814,0.43065,0.52977,2.7051,1.5934,0.41815,0.35664,0.43291,1.8426,1.1486,0.34236,0.35567,0.47519,4.9313,1.888,0.40597,0.28648,0.36571,2.9084,1.9682,0.4764,0.4085,0.60956,1.6845,1.4975,0.53238,0.57716,0.63006,3.5551,2.3809,0.6005,0.45892,0.61066
P22061;P22061-2,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,,0.45217,0.5718,0.76931,1.0689,1.9491,0.40903,0.58836,0.8636,1.1063,1.9818,0.34336,0.6496,0.8013,1.0328,1.764,0.50663,0.58363,0.82874,0.93903,1.6449,0.46535,0.56023,0.81142,1.0938,2.143,0.52409,0.49743,0.73857,0.95476,1.5992,0.42168,0.53491,0.77578,0.92064,1.6937,0.45911,0.60758,0.91687,1.5328,1.8372,0.45694,0.50016,0.78566,1.1161,1.7601
P12004,Proliferating cell nuclear antigen,PCNA,,0.2387,0.61518,0.33354,0.38632,0.84162,0.25926,0.49959,0.31008,0.32178,0.5731,0.26842,0.71293,0.34996,0.34421,0.76576,0.40255,0.58669,0.54785,0.51896,1.0722,0.54458,0.85653,0.62192,0.78113,1.1026,0.38023,0.52714,0.34619,0.43315,0.85133,0.27026,0.39128,0.35124,0.38221,0.74721,0.26336,0.36095,0.40162,0.55245,0.87725,0.28628,0.41344,0.46357,0.53155,0.87747
Q9UHG3;Q9UHG3-2,Prenylcysteine oxidase 1,PCYOX1,,0.99328,0.52604,0.8819,2.6706,5.8493,0.93422,0.5079,0.86583,2.3946,5.6024,0.98722,0.54858,0.86857,2.8704,6.8542,0.95198,0.48573,0.83739,2.3756,5.7204,0.88507,0.4442,0.73013,2.254,4.551,1.0831,0.48023,0.72452,2.3642,6.0644,0.79677,0.46576,0.69642,2.4656,6.3136,0.81845,0.48081,0.68126,3.2227,6.6792,0.70439,0.43616,0.60626,2.2612,6.0652
Q13442,28 kDa heat- and acid-stable phosphoprotein,PDAP1,,3.9138,2.5268,1.2283,0.89281,0.31301,3.2536,2.5198,1.1784,0.83807,0.32412,3.489,2.8428,1.1816,0.86863,0.28789,3.5816,2.4601,1.3037,0.78974,0.23898,2.7279,2.4679,1.08,0.7468,0.24012,2.7878,2.7408,1.0242,0.71005,0.23035,3.128,3.0143,1.6656,0.88848,0.32627,3.4958,2.8346,1.653,1.2298,0.32629,3.3425,2.6089,1.8838,1.1741,0.37472
Q9BUL8,Programmed cell death protein 10,PDCD10,,0.69234,0.7181,0.66163,0.84139,1.0848,0.67168,0.74028,0.76709,0.84017,0.92533,0.71774,0.76532,0.67791,0.80654,1.0956,0.64212,0.69093,0.70211,0.75656,0.8492,0.52727,0.643,0.71139,1.0003,0.98891,0.61182,0.5932,0.61329,0.68291,0.87221,0.38622,0.52151,0.6374,0.79257,1.0447,0.46574,0.58019,0.6112,0.98905,0.8286,0.53524,0.64466,0.65057,0.81499,1.0787
Q53EL6;Q53EL6-2,Programmed cell death protein 4,PDCD4,,2.2283,2.0028,1.0643,0.84048,0.30358,2.16,2.3894,1.3087,0.98458,0.32465,1.942,2.2781,1.1155,0.82756,0.28579,2.5343,1.9703,1.1249,0.75496,0.28088,2.2215,2.2442,1.2507,0.97059,0.30697,2.3103,1.7934,1.0416,0.74489,0.29773,2.5214,2.3139,1.2673,0.89181,0.3887,2.8025,2.3369,1.5714,1.238,0.37834,3.0456,3.0212,1.7358,1.1207,0.44144
O14737;O14737-2,Programmed cell death protein 5,PDCD5,,0.47869,0.85619,0.7116,0.55403,0.59507,0.4224,0.74451,0.71968,0.67596,0.52217,0.62389,1.0367,0.6642,0.61183,0.53966,0.45465,0.62895,0.67352,0.76702,0.57302,0.36591,0.42676,0.77681,1.0153,0.66062,0.50227,0.6218,0.49643,0.68394,0.46472,0.3326,0.60421,0.62777,0.69277,0.56527,0.33997,0.55437,0.6501,1.036,0.55873,0.34899,0.52941,0.62938,0.85918,0.61114
O75340;O75340-2,Programmed cell death protein 6,PDCD6,,0.5317,0.52982,0.32025,0.48225,1.1149,0.45231,0.42711,0.43644,0.53952,1.126,0.50922,0.56329,0.37516,0.58362,1.133,0.5004,0.44699,0.4133,0.43561,0.99459,0.4427,0.43328,0.32633,0.59215,0.88062,0.38093,0.40959,0.29271,0.41028,0.61776,0.37814,0.4694,0.38259,0.43041,0.93488,0.40673,0.36434,0.32126,0.74185,0.79623,0.39328,0.36108,0.38755,0.59011,0.92951
Q8WUM4;Q8WUM4-2,Programmed cell death 6-interacting protein,PDCD6IP,,0.66126,0.61917,0.53678,0.73459,1.3429,0.5511,0.53389,0.48786,0.72236,1.3106,0.45076,0.61548,0.49256,0.74867,1.4807,0.61244,0.46822,0.50316,0.56089,1.0675,0.54975,0.46692,0.49714,0.88964,1.1167,0.4037,0.3988,0.37954,0.51316,0.84741,0.63072,0.59969,0.48962,0.75347,1.3055,0.58344,0.59681,0.49527,1.1569,1.2471,0.5457,0.6039,0.57041,0.97551,1.3778
O00151,PDZ and LIM domain protein 1,PDLIM1,,0.34125,0.55661,0.62041,0.9086,2.0083,0.35307,0.49476,0.67992,0.97511,2.1799,0.37093,0.71618,0.79531,0.96376,2.7199,0.37646,0.48691,0.67925,0.88698,1.7512,0.32999,0.45954,0.67968,1.2091,1.6861,0.41563,0.52971,0.5492,0.97534,1.87,0.34206,0.68888,0.62343,1.0406,2.0858,0.27698,0.40067,0.64894,1.1906,1.8059,0.39128,0.63255,0.99154,1.5618,2.7481
Q96HC4;Q96HC4-4;Q96HC4-7,PDZ and LIM domain protein 5,PDLIM5,,0.5423,0.77526,0.873,0.77326,1.0679,0.48499,0.79468,0.83191,0.71501,0.98934,0.47541,0.95454,0.93969,0.79777,1.2075,0.59033,0.67959,0.85748,0.76303,0.85758,0.5068,0.63749,0.8398,0.84879,1.025,0.53174,0.71972,0.81554,0.76782,0.95979,0.30145,0.43284,0.523,0.52946,0.53932,0.33053,0.46638,0.52246,0.64297,0.58784,0.30998,0.50176,0.6456,0.62288,0.66022
Q29RF7,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,,1.606,2.6472,0.78457,0.59353,0.49968,1.8525,1.9774,0.70074,0.43689,0.52663,2.0338,3.2132,0.74985,0.58357,0.59294,1.912,2.0161,0.66622,0.47625,0.40506,1.6827,2.381,0.62148,0.56475,0.54493,1.604,1.9377,0.67971,0.41157,0.42105,1.8078,2.1072,0.65954,0.53009,0.42718,1.7544,1.5396,0.75261,0.64615,0.47347,2.1083,2.0512,0.86326,0.4887,0.54002
P30086,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,,0.52488,0.42175,0.22281,0.27668,0.55334,0.45065,0.41536,0.22376,0.23999,0.50025,0.42172,0.47548,0.22559,0.23746,0.53582,0.64369,0.42951,0.25949,0.24905,0.53499,0.62319,0.40103,0.23365,0.29967,0.41822,0.48723,0.35781,0.1926,0.22653,0.44318,0.44592,0.40908,0.24466,0.26603,0.55946,0.40596,0.37156,0.31388,0.37957,0.52428,0.47005,0.43628,0.29434,0.31319,0.59081
Q86TG7;Q86TG7-2,Retrotransposon-derived protein PEG10,PEG10,,2.5462,1.477,0.57726,0.41046,0.48331,2.3449,1.5897,0.56037,0.44482,0.4477,2.0817,1.6516,0.5843,0.45697,0.54833,2.3133,1.6219,0.53959,0.32901,0.43601,2.1301,1.5277,0.44021,0.3554,0.41952,2.6225,1.6246,0.43833,0.32334,0.41419,3.1305,1.9376,0.56446,0.38234,0.51777,2.5448,1.6394,0.63669,0.54466,0.51837,3.0914,2.133,0.68246,0.48955,0.61009
Q9BRX2,Protein pelota homolog,PELO,,2.545,1.7002,0.70522,0.51859,0.41586,2.4409,2.0674,0.74318,0.50298,0.41058,1.8979,1.9522,0.79996,0.54304,0.42681,2.3586,1.762,0.6153,0.40175,0.32017,1.9147,1.7263,0.59217,0.41976,0.32431,2.5795,1.6529,0.62737,0.43141,0.31438,2.5585,2.5616,0.92542,0.54972,0.44018,2.5658,2.0311,0.81909,0.66847,0.4794,3.6325,2.7959,0.96897,0.71042,0.48603
O15067,Phosphoribosylformylglycinamidine synthase,PFAS,,0.4728,0.39299,0.20497,0.26355,0.53002,0.49224,0.45388,0.19403,0.27277,0.4608,0.34492,0.46574,0.22489,0.21589,0.55899,0.52405,0.34216,0.23774,0.2225,0.49845,0.58486,0.37376,0.25182,0.32406,0.62588,0.57928,0.33572,0.16746,0.22305,0.40213,0.48511,0.36922,0.22414,0.24912,0.57943,0.40454,0.30491,0.29892,0.39223,0.51785,0.40722,0.34296,0.26633,0.30132,0.57827
P17858;P17858-2,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,,1.3823,1.0975,0.6148,0.54642,0.47126,1.0633,1.0677,0.52562,0.46272,0.45767,1.0317,1.3425,0.66179,0.53181,0.50073,1.3414,1.1379,0.64131,0.45469,0.30534,1.301,0.94822,0.5198,0.51443,0.46294,1.2626,0.98224,0.50536,0.41751,0.39036,1.0659,1.0635,0.45356,0.38473,0.42343,0.85488,0.98852,0.54292,0.57493,0.33464,1.1877,1.0791,0.61065,0.50675,0.41869
P08237;P08237-3;P08237-2,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,,1.8237,1.2747,0.51009,0.37362,0.29956,2.4939,1.4559,0.58817,0.43013,0.35612,1.6608,1.2539,0.55157,0.40938,0.38678,2.0993,1.3155,0.51951,0.30969,0.23365,1.9257,1.2998,0.43886,0.32903,0.23336,1.7681,1.1988,0.45097,0.32109,0.24732,0.88897,0.71406,0.32289,0.17797,0.11769,0.72576,0.53419,0.26173,0.17667,0.0908,0.98625,0.88589,0.33423,0.20969,0.12078
