ProteinGroupAc,Replicate1 TMT Set1-126,Replicate1 TMT Set2-126,Replicate2 TMT Set1-126,Replicate2 TMT Set2-126,Replicate1 TMT Set1-127C,Replicate1 TMT Set2-127C,Replicate2 TMT Set1-127C,Replicate2 TMT Set2-127C,Replicate1 TMT Set1-127N,Replicate1 TMT Set2-127N,Replicate2 TMT Set1-127N,Replicate2 TMT Set2-127N,Replicate1 TMT Set1-128C,Replicate1 TMT Set2-128C,Replicate2 TMT Set1-128C,Replicate2 TMT Set2-128C,Replicate1 TMT Set1-128N,Replicate1 TMT Set2-128N,Replicate2 TMT Set1-128N,Replicate2 TMT Set2-128N,Replicate1 TMT Set1-129C,Replicate1 TMT Set2-129C,Replicate2 TMT Set1-129C,Replicate2 TMT Set2-129C,Replicate1 TMT Set1-129N,Replicate1 TMT Set2-129N,Replicate2 TMT Set1-129N,Replicate2 TMT Set2-129N,Replicate1 TMT Set1-130C,Replicate1 TMT Set2-130C,Replicate2 TMT Set1-130C,Replicate2 TMT Set2-130C,Replicate1 TMT Set1-130N,Replicate1 TMT Set2-130N,Replicate2 TMT Set1-130N,Replicate2 TMT Set2-130N,Replicate1 TMT Set1-131,Replicate1 TMT Set2-131,Replicate2 TMT Set1-131,Replicate2 TMT Set2-131,Accession,Description,Coverage,Quantified Proteins,Quantified Unique Peptides,Quantified Peptides,Quantified PSMs,Score - Replicate1 TMT Set1,Coverage -  Replicate1 TMT Set1,Quantified Peptides -  Replicate1 TMT Set1,Quantified PSMs -  Replicate1 TMT Set1,Score - Replicate1 TMT Set2,Coverage -  Replicate1 TMT Set2,Quantified Peptides -  Replicate1 TMT Set2,Quantified PSMs -  Replicate1 TMT Set2,Score - Replicate2 TMT Set1,Coverage -  Replicate2 TMT Set1,Quantified Peptides -  Replicate2 TMT Set1,Quantified PSMs -  Replicate2 TMT Set1,Score - Replicate2 TMT Set2,Coverage -  Replicate2 TMT Set2,Quantified Peptides -  Replicate2 TMT Set2,Quantified PSMs -  Replicate2 TMT Set2,markers,SVM Classification,SVM Score,assignment
P51668,0.01,0.058,0.018,0.016,0.074,0.044,0.047,0.047,0.01,0.037,0.083,0.053,0.067,0.046,0.069,0.045,0.062,0.037,0.078,0.071,0.063,0.041,0.081,0.055,0.068,0.057,0.064,0.052,0.044,0.021,0.182,0.04,0.039,0.024,0.025,0.014,0.568,0.636,0.354,0.583,P51668,Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens GN=UBE2D1 PE=1 SV=1 - [UB2D1_HUMAN],24.49,2,2,3,7,57.29,7.48,1,1,46.04,7.48,1,1,108.8,19.73,2,2,85.05,24.49,3,3,unknown,CYTOSOL,0.738911722,unknown
Q9H0U9,0.01,0.036,0.023,0.157,0.044,0.037,0.049,0.252,0.01,0.049,0.04,0.191,0.077,0.057,0.07,0.121,0.09,0.072,0.077,0.046,0.108,0.067,0.096,0.039,0.11,0.097,0.081,0.055,0.298,0.208,0.205,0.099,0.15,0.1,0.086,0.025,0.11,0.271,0.189,0.015,Q9H0U9,Testis-specific Y-encoded-like protein 1 OS=Homo sapiens GN=TSPYL1 PE=1 SV=3 - [TSYL1_HUMAN],24.49,1,9,9,10,44.82,3.66,2,2,42.89,6.18,3,3,60.39,10.07,3,3,77.59,6.64,2,2,unknown,NUCLEUS,0.49427195,unknown
Q96Q05,0.01,0.06,0.01,0.079,0.12,0.092,0.122,0.143,0.011,0.123,0.082,0.12,0.172,0.123,0.121,0.116,0.127,0.125,0.092,0.069,0.127,0.104,0.077,0.065,0.095,0.095,0.061,0.131,0.23,0.182,0.308,0.21,0.025,0.036,0.032,0.028,0.017,0.036,0.028,0.028,Q96Q05,Trafficking protein particle complex subunit 9 OS=Homo sapiens GN=TRAPPC9 PE=1 SV=2 - [TPPC9_HUMAN],24.48,3,25,25,36,102.83,6.1,7,7,41.98,1.57,2,2,239.83,15.85,16,16,205.7,10.98,11,11,unknown,NUCLEUS,0.328377195,unknown
Q13625,0.011,0.065,0.019,0.092,0.122,0.073,0.088,0.094,0.02,0.089,0.061,0.073,0.148,0.119,0.088,0.112,0.137,0.13,0.11,0.083,0.127,0.105,0.112,0.097,0.082,0.115,0.095,0.118,0.219,0.198,0.235,0.171,0.057,0.046,0.087,0.08,0.043,0.059,0.089,0.095,Q13625,Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens GN=TP53BP2 PE=1 SV=2 - [ASPP2_HUMAN],24.47,3,20,20,35,91.85,9.13,7,7,123.7,5.05,5,5,115.22,6.21,5,7,203.09,17.91,14,16,unknown,NUCLEUS,0.364092928,unknown
Q9NX47,0.014,0.04,0.027,0.058,0.067,0.056,0.095,0.062,0.013,0.087,0.059,0.069,0.124,0.116,0.093,0.104,0.131,0.185,0.152,0.244,0.239,0.238,0.319,0.186,0.171,0.162,0.186,0.115,0.103,0.104,0.072,0.129,0.027,0.01,0.01,0.022,0.021,0.01,0.01,0.029,Q9NX47,E3 ubiquitin-protein ligase MARCH5 OS=Homo sapiens GN=MARCH5 PE=1 SV=1 - [MARH5_HUMAN],24.46,1,7,7,16,111.82,14.03,5,5,85.61,3.6,1,2,142.67,13.31,3,4,127.67,17.99,4,5,unknown,MITOCHONDRIA,0.884211446,unknown
P06400,0.01,0.014,0.01,0.017,0.02,0.013,0.03,0.026,0.01,0.028,0.018,0.03,0.06,0.05,0.035,0.044,0.066,0.069,0.054,0.072,0.151,0.194,0.097,0.073,0.223,0.286,0.147,0.234,0.226,0.157,0.258,0.172,0.189,0.133,0.19,0.166,0.041,0.056,0.162,0.157,P06400,Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2 - [RB_HUMAN],24.46,1,20,20,35,93.99,11.64,10,10,216.5,10.99,9,10,125.93,8.84,7,7,132.43,11.42,8,8,unknown,NUCLEUS-CHROMATIN,0.595440067,unknown
Q96SZ5,0.01,0.059,0.035,0.063,0.064,0.05,0.082,0.065,0.01,0.054,0.058,0.067,0.088,0.072,0.065,0.069,0.092,0.095,0.085,0.141,0.173,0.126,0.137,0.103,0.138,0.123,0.092,0.079,0.141,0.133,0.128,0.112,0.017,0.014,0.016,0.012,0.222,0.284,0.29,0.289,Q96SZ5,2-aminoethanethiol dioxygenase OS=Homo sapiens GN=ADO PE=1 SV=2 - [AEDO_HUMAN],24.44,1,7,7,9,41.81,8.52,3,3,72.42,12.96,3,3,67,7.04,2,2,59.11,4.07,1,1,unknown,NUCLEUS,0.424960156,unknown
Q09328,0.01,0.105,0.01,0.065,0.146,0.148,0.17,0.204,0.012,0.159,0.152,0.248,0.19,0.136,0.269,0.187,0.157,0.134,0.139,0.092,0.213,0.137,0.097,0.071,0.164,0.097,0.063,0.031,0.064,0.061,0.044,0.072,0.032,0.014,0.022,0.021,0.01,0.01,0.016,0.01,Q09328,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=2 SV=1 - [MGT5A_HUMAN]",24.43,1,15,15,32,174.09,16.06,10,11,117.64,6.75,6,6,51.5,7.15,5,5,120.46,17.27,10,10,unknown,GOLGI,0.737789269,unknown
Q6P3W7,0.013,0.018,0.01,0.028,0.034,0.033,0.04,0.044,0.015,0.041,0.024,0.045,0.075,0.071,0.054,0.077,0.086,0.091,0.083,0.118,0.124,0.118,0.161,0.142,0.128,0.176,0.18,0.237,0.437,0.312,0.374,0.225,0.065,0.059,0.049,0.047,0.018,0.042,0.012,0.01,Q6P3W7,SCY1-like protein 2 OS=Homo sapiens GN=SCYL2 PE=1 SV=1 - [SCYL2_HUMAN],24.43,1,18,18,38,228.06,16.58,12,13,132.1,9.04,7,7,87.33,9.26,6,7,169.7,18.62,11,11,unknown,NUCLEUS,0.455940006,unknown
Q9P2N5,0.01,0.015,0.01,0.012,0.01,0.025,0.023,0.018,0.01,0.038,0.018,0.027,0.047,0.054,0.037,0.049,0.049,0.068,0.051,0.058,0.086,0.091,0.071,0.062,0.06,0.098,0.071,0.176,0.386,0.312,0.501,0.339,0.295,0.239,0.151,0.183,0.035,0.042,0.055,0.06,Q9P2N5,RNA-binding protein 27 OS=Homo sapiens GN=RBM27 PE=1 SV=2 - [RBM27_HUMAN],24.43,1,22,24,59,307.23,16.04,17,17,67.95,5.66,6,7,238.6,12.92,13,16,295.58,20.09,18,19,unknown,NUCLEUS,0.88648468,NUCLEUS
Q96BN8,0.014,0.054,0.01,0.042,0.105,0.04,0.062,0.058,0.011,0.041,0.04,0.041,0.104,0.044,0.044,0.056,0.086,0.039,0.047,0.041,0.081,0.037,0.066,0.052,0.084,0.039,0.069,0.066,0.059,0.022,0.075,0.036,0.047,0.018,0.027,0.014,0.411,0.662,0.606,0.579,Q96BN8,Ubiquitin thioesterase otulin OS=Homo sapiens GN=OTULIN PE=1 SV=3 - [OTUL_HUMAN],24.43,1,7,7,9,44.43,2.56,1,1,57.87,9.66,2,2,69.81,7.67,3,3,64.17,10.23,3,3,CYTOSOL,CYTOSOL,1,CYTOSOL
Q16512,0.012,0.095,0.01,0.036,0.115,0.09,0.083,0.086,0.023,0.081,0.041,0.067,0.118,0.099,0.079,0.086,0.1,0.093,0.086,0.067,0.101,0.08,0.115,0.122,0.113,0.105,0.128,0.116,0.222,0.146,0.224,0.172,0.019,0.026,0.02,0.026,0.156,0.175,0.195,0.18,Q16512,Serine/threonine-protein kinase N1 OS=Homo sapiens GN=PKN1 PE=1 SV=2 - [PKN1_HUMAN],24.42,3,15,18,27,140.43,4.14,4,4,63.3,7.64,7,7,111.46,9.45,8,8,166.58,13.38,8,8,unknown,NUCLEUS,0.419127039,unknown
P51784,0.01,0.035,0.01,0.028,0.04,0.033,0.031,0.041,0.01,0.032,0.019,0.031,0.04,0.032,0.027,0.034,0.033,0.03,0.029,0.03,0.042,0.033,0.049,0.044,0.05,0.045,0.049,0.052,0.031,0.026,0.041,0.032,0.037,0.041,0.029,0.035,0.726,0.677,0.714,0.633,P51784,Ubiquitin carboxyl-terminal hydrolase 11 OS=Homo sapiens GN=USP11 PE=1 SV=3 - [UBP11_HUMAN],24.4,1,19,20,39,203.92,13.29,11,12,213.36,9.24,7,8,150.1,11.73,9,9,127.87,13.29,10,10,unknown,CYTOSOL,0.907721399,unknown
Q63HN8,0.01,0.041,0.01,0.017,0.056,0.048,0.025,0.028,0.01,0.06,0.015,0.031,0.074,0.071,0.031,0.048,0.082,0.089,0.044,0.049,0.094,0.084,0.061,0.062,0.086,0.096,0.057,0.241,0.48,0.397,0.678,0.423,0.031,0.028,0.027,0.033,0.07,0.086,0.052,0.066,Q63HN8,E3 ubiquitin-protein ligase RNF213 OS=Homo sapiens GN=RNF213 PE=1 SV=3 - [RN213_HUMAN],24.39,7,113,113,217,794.33,8.03,44,47,608.05,6.43,31,33,1261.93,15.31,65,70,995.44,14.83,62,67,unknown,RIBOSOME 40S,0.296563081,unknown
Q9Y4C8,0.01,0.016,0.01,0.019,0.031,0.024,0.021,0.027,0.01,0.033,0.017,0.031,0.057,0.041,0.031,0.049,0.056,0.06,0.04,0.047,0.068,0.064,0.064,0.054,0.056,0.093,0.049,0.311,0.367,0.256,0.523,0.239,0.28,0.283,0.187,0.138,0.053,0.117,0.058,0.064,Q9Y4C8,Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=3 - [RBM19_HUMAN],24.38,1,20,20,35,191.36,12.4,10,10,83.98,2.6,2,2,267.97,12.5,9,9,197.4,16.98,13,14,unknown,NUCLEUS,0.932320479,NUCLEUS
O60610,0.01,0.079,0.01,0.047,0.074,0.078,0.079,0.072,0.01,0.078,0.036,0.063,0.114,0.086,0.075,0.082,0.111,0.079,0.082,0.065,0.098,0.066,0.098,0.082,0.098,0.092,0.094,0.059,0.074,0.049,0.053,0.056,0.032,0.019,0.026,0.019,0.33,0.366,0.392,0.428,O60610,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=1 SV=2 - [DIAP1_HUMAN],24.37,3,29,31,54,175.99,10.38,13,13,211.94,9.67,13,13,129.46,8.73,10,10,228.52,14.23,18,18,unknown,CYTOSOL,0.386649594,unknown
P20908,0.016,0.126,0.015,0.076,0.172,0.113,0.139,0.149,0.02,0.108,0.137,0.143,0.157,0.116,0.142,0.141,0.167,0.178,0.145,0.15,0.21,0.13,0.177,0.135,0.144,0.096,0.121,0.06,0.043,0.072,0.051,0.079,0.046,0.038,0.052,0.043,0.01,0.01,0.01,0.01,P20908,Collagen alpha-1(V) chain OS=Homo sapiens GN=COL5A1 PE=1 SV=3 - [CO5A1_HUMAN],24.37,12,27,33,75,151.09,6.26,8,9,107.23,5.11,7,7,421.57,16.1,23,26,755.02,20.67,25,33,unknown,ER,0.285147208,unknown
Q05209,0.01,0.059,0.013,0.032,0.074,0.052,0.062,0.051,0.01,0.053,0.038,0.042,0.089,0.07,0.06,0.057,0.092,0.078,0.072,0.055,0.137,0.113,0.095,0.087,0.169,0.157,0.101,0.08,0.114,0.078,0.079,0.069,0.064,0.044,0.07,0.057,0.219,0.233,0.451,0.465,Q05209,Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=1 SV=3 - [PTN12_HUMAN],24.36,3,16,16,32,196.12,12.95,9,9,127.86,8.21,6,6,91.41,11.54,7,7,110.13,16.15,10,10,unknown,NUCLEUS,0.492648814,unknown
Q8IYQ7,0.01,0.037,0.01,0.055,0.04,0.049,0.104,0.067,0.013,0.069,0.056,0.079,0.098,0.099,0.091,0.106,0.133,0.168,0.123,0.297,0.315,0.239,0.317,0.182,0.242,0.165,0.17,0.07,0.075,0.129,0.08,0.111,0.013,0.015,0.01,0.01,0.046,0.028,0.01,0.023,Q8IYQ7,Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2 - [THNS1_HUMAN],24.36,1,15,15,24,155.58,10.36,8,8,90.27,4.04,3,3,108.73,12.52,6,6,146.21,11.17,7,7,unknown,MITOCHONDRIA,0.970008975,MITOCHONDRIA
P16144,0.01,0.15,0.049,0.141,0.254,0.15,0.169,0.168,0.012,0.151,0.129,0.14,0.234,0.153,0.14,0.159,0.173,0.12,0.146,0.106,0.113,0.07,0.105,0.092,0.075,0.059,0.083,0.044,0.031,0.055,0.055,0.072,0.015,0.027,0.016,0.012,0.01,0.015,0.026,0.023,P16144-4,Isoform Beta-4D of Integrin beta-4 OS=Homo sapiens GN=ITGB4 - [ITB4_HUMAN],24.36,5,33,33,58,358.42,13.81,19,19,216.93,6.59,10,11,166.93,9.51,15,15,287.8,9.91,12,13,unknown,PM,0.959143256,PM
O75400,0.01,0.013,0.01,0.012,0.019,0.016,0.027,0.014,0.01,0.032,0.014,0.019,0.044,0.041,0.025,0.027,0.046,0.055,0.032,0.031,0.062,0.064,0.046,0.038,0.049,0.081,0.06,0.271,0.449,0.376,0.443,0.262,0.271,0.255,0.191,0.201,0.053,0.078,0.08,0.09,O75400,Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2 - [PR40A_HUMAN],24.35,3,23,25,73,286.55,15.15,15,20,191.83,13.06,13,13,436.55,19.85,17,20,473.36,19.54,17,20,unknown,NUCLEUS,0.885767438,NUCLEUS
Q86UL3,0.01,0.066,0.01,0.069,0.116,0.096,0.104,0.133,0.014,0.136,0.115,0.159,0.22,0.181,0.198,0.209,0.212,0.191,0.204,0.16,0.204,0.129,0.176,0.134,0.158,0.098,0.125,0.053,0.046,0.078,0.043,0.077,0.014,0.014,0.01,0.01,0.01,0.01,0.01,0.01,Q86UL3,Glycerol-3-phosphate acyltransferase 4 OS=Homo sapiens GN=AGPAT6 PE=1 SV=1 - [GPAT4_HUMAN],24.34,1,9,10,28,144.04,10.75,4,5,58.05,8.11,3,3,181.63,18.64,8,10,195.66,22.59,9,10,ER,ER,1,ER
Q8IY95,0.011,0.149,0.021,0.066,0.345,0.2,0.387,0.234,0.013,0.21,0.26,0.22,0.263,0.153,0.14,0.173,0.154,0.093,0.071,0.075,0.078,0.062,0.024,0.054,0.058,0.053,0.017,0.028,0.034,0.044,0.01,0.076,0.015,0.01,0.01,0.012,0.024,0.015,0.068,0.016,Q8IY95-2,Isoform 2 of Transmembrane protein 192 OS=Homo sapiens GN=TMEM192 - [TM192_HUMAN],24.34,2,7,7,13,68.84,20.22,4,4,114.79,16.1,3,4,28.7,5.99,1,1,137.23,20.22,4,4,unknown,NUCLEUS,0.408820415,unknown
O96028,0.01,0.011,0.01,0.021,0.019,0.018,0.034,0.03,0.01,0.026,0.025,0.031,0.057,0.046,0.042,0.046,0.062,0.064,0.055,0.077,0.132,0.153,0.09,0.078,0.179,0.221,0.147,0.22,0.134,0.108,0.229,0.141,0.372,0.305,0.232,0.217,0.028,0.028,0.098,0.097,O96028,Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens GN=WHSC1 PE=1 SV=1 - [NSD2_HUMAN],24.32,7,27,27,45,130.13,6.23,7,7,162.43,7.18,9,9,308.98,15.38,15,16,203.25,11.43,13,13,unknown,NUCLEUS-CHROMATIN,0.926529757,NUCLEUS-CHROMATIN
A6NJ78,0.011,0.033,0.014,0.065,0.041,0.04,0.103,0.081,0.018,0.067,0.054,0.082,0.121,0.103,0.097,0.106,0.16,0.172,0.114,0.277,0.341,0.255,0.221,0.18,0.218,0.169,0.184,0.067,0.063,0.123,0.113,0.095,0.022,0.019,0.045,0.016,0.01,0.018,0.042,0.017,A6NJ78,Probable methyltransferase-like protein 15 OS=Homo sapiens GN=METTL15 PE=1 SV=1 - [MET15_HUMAN],24.32,5,9,9,20,218.05,15.23,6,7,111.58,6.14,3,3,81.85,14.74,4,5,138.71,12.29,4,5,unknown,MITOCHONDRIA,0.958469443,MITOCHONDRIA
Q15650,0.015,0.049,0.013,0.021,0.035,0.046,0.037,0.033,0.038,0.059,0.026,0.033,0.074,0.071,0.043,0.046,0.082,0.082,0.059,0.058,0.119,0.102,0.092,0.077,0.12,0.14,0.142,0.217,0.348,0.261,0.332,0.23,0.085,0.065,0.087,0.094,0.07,0.104,0.137,0.173,Q15650,Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4 - [TRIP4_HUMAN],24.27,1,10,10,16,64.59,7.06,3,3,129.41,8.43,3,3,53.43,5.51,3,4,159.27,14.97,6,6,unknown,NUCLEUS,0.615755599,NUCLEUS
Q9UK45,0.01,0.038,0.01,0.018,0.058,0.031,0.027,0.034,0.01,0.027,0.01,0.032,0.048,0.031,0.035,0.041,0.035,0.034,0.044,0.035,0.04,0.037,0.069,0.039,0.033,0.057,0.058,0.243,0.262,0.161,0.305,0.196,0.197,0.166,0.091,0.088,0.322,0.417,0.236,0.275,Q9UK45,U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens GN=LSM7 PE=1 SV=1 - [LSM7_HUMAN],24.27,1,3,4,13,82.62,17.48,3,4,62.8,22.33,3,4,52.48,14.56,2,3,33.49,15.53,2,2,unknown,NUCLEUS,0.635756407,NUCLEUS
Q13416,0.01,0.015,0.01,0.015,0.021,0.016,0.033,0.027,0.01,0.028,0.025,0.03,0.057,0.049,0.042,0.039,0.061,0.065,0.059,0.072,0.133,0.163,0.08,0.08,0.195,0.245,0.14,0.214,0.123,0.106,0.121,0.107,0.372,0.281,0.375,0.219,0.031,0.032,0.119,0.153,Q13416,Origin recognition complex subunit 2 OS=Homo sapiens GN=ORC2 PE=1 SV=2 - [ORC2_HUMAN],24.26,1,12,12,23,105.32,11.96,7,7,63.04,7.45,5,5,114.03,12.82,6,6,92.74,10.23,5,5,NUCLEUS-CHROMATIN,NUCLEUS-CHROMATIN,1,NUCLEUS-CHROMATIN
Q8WUA4,0.01,0.018,0.01,0.013,0.02,0.021,0.023,0.018,0.01,0.03,0.019,0.019,0.053,0.058,0.028,0.028,0.063,0.075,0.038,0.049,0.127,0.133,0.06,0.051,0.175,0.22,0.107,0.171,0.15,0.112,0.117,0.074,0.352,0.273,0.403,0.38,0.04,0.037,0.18,0.179,Q8WUA4,General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=2 - [TF3C2_HUMAN],24.26,2,16,17,29,100.45,11.42,10,10,75.81,9.66,6,6,96.56,9.44,6,6,118.18,9.66,7,7,unknown,NUCLEUS,0.671674103,NUCLEUS
P29590,0.02,0.032,0.014,0.018,0.038,0.033,0.034,0.025,0.013,0.03,0.044,0.023,0.028,0.027,0.04,0.025,0.026,0.026,0.046,0.026,0.032,0.031,0.056,0.038,0.044,0.042,0.051,0.05,0.043,0.039,0.039,0.029,0.084,0.07,0.085,0.085,0.663,0.669,0.549,0.683,P29590,Protein PML OS=Homo sapiens GN=PML PE=1 SV=3 - [PML_HUMAN],24.26,12,17,17,21,108.59,7.03,6,7,29.54,5.22,4,4,98.22,11,6,6,101.66,4.65,4,4,unknown,CYTOSOL,0.811314767,unknown
Q9NTZ6,0.01,0.027,0.01,0.014,0.042,0.023,0.022,0.018,0.01,0.031,0.013,0.018,0.096,0.048,0.021,0.026,0.095,0.057,0.028,0.026,0.08,0.06,0.051,0.049,0.073,0.067,0.056,0.098,0.381,0.406,0.254,0.176,0.062,0.038,0.089,0.08,0.135,0.234,0.461,0.485,Q9NTZ6,RNA-binding protein 12 OS=Homo sapiens GN=RBM12 PE=1 SV=1 - [RBM12_HUMAN],24.25,1,19,19,53,228.71,9.12,8,11,222.06,11.59,9,10,283.88,17.6,15,17,223.74,17.06,12,15,unknown,NUCLEUS,0.590513692,unknown
Q6UWU4,0.018,0.077,0.01,0.068,0.148,0.111,0.114,0.119,0.023,0.156,0.104,0.156,0.21,0.171,0.188,0.197,0.21,0.181,0.209,0.161,0.145,0.13,0.189,0.139,0.092,0.098,0.118,0.06,0.074,0.072,0.05,0.089,0.043,0.01,0.01,0.01,0.038,0.01,0.01,0.01,Q6UWU4,Bombesin receptor-activated protein C6orf89 OS=Homo sapiens GN=C6orf89 PE=1 SV=1 - [CF089_HUMAN],24.21,2,5,5,15,51.3,8.93,2,2,58.49,8.65,3,3,92.43,12.97,3,5,73.86,21.9,4,5,unknown,ER,0.849357511,unknown
P54284,0.014,0.08,0.046,0.099,0.167,0.114,0.099,0.096,0.038,0.117,0.074,0.074,0.142,0.118,0.105,0.106,0.145,0.111,0.107,0.068,0.133,0.095,0.099,0.082,0.116,0.123,0.115,0.147,0.148,0.137,0.175,0.143,0.046,0.025,0.067,0.055,0.051,0.081,0.098,0.113,P54284-3,Isoform 3 of Voltage-dependent L-type calcium channel subunit beta-3 OS=Homo sapiens GN=CACNB3 - [CACB3_HUMAN],24.2,5,6,7,12,142.38,9.77,3,3,90.57,5.31,2,2,175.62,15.92,4,5,101.15,8.07,2,2,unknown,NUCLEUS,0.316496875,unknown
Q7Z7N9,0.01,0.158,0.014,0.069,0.326,0.205,0.158,0.217,0.028,0.227,0.093,0.204,0.35,0.141,0.202,0.142,0.152,0.08,0.128,0.057,0.069,0.058,0.083,0.042,0.04,0.051,0.067,0.025,0.014,0.04,0.079,0.059,0.01,0.01,0.058,0.032,0.012,0.027,0.092,0.039,Q7Z7N9,Transmembrane protein 179B OS=Homo sapiens GN=TMEM179B PE=1 SV=1 - [T179B_HUMAN],24.2,1,3,3,9,53.57,7.31,1,1,99.08,10.96,2,2,58.97,10.96,2,3,81.28,24.2,3,3,unknown,PM,0.668452921,unknown
P17028,0.01,0.018,0.015,0.023,0.036,0.029,0.049,0.031,0.014,0.046,0.045,0.04,0.07,0.062,0.073,0.05,0.072,0.071,0.079,0.06,0.087,0.086,0.098,0.053,0.074,0.103,0.128,0.109,0.293,0.225,0.167,0.139,0.304,0.279,0.192,0.286,0.057,0.097,0.153,0.203,P17028,Zinc finger protein 24 OS=Homo sapiens GN=ZNF24 PE=1 SV=4 - [ZNF24_HUMAN],24.18,2,7,7,12,68.6,8.42,3,3,82.92,11.68,4,4,53.35,10.6,2,2,76.96,8.15,3,3,unknown,NUCLEUS,0.754491105,NUCLEUS
Q8N490,0.01,0.059,0.01,0.058,0.072,0.083,0.092,0.106,0.01,0.105,0.081,0.141,0.156,0.135,0.152,0.184,0.171,0.17,0.179,0.188,0.217,0.164,0.161,0.151,0.161,0.129,0.115,0.06,0.063,0.096,0.111,0.084,0.042,0.032,0.038,0.02,0.056,0.012,0.027,0.01,Q8N490,Probable hydrolase PNKD OS=Homo sapiens GN=PNKD PE=1 SV=2 - [PNKD_HUMAN],24.16,3,5,6,10,87.18,18.96,4,4,82.75,8.57,2,2,55.8,5.19,2,2,122.7,8.57,2,2,unknown,ER,0.768290912,unknown
Q9UGR2,0.015,0.039,0.01,0.026,0.054,0.045,0.035,0.037,0.033,0.053,0.028,0.04,0.087,0.072,0.049,0.056,0.07,0.088,0.057,0.06,0.094,0.076,0.079,0.076,0.096,0.071,0.07,0.184,0.449,0.427,0.513,0.369,0.066,0.064,0.055,0.059,0.073,0.087,0.074,0.078,Q9UGR2-2,Isoform 2 of Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B - [Z3H7B_HUMAN],24.16,2,18,18,29,25.96,3.07,3,3,56.39,4.09,4,4,154.86,17.2,11,11,170.72,14.84,11,11,unknown,RIBOSOME 40S,0.601570084,unknown
P37198,0.01,0.024,0.01,0.018,0.086,0.029,0.046,0.037,0.014,0.043,0.031,0.043,0.085,0.055,0.057,0.06,0.065,0.066,0.081,0.116,0.095,0.107,0.154,0.118,0.101,0.131,0.124,0.164,0.158,0.158,0.24,0.188,0.254,0.293,0.191,0.181,0.073,0.097,0.064,0.071,P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3 - [NUP62_HUMAN],24.14,1,12,12,34,110.88,12.84,6,6,116.14,9.58,5,6,235.94,18.2,9,10,226.31,23.95,10,12,unknown,NUCLEUS,0.388524255,unknown
Q6PJI9,0.013,0.089,0.013,0.053,0.11,0.086,0.065,0.062,0.01,0.085,0.05,0.06,0.118,0.092,0.059,0.07,0.099,0.087,0.07,0.082,0.113,0.099,0.087,0.074,0.107,0.126,0.091,0.222,0.338,0.264,0.416,0.266,0.067,0.046,0.063,0.072,0.029,0.035,0.045,0.044,Q6PJI9,WD repeat-containing protein 59 OS=Homo sapiens GN=WDR59 PE=1 SV=2 - [WDR59_HUMAN],24.13,4,15,15,21,81.22,5.13,3,3,116.06,5.54,4,4,168.17,11.91,8,8,166.97,10.16,6,6,unknown,NUCLEUS,0.311656256,unknown
Q11201,0.01,0.073,0.03,0.064,0.175,0.122,0.163,0.2,0.051,0.159,0.269,0.261,0.215,0.156,0.254,0.184,0.163,0.144,0.134,0.097,0.18,0.148,0.07,0.066,0.125,0.102,0.042,0.022,0.037,0.066,0.019,0.057,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Q11201,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 OS=Homo sapiens GN=ST3GAL1 PE=2 SV=1 - [SIA4A_HUMAN]",24.12,1,7,8,26,132.17,12.06,5,6,109.6,11.47,3,4,234.82,20.59,6,9,238.78,16.76,5,7,unknown,GOLGI,0.309830152,unknown
Q9BVS5,0.01,0.021,0.01,0.021,0.045,0.034,0.063,0.06,0.01,0.063,0.035,0.081,0.119,0.103,0.084,0.102,0.135,0.178,0.138,0.312,0.359,0.277,0.366,0.206,0.224,0.18,0.187,0.078,0.064,0.126,0.095,0.112,0.026,0.014,0.016,0.015,0.01,0.01,0.01,0.01,Q9BVS5,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial OS=Homo sapiens GN=TRMT61B PE=1 SV=2 - [TR61B_HUMAN]",24.11,1,8,8,21,179.76,16.98,6,7,147.67,6.29,2,3,215.81,19.29,6,6,148.82,17.61,5,5,unknown,MITOCHONDRIA,0.939222548,unknown
