Protein Group Information,,,,Normalized TMT 10-plex reporter ion values,,,,,,,,,
UniProt ID,UniProt Description,Peptides,PSMs,126,127N,127C,128N,128C,129N,129C,130N,130C,131
Q8BGS7,Choline/ethanolaminephosphotransferase 1 GN=Cept1 PE=2 SV=1 - [CEPT1_MOUSE],1,2,0.0214,0.0608,0.0572,0.0431,0.0975,0.2145,0.1830,0.1442,0.0494,0.1289
Q8BH73-2,Isoform 2 of Glutaminyl-peptide cyclotransferase-like protein GN=Qpctl - [QPCTL_MOUSE],1,2,0.0481,0.0355,0.0600,0.0434,0.0966,0.1513,0.0884,0.2027,0.0575,0.2165
Q8BIG4,F-box only protein 28 GN=Fbxo28 PE=2 SV=1 - [FBX28_MOUSE],1,2,0.1249,0.0281,0.0373,0.0174,0.0463,0.0615,0.0923,0.2165,0.1538,0.2218
Q8BLG2,Lysophosphatidic acid receptor 4 GN=Lpar4 PE=2 SV=2 - [LPAR4_MOUSE],1,2,0.1338,0.1192,0.1304,0.0930,0.1819,0.1128,0.0445,0.0721,0.0377,0.0745
Q8BMZ5,tRNA-splicing endonuclease subunit Sen34 GN=Tsen34 PE=2 SV=2 - [SEN34_MOUSE],1,2,0.2063,0.0747,0.0772,0.0543,0.1014,0.0883,0.0891,0.1334,0.0488,0.1264
Q8BNI4,Derlin-2 GN=Derl2 PE=2 SV=2 - [DERL2_MOUSE],1,2,0.0303,0.0517,0.0746,0.0503,0.1676,0.1704,0.0885,0.2141,0.0326,0.1200
Q8BQS5,Adiponectin receptor protein 2 GN=Adipor2 PE=2 SV=2 - [ADR2_MOUSE],1,2,0.0151,0.0662,0.0503,0.0570,0.1211,0.2122,0.1376,0.1669,0.0231,0.1505
Q8BS95,Golgi pH regulator GN=Gpr89a PE=2 SV=2 - [GPHR_MOUSE],1,2,0.0636,0.0911,0.1164,0.0597,0.1389,0.1288,0.1053,0.1307,0.0600,0.1054
Q8BSL7,ADP-ribosylation factor 2 GN=Arf2 PE=1 SV=2 - [ARF2_MOUSE],1,2,0.2532,0.1135,0.0825,0.0937,0.1148,0.1068,0.0560,0.0988,0.0185,0.0623
Q8BX10,"Serine/threonine-protein phosphatase PGAM5, mitochondrial GN=Pgam5 PE=2 SV=1 - [PGAM5_MOUSE]",1,2,0.0230,0.0463,0.0582,0.0299,0.0680,0.1258,0.2046,0.1860,0.0825,0.1757
Q8BY89,Choline transporter-like protein 2 GN=Slc44a2 PE=1 SV=2 - [CTL2_MOUSE],1,2,0.0280,0.1676,0.1353,0.0873,0.1482,0.1503,0.0800,0.0877,0.0284,0.0872
Q8BZ98-2,Isoform 2 of Dynamin-3 GN=Dnm3 - [DYN3_MOUSE],1,2,0.0553,0.1319,0.0641,0.0482,0.0797,0.1079,0.1279,0.1551,0.0700,0.1601
Q8C006,Tripartite motif-containing protein 35 GN=Trim35 PE=2 SV=2 - [TRI35_MOUSE],1,2,0.0977,0.0803,0.0719,0.0340,0.0693,0.1153,0.1000,0.1495,0.1533,0.1287
Q8C0K5,Graves disease carrier protein homolog GN=Slc25a16 PE=2 SV=1 - [GDC_MOUSE],1,2,0.0165,0.0276,0.0271,0.0208,0.0667,0.1008,0.1812,0.2909,0.0778,0.1907
Q8C0Y1,Homeobox protein TGIF2 GN=Tgif2 PE=2 SV=1 - [TGIF2_MOUSE],1,2,0.0744,0.0210,0.0182,0.0096,0.0482,0.0566,0.0774,0.3016,0.1485,0.2445
Q8C5H8-2,"Isoform 2 of NAD kinase domain-containing protein 1, mitochondrial GN=Nadkd1 - [NAKD1_MOUSE]",1,2,0.0368,0.0370,0.0377,0.0216,0.0346,0.1296,0.2848,0.2044,0.0377,0.1758
Q8CIG0,DEP domain-containing protein 1A GN=Depdc1a PE=1 SV=1 - [DEP1A_MOUSE],1,2,0.2520,0.1041,0.1078,0.0612,0.0864,0.0730,0.0555,0.1051,0.0330,0.1220
Q8CJ96,Ras association domain-containing protein 8 GN=Rassf8 PE=1 SV=1 - [RASF8_MOUSE],1,2,0.0304,0.2333,0.0922,0.0867,0.1829,0.0815,0.0818,0.1211,0.0328,0.0574
Q8K2C6,"NAD-dependent protein deacylase sirtuin-5, mitochondrial GN=Sirt5 PE=1 SV=1 - [SIR5_MOUSE]",1,2,0.1055,0.0693,0.0732,0.0334,0.0703,0.0838,0.1203,0.2074,0.0663,0.1708
Q8K353,Cysteine-rich and transmembrane domain-containing protein 1 GN=Cystm1 PE=2 SV=1 - [CYTM1_MOUSE],1,2,0.0956,0.1066,0.1001,0.1005,0.1719,0.0964,0.0814,0.0957,0.0555,0.0963
Q8K3C0,Ribonuclease kappa GN=Rnasek PE=3 SV=1 - [RNK_MOUSE],1,2,0.0309,0.0651,0.0724,0.1055,0.2490,0.1166,0.0744,0.1291,0.0516,0.1053
Q8R0I4,TM2 domain-containing protein 2 GN=Tm2d2 PE=2 SV=1 - [TM2D2_MOUSE],1,2,0.0799,0.1316,0.1305,0.0721,0.1348,0.1358,0.0827,0.0923,0.0489,0.0915
Q8R0W6,NEDD4 family-interacting protein 1 GN=Ndfip1 PE=1 SV=1 - [NFIP1_MOUSE],1,2,0.0699,0.1285,0.2194,0.1341,0.1073,0.0706,0.0612,0.0942,0.0352,0.0796
Q8R173,Palmitoyltransferase ZDHHC3 GN=Zdhhc3 PE=1 SV=1 - [ZDHC3_MOUSE],1,2,0.0211,0.1225,0.1012,0.0666,0.1223,0.1883,0.1079,0.1278,0.0319,0.1104
Q8R1T4,UDP-N-acetylglucosamine transporter GN=Slc35a3 PE=2 SV=1 - [S35A3_MOUSE],1,2,0.0547,0.0098,0.0183,0.0710,0.1105,0.1676,0.1137,0.2713,0.0534,0.1298
Q8VEL0,Motile sperm domain-containing protein 1 GN=Mospd1 PE=2 SV=1 - [MSPD1_MOUSE],1,2,0.0356,0.0576,0.0736,0.0320,0.1227,0.1209,0.0954,0.2267,0.0629,0.1727
Q91V61,Sideroflexin-3 GN=Sfxn3 PE=1 SV=1 - [SFXN3_MOUSE],1,2,0.0000,0.0126,0.0117,0.0089,0.0210,0.1437,0.3038,0.2313,0.0801,0.1869
Q91WG5-2,Isoform B of 5'-AMP-activated protein kinase subunit gamma-2 GN=Prkag2 - [AAKG2_MOUSE],1,2,0.1214,0.2460,0.1335,0.0885,0.1446,0.0702,0.0413,0.0633,0.0215,0.0697
Q91WL8-3,Isoform 3 of WW domain-containing oxidoreductase GN=Wwox - [WWOX_MOUSE],1,2,0.0580,0.0659,0.0706,0.0550,0.1231,0.1467,0.1066,0.1505,0.0780,0.1456
Q91XQ6,Lysosomal-associated transmembrane protein 4B GN=Laptm4b PE=2 SV=1 - [LAP4B_MOUSE],1,2,0.0209,0.1204,0.2044,0.1379,0.1949,0.1648,0.0711,0.0369,0.0255,0.0233
Q91ZV3,"Discoidin, CUB and LCCL domain-containing protein 2 GN=Dcbld2 PE=2 SV=1 - [DCBD2_MOUSE]",1,2,0.0085,0.2618,0.2165,0.0875,0.1590,0.1208,0.0786,0.0384,0.0077,0.0211
Q922J6,Tetraspanin-2 GN=Tspan2 PE=1 SV=1 - [TSN2_MOUSE],1,2,0.0109,0.2430,0.1665,0.1085,0.0957,0.1222,0.0897,0.0564,0.0579,0.0492
Q9CPS6,Histidine triad nucleotide-binding protein 3 GN=Hint3 PE=2 SV=1 - [HINT3_MOUSE],1,2,0.1027,0.1185,0.0986,0.0520,0.0974,0.0929,0.0918,0.1598,0.0380,0.1481
Q9CPV2,Anaphase-promoting complex subunit 16 GN=Anapc16 PE=2 SV=1 - [APC16_MOUSE],1,2,0.1280,0.0705,0.0731,0.0252,0.0655,0.0809,0.0773,0.1707,0.1331,0.1759
Q9CQ86,Migration and invasion enhancer 1 GN=Mien1 PE=1 SV=1 - [MIEN1_MOUSE],1,2,0.3773,0.1280,0.1380,0.0581,0.0740,0.0633,0.0443,0.0521,0.0194,0.0456
Q9CQJ1,HIG1 domain family member 2A GN=Higd2a PE=2 SV=1 - [HIG2A_MOUSE],1,2,0.0574,0.0497,0.0393,0.0132,0.0597,0.0983,0.1088,0.1877,0.1537,0.2322
Q9CQJ2,PIH1 domain-containing protein 1 GN=Pih1d1 PE=2 SV=1 - [PIHD1_MOUSE],1,2,0.2222,0.0597,0.0564,0.0360,0.0605,0.0555,0.0598,0.1792,0.0640,0.2068
Q9CQN3,Mitochondrial import receptor subunit TOM6 homolog GN=Tomm6 PE=3 SV=1 - [TOM6_MOUSE],1,2,0.0128,0.0235,0.0262,0.0150,0.0777,0.0848,0.1089,0.2979,0.0883,0.2649
Q9CQW0,ER membrane protein complex subunit 6 GN=Emc6 PE=2 SV=1 - [EMC6_MOUSE],1,2,0.0476,0.0477,0.0665,0.0454,0.1169,0.1454,0.1056,0.1820,0.0612,0.1816
Q9CR13,UPF0562 protein C7orf55 homolog PE=3 SV=1 - [CG055_MOUSE],1,2,0.0408,0.0428,0.0466,0.0210,0.0577,0.0771,0.1576,0.2493,0.0495,0.2576
Q9CRC0,Vitamin K epoxide reductase complex subunit 1 GN=Vkorc1 PE=2 SV=1 - [VKOR1_MOUSE],1,2,0.0350,0.0627,0.0754,0.0442,0.1209,0.1535,0.1044,0.1841,0.0517,0.1681
Q9CWQ0,Diphthine synthase GN=Dph5 PE=2 SV=2 - [DPH5_MOUSE],1,2,0.3036,0.0833,0.0884,0.0463,0.0816,0.0770,0.0616,0.0982,0.0762,0.0838
Q9CZ15,DNA replication complex GINS protein PSF1 GN=Gins1 PE=2 SV=1 - [PSF1_MOUSE],1,2,0.4215,0.0770,0.0948,0.0332,0.0876,0.0394,0.0433,0.0899,0.0959,0.0173
Q9D020-1,Isoform 1 of Cytosolic 5'-nucleotidase 3 GN=Nt5c3 - [5NT3_MOUSE],1,2,0.1468,0.0693,0.0662,0.0286,0.0547,0.1176,0.1509,0.1568,0.0603,0.1489
Q9D0P0,Emopamil-binding protein-like GN=Ebpl PE=2 SV=1 - [EBPL_MOUSE],1,2,0.0136,0.0879,0.0778,0.0501,0.1161,0.1970,0.1168,0.1536,0.0465,0.1406
Q9D154,Leukocyte elastase inhibitor A GN=Serpinb1a PE=1 SV=1 - [ILEUA_MOUSE],1,2,0.2039,0.1523,0.1206,0.0567,0.0747,0.0888,0.0686,0.0883,0.0567,0.0894
Q9D173,Mitochondrial import receptor subunit TOM7 homolog GN=Tomm7 PE=3 SV=1 - [TOM7_MOUSE],1,2,0.0022,0.0364,0.0529,0.0250,0.0562,0.0730,0.1420,0.2518,0.1128,0.2475
Q9D2C7,Bax inhibitor 1 GN=Tmbim6 PE=2 SV=1 - [BI1_MOUSE],1,2,0.0567,0.0783,0.0934,0.0657,0.1242,0.1649,0.1206,0.1385,0.0465,0.1110
Q9D2H6-2,Isoform 2 of Transcription factor Sp2 GN=Sp2 - [SP2_MOUSE],1,2,0.1061,0.0427,0.0383,0.0308,0.0489,0.0582,0.0971,0.1521,0.2666,0.1593
Q9D342,Transmembrane protein 170A GN=Tmem170a PE=2 SV=1 - [T170A_MOUSE],1,2,0.0707,0.1451,0.1118,0.0678,0.1323,0.1275,0.1066,0.0914,0.0525,0.0944
Q9D3P8,Plasminogen receptor (KT) GN=Plgrkt PE=1 SV=1 - [PLRKT_MOUSE],1,2,0.0489,0.0314,0.0236,0.0198,0.0529,0.0920,0.2026,0.2445,0.0793,0.2051
Q9D518,Protein FAM227B GN=Fam227b PE=2 SV=3 - [F227B_MOUSE],1,2,0.0477,0.0188,0.0221,0.0000,0.0269,0.0569,0.1088,0.2198,0.2922,0.2067
Q9D6V8,Polyadenylate-binding protein-interacting protein 2 GN=Paip2 PE=2 SV=1 - [PAIP2_MOUSE],1,2,0.3876,0.0853,0.0832,0.0317,0.0452,0.0522,0.0660,0.0880,0.0557,0.1051
Q9D975,Sulfiredoxin-1 GN=Srxn1 PE=2 SV=1 - [SRXN1_MOUSE],1,2,0.2287,0.1222,0.0852,0.0489,0.0944,0.0734,0.0516,0.0991,0.0807,0.1158
Q9DAI2,Rab-like protein 5 GN=Rabl5 PE=2 SV=1 - [RABL5_MOUSE],1,2,0.2065,0.1106,0.1053,0.0625,0.0902,0.0891,0.0594,0.1539,0.0234,0.0989
Q9DB70,FUN14 domain-containing protein 1 GN=Fundc1 PE=2 SV=1 - [FUND1_MOUSE],1,2,0.0295,0.0468,0.0584,0.0343,0.0729,0.1229,0.2069,0.2035,0.0380,0.1868
Q9DBT4-2,Isoform 2 of Ectonucleoside triphosphate diphosphohydrolase 4 GN=Entpd4 - [ENTP4_MOUSE],1,2,0.0695,0.0852,0.0913,0.0647,0.1309,0.1353,0.0814,0.1751,0.0414,0.1251
Q9DCJ7,Aurora kinase A-interacting protein GN=Aurkaip1 PE=2 SV=2 - [AKIP_MOUSE],1,2,0.0239,0.0149,0.0337,0.0311,0.0681,0.1286,0.1758,0.2500,0.0459,0.2279
Q9DCK3,Tetraspanin-4 GN=Tspan4 PE=2 SV=1 - [TSN4_MOUSE],1,2,0.0634,0.2200,0.2194,0.1235,0.1215,0.0877,0.0444,0.0352,0.0192,0.0656
Q9DCT6-2,Isoform 2 of Chromatin complexes subunit BAP18 GN=Bap18 - [BAP18_MOUSE],1,2,0.0762,0.0427,0.0451,0.0184,0.0567,0.0759,0.1052,0.2018,0.1953,0.1826
Q9ERV1,Probable E3 ubiquitin-protein ligase makorin-2 GN=Mkrn2 PE=2 SV=2 - [MKRN2_MOUSE],1,2,0.2353,0.0736,0.0649,0.0477,0.0728,0.0784,0.0522,0.1374,0.0860,0.1517
Q9JJF9,Signal peptide peptidase-like 2A GN=Sppl2a PE=1 SV=2 - [SPP2A_MOUSE],1,2,0.0615,0.1785,0.1950,0.0900,0.1379,0.1087,0.0575,0.0695,0.0438,0.0577
Q9JKK7,Tropomodulin-2 GN=Tmod2 PE=1 SV=2 - [TMOD2_MOUSE],1,2,0.0436,0.0436,0.0768,0.0618,0.1244,0.0902,0.0941,0.1962,0.0935,0.1758
Q9JMF7,Dolichyldiphosphatase 1 GN=Dolpp1 PE=2 SV=1 - [DOPP1_MOUSE],1,2,0.0256,0.0724,0.0843,0.0482,0.1490,0.1624,0.0899,0.1867,0.0178,0.1637
Q9QXT5-2,Isoform 2 of Epidermal growth factor-like protein 7 GN=Egfl7 - [EGFL7_MOUSE],1,2,0.0655,0.0553,0.0745,0.0607,0.1213,0.1990,0.1310,0.1294,0.0491,0.1142
Q9R0B6,Laminin subunit gamma-3 GN=Lamc3 PE=2 SV=2 - [LAMC3_MOUSE],1,2,0.2963,0.0308,0.0430,0.0188,0.0388,0.0257,0.0386,0.0543,0.3937,0.0600
Q9WTZ0,Protein UXT GN=Uxt PE=2 SV=1 - [UXT_MOUSE],1,2,0.1701,0.0477,0.0555,0.0075,0.0373,0.0836,0.1134,0.1740,0.0979,0.2129
Q9WTZ1,RING-box protein 2 GN=Rnf7 PE=2 SV=1 - [RBX2_MOUSE],1,2,0.1383,0.1504,0.1195,0.0438,0.0902,0.0685,0.0547,0.1357,0.0717,0.1273
Q9WUP4-2,Isoform 2 of Polyprenol reductase GN=Srd5a3 - [PORED_MOUSE],1,2,0.0064,0.0272,0.0271,0.0192,0.1132,0.1470,0.1638,0.2084,0.0682,0.2197
Q9WV92-7,Isoform 7 of Band 4.1-like protein 3 GN=Epb41l3 - [E41L3_MOUSE],1,2,0.0351,0.2170,0.2159,0.1039,0.1272,0.1535,0.0697,0.0353,0.0274,0.0149
Q9Z0H3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 GN=Smarcb1 PE=1 SV=1 - [SNF5_MOUSE],1,2,0.0675,0.0371,0.0184,0.0073,0.0000,0.0570,0.0911,0.2088,0.2843,0.2284
Q9Z0H3-2,Isoform B of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 GN=Smarcb1 - [SNF5_MOUSE],1,2,0.0858,0.0426,0.0454,0.0322,0.0527,0.0604,0.0771,0.2101,0.1642,0.2297
Q9Z1Q2,Abhydrolase domain-containing protein 16A GN=Abhd16a PE=1 SV=3 - [ABHGA_MOUSE],1,2,0.0154,0.0422,0.0453,0.0266,0.1368,0.1904,0.1613,0.1709,0.0457,0.1654
Q9Z206-2,Isoform 2 of Neuroepithelial cell-transforming gene 1 protein GN=Net1 - [ARHG8_MOUSE],1,2,0.2729,0.0498,0.1522,0.0000,0.0000,0.1349,0.0404,0.1619,0.0715,0.1164
Q9Z2K1,"Keratin, type I cytoskeletal 16 GN=Krt16 PE=1 SV=3 - [K1C16_MOUSE]",1,2,0.1161,0.1072,0.0863,0.0548,0.1013,0.1045,0.1222,0.0993,0.1172,0.0912
A0JNT9,Bicaudal D-related protein 1 GN=Ccdc64 PE=1 SV=1 - [BICR1_MOUSE],1,1,0.0117,0.0039,0.0026,0.0058,0.0171,0.0866,0.5256,0.1639,0.0253,0.1577
A2A9C3-2,Isoform 2 of Protein SZT2 GN=Szt2 - [SZT2_MOUSE],1,1,0.0988,0.1325,0.1119,0.0000,0.1118,0.0983,0.1989,0.1753,0.0725,0.0000
A2AAJ9-2,Isoform 2 of Obscurin GN=Obscn - [OBSCN_MOUSE],1,1,0.0410,0.0145,0.0566,0.0913,0.3800,0.2656,0.0697,0.0384,0.0134,0.0295
A2AEY4-2,Isoform 2 of MAP7 domain-containing protein 3 GN=Map7d3 - [MA7D3_MOUSE],1,1,0.1846,0.1552,0.0960,0.0485,0.0600,0.0799,0.0610,0.1254,0.0803,0.1090
A2AGL3-2,Isoform 2 of Ryanodine receptor 3 GN=Ryr3 - [RYR3_MOUSE],1,1,0.1899,0.0657,0.0791,0.0352,0.0579,0.0529,0.0363,0.0982,0.0612,0.3235
A2AIW0-3,Isoform 3 of Serologically defined colon cancer antigen 3 homolog GN=Sdccag3 - [SDCG3_MOUSE],1,1,0.1266,0.1396,0.0913,0.0341,0.1270,0.1087,0.0522,0.1340,0.0870,0.0996
A2AJN7,Sodium bicarbonate transporter-like protein 11 GN=Slc4a11 PE=2 SV=1 - [S4A11_MOUSE],1,1,0.1622,0.0512,0.0977,0.0294,0.1271,0.0806,0.0762,0.1367,0.1036,0.1352
A2AMZ4,Uncharacterized protein C17orf89 homolog PE=4 SV=1 - [CQ089_MOUSE],1,1,0.0277,0.0290,0.0215,0.0151,0.0294,0.0676,0.1657,0.3391,0.0412,0.2638
A2AQ25-4,Isoform 2 of Sickle tail protein GN=Skt - [SKT_MOUSE]|Isoform 4 of Sickle tail protein GN=Skt - [SKT_MOUSE],1,1,0.0981,0.1236,0.1208,0.0739,0.1261,0.1266,0.0880,0.1060,0.0502,0.0867
A2AR50-2,Isoform 2 of Ras-specific guanine nucleotide-releasing factor RalGPS1 GN=Ralgps1 - [RGPS1_MOUSE],1,1,0.0915,0.0976,0.0694,0.0414,0.0461,0.0713,0.0846,0.1803,0.1233,0.1944
A2AR95-3,Isoform 3 of Low-density lipoprotein receptor class A domain-containing protein 3 GN=Ldlrad3 - [LRAD3_MOUSE],1,1,0.0563,0.1725,0.1836,0.1077,0.1951,0.0955,0.0448,0.0663,0.0240,0.0544
A2AUU0-5,Isoform 5 of Methyltransferase-like protein 8 GN=Mettl8 - [METL8_MOUSE],1,1,0.0468,0.0000,0.0416,0.0000,0.0367,0.1247,0.3760,0.2018,0.0266,0.1458
A2AWL7;A2AWL7-2,MAX gene-associated protein GN=Mga PE=2 SV=1 - [MGAP_MOUSE]|Isoform 2 of MAX gene-associated protein GN=Mga - [MGAP_MOUSE],1,1,0.0000,0.0000,0.0000,0.0000,0.0197,0.0196,0.0726,0.3872,0.1791,0.3217
A6H687,SAC3 domain-containing protein 1 GN=Sac3d1 PE=1 SV=1 - [SAC31_MOUSE],1,1,0.0279,0.0603,0.0691,0.0274,0.0679,0.1437,0.1370,0.2064,0.1009,0.1594
A6H6E2,Multimerin-2 GN=Mmrn2 PE=2 SV=1 - [MMRN2_MOUSE],1,1,0.1064,0.0804,0.0777,0.0301,0.0717,0.1170,0.1064,0.1639,0.1102,0.1361
A6X935-2,"Isoform 2 of Inter alpha-trypsin inhibitor, heavy chain 4 GN=Itih4 - [ITIH4_MOUSE]",1,1,0.0799,0.0969,0.1435,0.0906,0.1389,0.1202,0.0727,0.0941,0.0662,0.0969
A9JSM3,Transmembrane protein 238 GN=Tmem238 PE=2 SV=1 - [TM238_MOUSE],1,1,0.0105,0.0000,0.0462,0.0152,0.0465,0.0795,0.1436,0.3125,0.0631,0.2829
B1AT66-2,Isoform 2 of Monocarboxylate transporter 7 GN=Slc16a6 - [MOT7_MOUSE],1,1,0.0257,0.2187,0.1773,0.1002,0.1935,0.1201,0.0434,0.0000,0.0889,0.0322
B1AUE5,Peroxisome biogenesis factor 10 GN=Pex10 PE=2 SV=1 - [PEX10_MOUSE],1,1,0.0458,0.0399,0.0452,0.0390,0.0839,0.0969,0.1000,0.2640,0.0604,0.2250
B1AX39,Zinc finger CCHC domain-containing protein 7 GN=Zcchc7 PE=2 SV=1 - [ZCHC7_MOUSE],1,1,0.2457,0.0353,0.0668,0.0083,0.0383,0.0435,0.0644,0.0707,0.3342,0.0928
B1AZP2;B1AZP2-2,Disks large-associated protein 4 GN=Dlgap4 PE=1 SV=1 - [DLGP4_MOUSE]|Isoform 2 of Disks large-associated protein 4 GN=Dlgap4 - [DLGP4_MOUSE],1,1,0.0000,0.2280,0.1852,0.0502,0.1364,0.2164,0.0814,0.0699,0.0000,0.0326
B1AZP2-2,Isoform 2 of Disks large-associated protein 4 GN=Dlgap4 - [DLGP4_MOUSE],1,1,0.0333,0.1630,0.0754,0.0644,0.0766,0.1699,0.1021,0.1553,0.0784,0.0815
B2RSH2;P08752,Guanine nucleotide-binding protein G(i) subunit alpha-1 GN=Gnai1 PE=2 SV=1 - [GNAI1_MOUSE]|Guanine nucleotide-binding protein G(i) subunit alpha-2 GN=Gnai2 PE=1 SV=5 - [GNAI2_MOUSE],1,1,0.0000,0.2363,0.1966,0.1368,0.1121,0.1704,0.0747,0.0418,0.0138,0.0176
B7ZNG0-2,Isoform 2 of Kinesin-like protein KIF7 GN=Kif7 - [KIF7_MOUSE],1,1,0.1069,0.1038,0.0938,0.0575,0.0539,0.0930,0.0980,0.1210,0.1139,0.1583
B8ZXI1-2,Isoform 2 of Queuine tRNA-ribosyltransferase subunit QTRTD1 GN=Qtrtd1 - [QTRD1_MOUSE],1,1,0.3190,0.0610,0.0626,0.0408,0.0621,0.0619,0.0710,0.1209,0.0945,0.1063
D2EAC2-2,Isoform 2 of Zinc finger BED domain-containing protein 6 GN=Zbed6 - [ZBED6_MOUSE],1,1,0.1001,0.0845,0.0270,0.0220,0.0919,0.0397,0.0931,0.2146,0.0997,0.2273
D3Z5L6,MFS-type transporter SLC18B1 GN=Slc18b1 PE=2 SV=2 - [S18B1_MOUSE],1,1,0.0194,0.0576,0.1270,0.1330,0.3214,0.1348,0.0579,0.0620,0.0244,0.0625
D3Z5L9,WNT1-inducible-signaling pathway protein 3 GN=Wisp3 PE=3 SV=2 - [WISP3_MOUSE],1,1,0.0111,0.0511,0.1780,0.1446,0.3391,0.1084,0.0448,0.0601,0.0133,0.0495
E9PV87,Protein TALPID3 GN=Talpid3 PE=2 SV=1 - [TALD3_MOUSE],1,1,0.2524,0.0525,0.0810,0.0396,0.0678,0.0903,0.1011,0.1017,0.1192,0.0945
E9PYY5-2,Isoform 2 of WD repeat-containing protein 78 GN=Wdr78 - [WDR78_MOUSE],1,1,0.1664,0.0970,0.0947,0.0461,0.0583,0.1439,0.1024,0.0660,0.0978,0.1274
E9Q7F2,E3 ubiquitin-protein ligase RNF169 GN=Rnf169 PE=2 SV=1 - [RN169_MOUSE],1,1,0.0303,0.0113,0.0168,0.0171,0.0461,0.2912,0.2645,0.1250,0.0328,0.1650
E9Q942,Small integral membrane protein 13 GN=Smim13 PE=3 SV=1 - [SIM13_MOUSE],1,1,0.0000,0.0530,0.0654,0.0166,0.1246,0.1712,0.1021,0.2365,0.0186,0.2120
E9Q9A9,2'-5'-oligoadenylate synthase 2 GN=Oas2 PE=2 SV=1 - [OAS2_MOUSE],1,1,0.3175,0.0218,0.0882,0.0797,0.1374,0.1121,0.0650,0.0560,0.0733,0.0492
G5E8K5-3,Isoform 3 of Ankyrin-3 GN=Ank3 - [ANK3_MOUSE],1,1,0.0786,0.1076,0.1023,0.0629,0.1049,0.1814,0.0994,0.0846,0.0971,0.0812
G5E8K5-3;G5E8K5-2,Isoform 3 of Ankyrin-3 GN=Ank3 - [ANK3_MOUSE]|Isoform 2 of Ankyrin-3 GN=Ank3 - [ANK3_MOUSE],1,1,0.0000,0.0000,0.1207,0.0000,0.1510,0.0888,0.1798,0.2409,0.1157,0.1030
O08581,Potassium channel subfamily K member 1 GN=Kcnk1 PE=1 SV=2 - [KCNK1_MOUSE],1,1,0.0755,0.1404,0.1273,0.1175,0.1325,0.1081,0.0565,0.0976,0.0731,0.0715
O08609-2,Isoform Alpha of Max-like protein X GN=Mlx - [MLX_MOUSE],1,1,0.0664,0.0190,0.0634,0.0276,0.0654,0.0845,0.1077,0.1956,0.1637,0.2066
O08664,B-cell CLL/lymphoma 7 protein family member C GN=Bcl7c PE=1 SV=1 - [BCL7C_MOUSE],1,1,0.0954,0.0000,0.0143,0.0000,0.0000,0.0139,0.0373,0.2919,0.2422,0.3049
O08760,N-glycosylase/DNA lyase GN=Ogg1 PE=2 SV=2 - [OGG1_MOUSE],1,1,0.1202,0.0531,0.0477,0.0406,0.0475,0.0746,0.1032,0.1826,0.1476,0.1828
O08789,Max-binding protein MNT GN=Mnt PE=2 SV=2 - [MNT_MOUSE],1,1,0.0600,0.0174,0.0244,0.0107,0.0281,0.0435,0.0811,0.3046,0.1651,0.2651
O08811,TFIIH basal transcription factor complex helicase XPD subunit GN=Ercc2 PE=2 SV=2 - [ERCC2_MOUSE],1,1,0.1493,0.0630,0.1027,0.0367,0.0485,0.1138,0.0667,0.0641,0.2192,0.1361
O09009,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe GN=Rfng PE=2 SV=1 - [RFNG_MOUSE]",1,1,0.0358,0.0791,0.1237,0.0900,0.1038,0.1703,0.1145,0.1149,0.0578,0.1101
O09039,SH2B adapter protein 3 GN=Sh2b3 PE=2 SV=2 - [SH2B3_MOUSE],1,1,0.2465,0.1432,0.0689,0.0303,0.1621,0.0887,0.0894,0.0822,0.0482,0.0404
O09112,Dual specificity protein phosphatase 8 GN=Dusp8 PE=2 SV=1 - [DUS8_MOUSE],1,1,0.0723,0.1360,0.1044,0.0632,0.0673,0.1112,0.0662,0.1510,0.0778,0.1506
O35149,Zinc transporter 4 GN=Slc30a4 PE=2 SV=2 - [ZNT4_MOUSE],1,1,0.0730,0.0900,0.2125,0.1020,0.2005,0.2228,0.0000,0.0533,0.0458,0.0000
O35185,Class E basic helix-loop-helix protein 40 GN=Bhlhe40 PE=1 SV=1 - [BHE40_MOUSE],1,1,0.0817,0.0554,0.0510,0.0337,0.0697,0.0828,0.0861,0.2400,0.0909,0.2087
O35239,Tyrosine-protein phosphatase non-receptor type 9 GN=Ptpn9 PE=2 SV=2 - [PTN9_MOUSE],1,1,0.0380,0.0548,0.0975,0.1046,0.3199,0.1620,0.0716,0.0701,0.0245,0.0569
O35253-2,Isoform B of Mothers against decapentaplegic homolog 7 GN=Smad7 - [SMAD7_MOUSE],1,1,0.1323,0.0795,0.1411,0.0815,0.1653,0.0756,0.0618,0.0839,0.0911,0.0879
O35386,"Phytanoyl-CoA dioxygenase, peroxisomal GN=Phyh PE=1 SV=1 - [PAHX_MOUSE]",1,1,0.0415,0.0361,0.0404,0.0096,0.0217,0.0663,0.0827,0.3752,0.0224,0.3042
O35427,DNA-directed RNA polymerase III subunit RPC9 GN=Crcp PE=2 SV=1 - [RPC9_MOUSE],1,1,0.2686,0.0620,0.0907,0.0394,0.0637,0.1086,0.0755,0.1040,0.0815,0.1061
