  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
P43120,P43120,Hematopoietically-expressed homeobox protein Hhex,Hhex,,,Cytoplasm,LD,1,0.564296,,,NaN,NaN,Nucleus,LD,0.747503,0.508189,,,NaN,NaN,,,,,,,,,,
P43135;Q60632;Q32NY6,P43135;Q60632;Q32NY6,COUP transcription factor 2;COUP transcription factor 1,Nr2f2;Nr2f1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P43136,P43136,Nuclear receptor subfamily 2 group F member 6,Nr2f6,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P45481;F8VPR5;B2RWS6,P45481;F8VPR5;B2RWS6,CREB-binding protein;Histone acetyltransferase p300,Crebbp;Ep300,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.177299,0.044273,,,NaN,NaN,,,,,,,,,,
P48453;G3X8U7;E0CZ78;P48453-2;E9Q6P2,P48453;G3X8U7;E0CZ78;P48453-2;E9Q6P2,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,Ppp3cb,,,Cytoplasm,ER,0.269287,0.248059,,,NaN,NaN,,,NaN,NaN,Nucleus,Cytoplasm,0.203531,0.0304056,,,,,,,,,,
P48725;F8VPV0;P48725-3;P48725-2,P48725;F8VPV0;P48725-3;P48725-2,Pericentrin,Pcnt,,,Cytoplasm,Endosome,0.56202,0.168813,,,NaN,NaN,Endosome,ER,0,0.451996,,,NaN,NaN,,,,,,,,,,
P49070,P49070,Calcium signal-modulating cyclophilin ligand,Camlg,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.186248,0.00986792,,,NaN,NaN,,,,,,,,,,
P50294,P50294,Arylamine N-acetyltransferase 1,Nat1,,,Cytoplasm,ER,0.273152,0.187817,,,NaN,NaN,Nucleus,Cytoplasm,0.207612,0.0147405,,,NaN,NaN,,,,,,,,,,
P50608,P50608,Fibromodulin,Fmod,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P51612,P51612,DNA repair protein complementing XP-C cells homolog,Xpc,,,PM,Nucleus,1,0.502451,,,NaN,NaN,,,NaN,NaN,Nucleus,PM,0,0.484361,,,,,,,,,,
P51912;Q9ESU7,P51912;Q9ESU7,Neutral amino acid transporter B(0);Amino acid transporter,Slc1a5,,,Cytoplasm,LD,1,0.564296,,,NaN,NaN,Nucleus,LD,0.714462,0.399133,,,NaN,NaN,,,,,,,,,,
P52432;G3UXX5;D3Z7Q8;D3Z3D6;G3UX92,P52432;G3UXX5;D3Z7Q8;D3Z3D6,DNA-directed RNA polymerases I and III subunit RPAC1,Polr1c,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.353253,0.158792,,,NaN,NaN,,,,,,,,,,
P52624;E9Q391;Q5SUC6;E9Q5K7;F6YBT6,P52624;E9Q391;Q5SUC6;E9Q5K7,Uridine phosphorylase 1,Upp1,,,Cytoplasm,ER,0.21046,0.362848,,,NaN,NaN,Nucleus,Cytoplasm,0.213942,0.0485052,Cytoplasm,ER,0.248245,0.285614,,,,,,,,,,
P53568,P53568,CCAAT/enhancer-binding protein gamma,Cebpg,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
P53995;A2ATQ5,P53995;A2ATQ5,Anaphase-promoting complex subunit 1,Anapc1,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
P53996;Q9D548,P53996,Cellular nucleic acid-binding protein,Cnbp,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P54254;J3QPR1,P54254;J3QPR1,Ataxin-1,Atxn1,,,Cytoplasm,ER,0.273152,0.187817,,,NaN,NaN,Nucleus,Cytoplasm,0.207612,0.0147405,,,NaN,NaN,,,,,,,,,,
P54320,P54320,Elastin,Eln,,,Cytoplasm,LD,1,0.46594,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Mitochondria,0.0771566,0.636996,,,,,,,,,,
P54761;E9PWK7;Q8C8K1,P54761;E9PWK7;Q8C8K1,Ephrin type-B receptor 4;Receptor protein-tyrosine kinase,Ephb4,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
P55012;E9QM38,P55012;E9QM38,Solute carrier family 12 member 2,Slc12a2,,,Mitochondria,ER,0.0268876,0.341667,,,NaN,NaN,Mitochondria,ER,0.0333769,0.22147,Nucleus,Peroxisome,0.250246,0.0471597,,,,,,,,,,
P55088;P55088-2;P55088-3,P55088;P55088-2;P55088-3,Aquaporin-4,Aqp4,,,PM,Peroxisome,0.410056,0.293022,,,NaN,NaN,,,NaN,NaN,Peroxisome,PM,0.527863,0.396703,,,,,,,,,,
P55821,P55821,Stathmin-2,Stmn2,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P56404,P56404,Aquaporin-8,Aqp8,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
P56477;E9Q5T2;F6Z6C6,P56477,Interferon regulatory factor 5,Irf5,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.357164,0.190877,,,NaN,NaN,,,,,,,,,,
P56655,P56655,Cytochrome P450 2C38,Cyp2c38,,,PM,Endosome,0.280802,0.332184,,,NaN,NaN,,,NaN,NaN,ER,Cytoplasm,0.107474,0.707835,,,,,,,,,,
P56671;F8VPK3,P56671;F8VPK3,Myc-associated zinc finger protein,Maz,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
P58390;B4YDY0;Z4YL28;Q9EQR3-6;Q9EQR3-5;Q9EQR3-7;Q9EQR3-8;Q9EQR3-4;Q9EQR3-3;Q9EQR3-9;Q9EQR3;Q9EQR3-2,P58390;B4YDY0,Small conductance calcium-activated potassium channel protein 2,Kcnn2,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.202726,0.0981506,,,NaN,NaN,,,,,,,,,,
P58501;F6YY19;P58501-2,P58501,PAX3- and PAX7-binding protein 1,Paxbp1,,,Nucleus,Endosome,0,0.767241,,,NaN,NaN,Nucleus,Endosome,0,0.931974,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
P58544,P58544,BTB/POZ domain-containing protein 1,Btbd1,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P58742,P58742,Aladin,Aaas,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P58771;Q8BSH3;E9Q452;E9Q454,P58771;Q8BSH3;E9Q452;E9Q454,Tropomyosin alpha-1 chain,Tpm1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.601521,,,NaN,NaN,,,,,,,,,,
P58774,P58774,Tropomyosin beta chain,Tpm2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
P58801;V9GXY4,P58801;V9GXY4,Receptor-interacting serine/threonine-protein kinase 2,Ripk2,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.366452,0.21419,,,NaN,NaN,,,,,,,,,,
P58802;Q5SPX8,P58802;Q5SPX8,TBC1 domain family member 10A,Tbc1d10a,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,ER,0,0.292761,,,NaN,NaN,,,,,,,,,,
P58929,P58929,Glucocorticoid modulatory element-binding protein 2,Gmeb2,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.206791,0.0307564,,,NaN,NaN,,,,,,,,,,
P59048;D6RFQ5;D6RFC3,P59048,p53 and DNA damage-regulated protein 1,Pdrg1,,,Cytoplasm,Golgi,0.846096,0.317487,,,NaN,NaN,Nucleus,Golgi,0.353576,0.160398,,,NaN,NaN,,,,,,,,,,
P59114,P59114,Phosphorylated CTD-interacting factor 1,Pcif1,,,Cytoplasm,ER,0.2804,0.128902,,,NaN,NaN,Nucleus,Golgi,0.310963,0.0478219,,,NaN,NaN,,,,,,,,,,
P59235,P59235,Nucleoporin Nup43,Nup43,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
P59279,P59279,Ras-related protein Rab-2B,Rab2b,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.180149,0.0421092,,,NaN,NaN,,,,,,,,,,
P59672;Q3UHP6;P59672-2,P59672;Q3UHP6;P59672-2,Ankyrin repeat and SAM domain-containing protein 1A,Anks1a;Anks1,,,Cytoplasm,ER,0.2804,0.128902,,,NaN,NaN,Nucleus,Golgi,0.310963,0.0478219,,,NaN,NaN,,,,,,,,,,
P60003,P60003,Transcription elongation factor 1 homolog,Elof1,,,Cytoplasm,Golgi,0.786249,0.140207,,,NaN,NaN,Nucleus,Golgi,0.30006,0.0203347,,,NaN,NaN,,,,,,,,,,
P60954-2,P60954-2,,,,,PM,Nucleus,1,0.502451,,,NaN,NaN,,,NaN,NaN,Nucleus,ER,0,0.504487,,,,,,,,,,
P62046,P62046,Leucine-rich repeat and calponin homology domain-containing protein 1,Lrch1,,,PM,Nucleus,1,0.502451,,,NaN,NaN,,,NaN,NaN,Nucleus,PM,0,0.484361,,,,,,,,,,
P62322,P62322,U6 snRNA-associated Sm-like protein LSm5,Lsm5,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P62492;E9PZB2;E9Q6B3,P62492,Ras-related protein Rab-11A,Rab11a,,,Cytoplasm,Endosome,0.517539,0.267689,,,NaN,NaN,,,NaN,NaN,Endosome,Cytoplasm,0.451778,0.290639,,,,,,,,,,
P62700,P62700,Protein yippee-like 5,Ypel5,,,Cytoplasm,ER,0.206305,0.356326,,,NaN,NaN,Nucleus,Golgi,0.353576,0.160398,Cytoplasm,ER,0.217947,0.331259,,,,,,,,,,
P62746,P62746,Rho-related GTP-binding protein RhoB,Rhob,,,PM,Cytoplasm,0.260509,0.479864,,,NaN,NaN,PM,Lysosome,0.140641,0.337984,Nucleus,PM,0.379749,0.187654,,,,,,,,,,
P62876;E9Q3B5,P62876;E9Q3B5,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",Polr2l;Usp50,,,Cytoplasm,ER,0.273152,0.187817,,,NaN,NaN,Nucleus,Cytoplasm,0.213942,0.0485052,,,NaN,NaN,,,,,,,,,,
P63213,P63213,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,Gng2,,,Cytoplasm,LD,1,0.46594,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Mitochondria,0.0771566,0.636996,,,,,,,,,,
P68134,P68134,"Actin, alpha skeletal muscle",Acta1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
P70315,P70315,Wiskott-Aldrich syndrome protein homolog,Was,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.366452,0.21419,,,NaN,NaN,,,,,,,,,,
P70389,P70389,Insulin-like growth factor-binding protein complex acid labile subunit,Igfals,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
P70428;V9GX32;F6WHC9;E9Q1M5,P70428,Exostosin-2,Ext2,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.366452,0.21419,,,NaN,NaN,,,,,,,,,,
P82347;A2ACH6,P82347;A2ACH6,Delta-sarcoglycan,Sgcd,,,PM,Endosome,0.289762,0.160723,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.121757,0.14899,,,,,,,,,,
P83877;F8WGE7,P83877,Thioredoxin-like protein 4A,Txnl4a,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
P97302,P97302,Transcription regulator protein BACH1,Bach1,,,Cytoplasm,ER,0.269712,0.236996,,,NaN,NaN,Nucleus,Cytoplasm,0.216012,0.0348334,,,NaN,NaN,,,,,,,,,,
P97304;Q9D1M1,P97304,DNA-directed RNA polymerases I and III subunit RPAC2,Polr1d,,,Cytoplasm,ER,0.277695,0.167253,,,NaN,NaN,,,NaN,NaN,Nucleus,Cytoplasm,0.192972,0.00994779,,,,,,,,,,
P97376,P97376,Protein FRG1,Frg1,,,PM,Endosome,0.262422,0.155018,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Lysosome,0.137945,0.0473446,,,,,,,,,,
P97454;P70340;Q8CC31;Q8C3Y6,P97454;P70340;Q8CC31;Q8C3Y6,Mothers against decapentaplegic homolog 5;Mothers against decapentaplegic homolog 1;Mothers against decapentaplegic homolog,Smad5;Smad1,,,Cytoplasm,Endosome,0.651677,0.343749,,,NaN,NaN,Endosome,ER,0,0.400011,,,NaN,NaN,,,,,,,,,,
P97464;D3YVY6,P97464,Exostosin-1,Ext1,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.366452,0.21419,,,NaN,NaN,,,,,,,,,,
P97470,P97470,Serine/threonine-protein phosphatase 4 catalytic subunit,Ppp4c,,,Cytoplasm,ER,0.255872,0.323355,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Cytoplasm,0.35443,0.258601,,,,,,,,,,
P97471,P97471,Mothers against decapentaplegic homolog 4,Smad4,,,Cytoplasm,Golgi,0.786249,0.140207,,,NaN,NaN,Nucleus,Golgi,0.30006,0.0203347,,,NaN,NaN,,,,,,,,,,
P97479;Q5MJ56;P97479-2,P97479;Q5MJ56;P97479-2,Unconventional myosin-VIIa,Myo7a,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,PM,ER,0,0.368966,,,NaN,NaN,,,,,,,,,,
P97496;Q3UNN4;P97496-2;Q3UZD0,P97496;Q3UNN4;P97496-2,SWI/SNF complex subunit SMARCC1,Smarcc1,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
P97798;E9QK04;P97798-5;P97798-2;P97798-3;P97798-4,P97798;E9QK04;P97798-5;P97798-2;P97798-3;P97798-4,Neogenin,Neo1,,,PM,Endosome,0.209601,0.354986,,,NaN,NaN,PM,Cytoplasm,0.254883,0.593454,Nucleus,Endosome,0.121757,0.14899,,,,,,,,,,
P97816,P97816,Protein S100-G,S100g,,,Cytoplasm,LD,1,0.46594,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0,0.492083,,,,,,,,,,
P97930;D3Z3R3;P97930-2,P97930;D3Z3R3,Thymidylate kinase,Dtymk,,,Mitochondria,Nucleus,0.881883,0.560722,,,NaN,NaN,Mitochondria,Nucleus,0.715711,0.618114,Nucleus,Golgi-LD,0,0.809783,,,,,,,,,,
P98063,P98063,Bone morphogenetic protein 1,Bmp1,,,PM,Endosome,0.305412,0.247068,,,NaN,NaN,Nucleus,Lysosome,0.295661,0.108501,PM,Endosome,0.377221,0.338525,,,,,,,,,,
Q00977,Q00977,Gap junction beta-2 protein,Gjb2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
Q01705;Q01705-2;Q01705-4;Q01705-3;Q61982,Q01705;Q01705-2;Q01705-4;Q01705-3;Q61982,Neurogenic locus notch homolog protein 1;Notch 1 extracellular truncation;Notch 1 intracellular domain;Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain,Notch1;Notch3,,,Mitochondria,ER,0.0265024,0.216097,,,NaN,NaN,Nucleus,Peroxisome,0.198458,0.0315663,,,NaN,NaN,,,,,,,,,,
Q02614,Q02614,SAP30-binding protein,Sap30bp,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
Q02956;Q3V341;A2AD72;A2AD75;F6QWV4;A2AD74,Q02956;Q3V341,Protein kinase C zeta type,Prkcz,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.208337,0.0301882,,,NaN,NaN,,,,,,,,,,
Q03142;Q03142-2;Q61851;Q61563;Q7TSI8;F6TK14;E9QNJ9;Q61851-2,Q03142;Q03142-2,Fibroblast growth factor receptor 4,Fgfr4,,,Cytoplasm,Lysosome,0.500002,0.226591,,,NaN,NaN,,,NaN,NaN,Nucleus,Lysosome,0.154207,0.0263981,,,,,,,,,,
Q04592,Q04592,Proprotein convertase subtilisin/kexin type 5,Pcsk5,,,Cytoplasm,Endosome,0.492278,0.153596,,,NaN,NaN,,,NaN,NaN,Nucleus,Endosome,0.147909,-0.00691492,,,,,,,,,,
Q05909;E9Q6E7;F8VQD7,Q05909;E9Q6E7;F8VQD7,Receptor-type tyrosine-protein phosphatase gamma;Protein-tyrosine-phosphatase,Ptprg,,,Cytoplasm,PM,0.649765,0.349608,,,NaN,NaN,PM,Cytoplasm,0.261536,0.549906,,,NaN,NaN,,,,,,,,,,
Q05A80;Q05A80-2,Q05A80;Q05A80-2,Caprin-2,Caprin2,,,Cytoplasm,Lysosome,0.501884,0.134604,,,NaN,NaN,Nucleus,Endosome,0.230063,0.0728205,,,NaN,NaN,,,,,,,,,,
Q06318,Q06318,Uteroglobin,Scgb1a1,,,PM,Peroxisome,0.551462,0.120072,,,NaN,NaN,Nucleus,Peroxisome,0.271185,0.100438,Nucleus,Cytoplasm,0.193259,0.0101921,,,,,,,,,,
Q08122;Q08122-2;F6TS96;Q3TY99;E0CXU1;E0CXS2;E0CY14;F8WIE2;E0CXS9;J3KMT7;Q08122-1;Q08122-4;F6YM15;F6X5U5,Q08122;Q08122-2;F6TS96;Q3TY99;E0CXU1;E0CXS2;E0CY14;F8WIE2;E0CXS9;J3KMT7;Q08122-1;Q08122-4,Transducin-like enhancer protein 3,Tle3,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.208337,0.0301882,,,NaN,NaN,,,,,,,,,,
Q08501;G3UVW6;Q08501-3;Q08501-2;E9Q2L5;E9Q0U8;E9Q631,Q08501;G3UVW6;Q08501-3;Q08501-2;E9Q2L5;E9Q0U8;E9Q631,Prolactin receptor,Prlr,,,Cytoplasm,Lysosome,0.500002,0.226591,,,NaN,NaN,,,NaN,NaN,Nucleus,Lysosome,0.160825,0.0519719,,,,,,,,,,
Q08761,Q08761,Vitamin K-dependent protein S,Pros1,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.180149,0.0421092,,,NaN,NaN,,,,,,,,,,
Q08890;F6X9C5,Q08890;F6X9C5,Iduronate 2-sulfatase,Ids,,,Mitochondria,Peroxisome,0.95161,0.251315,,,NaN,NaN,Nucleus,Peroxisome,0.207597,0.0400071,,,NaN,NaN,,,,,,,,,,
Q09XV5;F7AL76;Q09XV5-2,Q09XV5;F7AL76,Chromodomain-helicase-DNA-binding protein 8,Chd8,,,Cytoplasm,Nucleus,0.864115,0.274084,,,NaN,NaN,Nucleus,Peroxisome,0.083019,0.484982,,,NaN,NaN,,,,,,,,,,
Q0VAW6;Q8BH50;Q8BH50-2,Q0VAW6;Q8BH50;Q8BH50-2,Uncharacterized protein C18orf25 homolog,8030462N17Rik,,,Cytoplasm,ER,0.273152,0.187817,,,NaN,NaN,Nucleus,Cytoplasm,0.209694,0.0341151,,,NaN,NaN,,,,,,,,,,
Q149F1,Q149F1,RNA pseudouridylate synthase domain-containing protein 2,Rpusd2,,,Cytoplasm,ER,0.2804,0.128902,,,NaN,NaN,Nucleus,Cytoplasm,0.197851,0.00641882,,,NaN,NaN,,,,,,,,,,
Q149G0,Q149G0,UPF0561 protein C2orf68 homolog,,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.180149,0.0421092,,,NaN,NaN,,,,,,,,,,
Q14AX6;Q14AX6-3;Q14AX6-2,Q14AX6;Q14AX6-3;Q14AX6-2,Cyclin-dependent kinase 12,Cdk12,,,Cytoplasm,Lysosome,0.488652,0.137536,,,NaN,NaN,Nucleus,Lysosome,0.177299,0.044273,,,NaN,NaN,,,,,,,,,,
Q14BI5,Q14BI5,,Myom2,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.0813899,0.548972,,,NaN,NaN,,,,,,,,,,
Q2KN98,Q2KN98,Cytospin-A,Specc1l,,,PM,Cytoplasm,0.292963,0.54255,,,NaN,NaN,PM,ER,0,0.479833,Golgi-LD,PM,0.171022,0.061323,,,,,,,,,,
Q31094;Q31099;P35737;F7AD18,Q31094;Q31099,,H2-DMb1;H2-DMb2,,,PM,Endosome,0.295193,0.0828256,,,NaN,NaN,Nucleus,Endosome,0.16572,0.0392798,,,NaN,NaN,,,,,,,,,,
Q3TA38;E0CYA8;E0CX33;Q3TA38-2,Q3TA38;E0CYA8;E0CX33;Q3TA38-2,Transmembrane protein 120B,Tmem120b,,,Golgi,Endosome,0.112684,0.297513,,,NaN,NaN,Nucleus,Golgi,0.324128,0.0876477,,,NaN,NaN,,,,,,,,,,
Q3TAA8;Q8K358,Q3TAA8;Q8K358,Phosphatidylinositol glycan anchor biosynthesis class U protein,Pigu,,,Cytoplasm,Peroxisome,0.599262,0.229294,,,NaN,NaN,,,NaN,NaN,Nucleus,Peroxisome,0.211909,0.0426178,,,,,,,,,,
Q3TB48;A2A6S1,Q3TB48;A2A6S1,Transmembrane protein 104,Tmem104,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.198228,0.0511439,,,NaN,NaN,,,,,,,,,,
Q3TBD2-2;Q3TBD2;G3X9Q3;D3Z7R7;Q3TBD2-3;Q3TBD2-4,Q3TBD2-2;Q3TBD2;G3X9Q3;D3Z7R7;Q3TBD2-3,Minor histocompatibility protein HA-1,Hmha1,,,PM,Cytoplasm,0.447446,0.0137497,,,NaN,NaN,Nucleus,Cytoplasm,0.214809,0.0185742,,,NaN,NaN,,,,,,,,,,
Q3TBV5;P25085-2;P25085,Q3TBV5;P25085-2;P25085,Interleukin-1 receptor antagonist protein,Il1rn,,,Cytoplasm,LD,1,0.46594,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0,0.492083,,,,,,,,,,
Q3TDK6;Q3TDK6-2;Q3TDK6-3,Q3TDK6;Q3TDK6-2;Q3TDK6-3,Protein rogdi homolog,Rogdi,,,Cytoplasm,ER,0.257963,0.203449,,,NaN,NaN,Nucleus,Cytoplasm,0.195573,0.0148109,Nucleus,Cytoplasm,0.192972,0.00994779,,,,,,,,,,
Q3TDX8;Q3TDX8-5,Q3TDX8;Q3TDX8-5,Cytochrome b5 reductase 4,Cyb5r4,,,Cytoplasm,Golgi,0.786249,0.140207,,,NaN,NaN,Nucleus,Golgi,0.30006,0.0203347,,,NaN,NaN,,,,,,,,,,
Q3THJ3,Q3THJ3,Probable RNA-binding protein EIF1AD,Eif1ad,,,Cytoplasm,ER,0.269712,0.236996,,,NaN,NaN,Nucleus,Cytoplasm,0.216012,0.0348334,,,NaN,NaN,,,,,,,,,,
Q3TJ91;J3QJU5;G3UXS2;B1ATA7;B1ATA8;G3UXR0;B1ATA9;F6X6X1,Q3TJ91;J3QJU5,Lethal(2) giant larvae protein homolog 2,Llgl2,,,PM,Cytoplasm,0.309244,0.374064,,,NaN,NaN,Nucleus,PM,0.167419,0.048308,Nucleus,Lysosome,0.145673,0.0162735,,,,,,,,,,
Q3TKY6,Q3TKY6,Peptidyl-prolyl cis-trans isomerase CWC27 homolog,Cwc27,,,Mitochondria,Nucleus,1,0.500329,,,NaN,NaN,Nucleus,Cytoplasm,0.076567,0.564174,,,NaN,NaN,,,,,,,,,,
Q3TL26;E9Q4A5,Q3TL26;E9Q4A5,"Dimethyladenosine transferase 2, mitochondrial",Tfb2m;Gm1818,,,Mitochondria,Peroxisome,0.95161,0.251315,,,NaN,NaN,Nucleus,Peroxisome,0.207597,0.0400071,,,NaN,NaN,,,,,,,,,,
Q3TLQ0;Q80X35;Q80ZL4;E9Q8Y2;F7ALC8;G3UWW1;G3UZV6,Q3TLQ0;Q80X35;Q80ZL4,Microtubule-associated protein,Map2,,,Cytoplasm,ER,0.275214,0.177188,,,NaN,NaN,Nucleus,Cytoplasm,0.206764,0.0322113,,,NaN,NaN,,,,,,,,,,
Q3TMT3,Q3TMT3,,Tm4sf4,,,Cytoplasm,PM,0.636963,0.309303,,,NaN,NaN,Nucleus,Lysosome,0.198228,0.0511439,,,NaN,NaN,,,,,,,,,,
Q3TMV7,Q3TMV7,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,Pyroxd1,,,Cytoplasm,Golgi,0.786249,0.140207,,,NaN,NaN,Nucleus,Golgi,0.30006,0.0203347,,,NaN,NaN,,,,,,,,,,
Q3TP92;J3QPC9,Q3TP92;J3QPC9,CTD nuclear envelope phosphatase 1,Ctdnep1,,,Cytoplasm,Lysosome,0.495312,0.187113,,,NaN,NaN,Nucleus,Lysosome,0.178564,0.041568,,,NaN,NaN,,,,,,,,,,
Q3TQI7,Q3TQI7,Uncharacterized protein C9orf78 homolog,,,,Cytoplasm,Golgi,0.870531,0.352464,,,NaN,NaN,Nucleus,Golgi,0.357164,0.190877,,,NaN,NaN,,,,,,,,,,
Q3TTF2;Q9QZ49,Q3TTF2;Q9QZ49,UBX domain-containing protein 8,Ubxn8,,,Mitochondria,ER,0.0265024,0.216097,,,NaN,NaN,Nucleus,Peroxisome,0.198458,0.0315663,,,NaN,NaN,,,,,,,,,,
Q3TTP7;D3Z481;Q6P9N1;A0A0G2JH12,Q3TTP7;D3Z481;Q6P9N1;A0A0G2JH12,Hyccin,Fam126a,,,Cytoplasm,Endosome,0.509696,0.177069,,,NaN,NaN,,,NaN,NaN,Golgi-LD,Endosome,0.121109,0.0856453,,,,,,,,,,
